ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_cal_delinquency_bucket_name;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_name_rdr;ctt_cal_acquisition_period;ctt_cal_max_cashflow_date;ctt_cal_contract_status_name;ctt_cal_financed_amount;ctt_cal_upfront_payments;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_net_pay_out_amount;ctt_cal_interest_type;ctt_cal_contract_trade_date;ctt_cal_curr_rating_scoring_id;ctt_cal_delinquent_amount;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_technical_amortization;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_product_group_alm;ctt_cal_curr_rating_scoring_class;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_balance_sheet_entity;ctt_cal_nbv;ctt_cal_effective_payment_frequency;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_position_id;ctt_cal_product_group_reporting;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;XY1001;2024-10-31;ab585626dxy585626d27z;SYS;708;0;2020-10-23;2026-10-23;EUR;;2020-10-29;14278.34;N;38649.02;1000.0;0.0;0.0;963.05;0.0;0.0;345.34;;0.0;;1.0;F;;R;5.9;Act/Act;;;;632.09;72.0;0.0;EUR;0.0;Current;0.01113;0.34;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;VA;MB;N;1;;;;39666.0;a986dd905xy86dd9051dz;VIN;RP;NON;aa30858dcxy30858dce9z;aa30858dcxy30858dce9z;XY;;;;;1.0;;;aecc58ae9xycc58ae96bz;;;;;N;N;Loan retail;;;;Other;;;;;;;fabf4c;Benzin;Vito 121 KA/E;T0/NCV2/VS20;Vito (VS20);Vito Worker 121 Kastenwagen Extralang;447605;F;TM1;RDR;XYORGF;XYORGF;2020-10-31;2026-10-23;Active;37649.02;-617.71;1.0;;38266.73;F;2020-10-23;X;0.0;14278.34;48;48;72.0;72;Other;Vans;Y;;24;61 - 72;1.0;X;;;;PF_F;;0.02587;14277.96473;XY10;14277.96473406398;12.01039437884164;0.0588375446086358;0.0604503574749626;-0.0057255662166432;0.3531615168496954;0;0;N;;0;No-Default;N;aa30858dcxy30858dce9z::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;ae7c833e1xy7c833e19fz;SYS;709;0;2024-04-04;2029-04-04;EUR;;2024-04-09;107033.78;N;122807.71;1300.0;15000.0;0.0;2430.15;0.0;0.0;6630.51;0.0;0.0;0.0;1.0;F;1.0;A;0.05;30/360;0.0;2024-04-04;2029-04-04;0.0;0.0;0.0;EUR;0.0;Current;0.01;0.21;0;N;;0.0;;;;;;;;;;;;;;;;;;FILEA;U;3105.0;;VA;MB;N;1;;;;89078.0;a004c6c9dxy04c6c9d41z;VIN;RSB;NON;ad31d3535xy31d353524z;ad31d3535xy31d353524z;XY;;0.0;;;100.0;ACE;;abc830411xyc8304113dz;910.0;E00;;;N;N;Finance lease;N;0.0;;Other;;;;;;;250622;Diesel;416 KA 4X2 4325;Sprinter/NCV3/VS30;VS30 VAN DUS MB;VS30 RWD - KaWa;907645;F;TM1;RDR;XYORGF;XYORGF;2024-04-30;2029-04-04;Active;121507.71;4200.360000000001;100.0;;115214.37;F;2024-04-04;X;0.0;107033.78;7;7;68.33333;60;Other;Vans;Y;;53;49 - 60;100.0;X;;;;PF_F;;0.01059;106485.72826;XY10;106485.72826358642;12.0;0.0686233387791551;0.0708233820983999;0.0137231864834751;0.3885694062811487;0;0;N;;0;No-Default;N;ad31d3535xy31d353524z::SYS_XY1000;BFLEA;2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID
XY;50;XY1001;2025-04-30;a30a6eef8xy0a6eef8dfz;SYS;2287;0;2023-01-06;2026-01-06;EUR;;2023-01-16;23089.8;N;45885.0;4171.36;16363.6;2872.12;0.0;0.0;0.0;0.0;;0.0;;;F;;;6.4;30/360;;;;;;0.0;EUR;0.0;Current;;;0;;;0.0;;;;;;;;;;;;;;;;;;BAFIN;U;;;PC;OO;N;1;;;2022-10-01;44324.7;aaed74e45xyed74e4563z;VIN;CF;NON;a98a5ac0cxy8a5ac0c9ez;a98a5ac0cxy8a5ac0c9ez;XY;;3.91;;;;;;a028dea43xy28dea4379z;;4;;;N;N;Loan retail;N;;;;;;;;;;9fcaa8;Benzin;E 200 Cab;E-Klasse;A238;E 200 Cabrio;238480;F;TM1;RDR;XYORGF;XYORGF;2023-01-31;2026-01-06;Active;44585.76;0.0;3.91;3.91;43639.84;F;2023-01-06;R;0.0;23089.8;28;28;55.96667;36;Other;Core Luxury;Y;3.91;8;25 - 36;3.91;R;4.0;;;PF_F;4.0;0.09091;22987.64119;XY10;22987.64118779189;12.0;0.063998165658919;0.0659091672153454;0.0;0.5234597577402952;0;0;N;;0;No-Default;N;a98a5ac0cxy8a5ac0c9ez::SYS_XY1000;BAFIN;2025-05-15 07:35:41.759406;2025-05-15 07:35:41.759406;INVALID
XY;50;XY1001;2025-04-30;a04ab6087xy4ab6087b3z;SYS;2287;0;2024-04-19;2027-04-19;EUR;;2024-04-19;92669.9;N;125257.0;37137.3;69006.4;10301.7;4867.05;490.0;0.0;0.0;;0.0;;;F;;;9.99;30/360;;;;;;0.0;EUR;0.0;Current;;;0;;;0.0;;;;;;;;;;;;;;;;;;OPFIN;B;;;PC;MB;N;1;;;2022-09-29;136881.0;a2a057e3cxya057e3ccaz;VIN;RSB;NON;ab6ef1654xy6ef16540dz;ab6ef1654xy6ef16540dz;XY;;4.0;;;529.0;SME2021;;a50dd6c91xy0dd6c91bfz;;004S0115S0122V0001;;;N;N;Loan retail;N;;;;;;;;;;653d81;Diesel;GLE 400 d 4M L;GLE;V167;GLE 400 d 4MATIC lang;167123;F;TM1;RDR;XYORGF;XYORGF;2024-04-30;2027-04-19;Active;98421.4;-4377.05;529.0;700.0;102798.45;F;2024-04-19;S;0.0;92669.9;12;12;80.1;36;Other;Core Luxury;Y;700.0;24;25 - 36;529.0;S;4.0;;;PF_F;4.0;0.29649;92426.43577;XY10;92426.43576941542;12.0;0.0806207104743247;0.0836674728484344;-0.0192821647460037;0.4437594276038348;0;0;N;;0;No-Default;N;ab6ef1654xy6ef16540dz::SYS_XY1000;OPFIN;2025-05-15 07:35:41.759406;2025-05-15 07:35:41.759406;INVALID
XY;50;XY1001;2024-10-31;a078f17d0xy78f17d050z;SYS;708;0;2021-10-23;2027-11-06;EUR;;2021-10-27;16486.54;N;46049.3;15000.0;0.0;0.0;1119.76;0.0;0.0;0.0;;0.0;;1.0;F;;R;3.99;Act/Act;;;;486.38;72.0;72.96;EUR;30.0;Current;0.00115;0.416;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;23;PC;MB;U;1;;;;;a926acdeaxy26acdea1bz;VIN;RP;NON;a215498fexy15498feafz;a215498fexy15498feafz;XY;;;;;0.0;;;af00892a7xy00892a723z;;;;;N;N;Loan retail;;;;Other;;;;;;;78307e;Benzin;AMG GLA 45 4M;GLA;X156;Mercedes-AMG GLA 45 4MATIC;156952;F;TM1;RDR;XYORGF;XYORGF;2021-10-31;2027-11-06;Active;31049.3;-1119.76;0.0;;32169.06;F;2021-10-23;X;72.96;16559.5;36;66;72.43333;72;AMG;tev & tev +;Y;;36;61 - 72;0.0;X;;;;PF_F;;0.32574;17293.27163;XY10;17220.311634871203;11.955601253166552;0.0279635410803396;0.0283241171559972;-0.0119364271532078;0.337038582675795;0;0;N;;0;No-Default;N;a215498fexy15498feafz::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a41f3262dxy1f3262dffz;SYS;708;0;2023-03-28;2025-03-28;EUR;;2023-03-29;82020.7;N;107075.51;12920.96;75593.1;0.0;300.0;0.0;0.0;38.73;;0.0;;1.0;F;;R;5.75;30/360;;;;1179.09;24.0;0.0;EUR;0.0;Current;0.00253;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1;;;;114535.0;ac43ece1cxy43ece1ca6z;VIN;RSB;NON;a9560f2d3xy560f2d3c0z;a9560f2d3xy560f2d3c0z;XY;;;;;0.0;;;a5bb12c2fxybb12c2f77z;;;;;N;N;Operating lease;;;;Other;;;;;;;de9f0a;Elektro;EQS 450+ Lim;S-Klasse;V297;EQS 450+ Limousine;297123;T;TM1;RDR;XYORGF;XYORGF;2023-03-31;2025-03-28;Active;94154.55;-261.27;0.0;;93236.73;F;2023-03-28;X;0.0;82020.7;19;19;81.6;24;Other;TEV+;Y;;5;13 - 24;0.0;X;;;;PF_F;;0.12067;79454.60868;XY10;79454.60868053838;12.15532734274711;0.0558674849025002;0.057318271994137;-0.0016310335789892;0.584461018812734;0;0;N;;0;No-Default;N;a9560f2d3xy560f2d3c0z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a30010414xy00104148az;SYS;709;0;2024-09-24;2028-09-24;EUR;;2024-10-02;53051.86;N;56636.94;7713.11;26265.0;0.0;150.0;0.0;0.0;3028.65;0.0;0.0;0.0;1.0;F;1.0;A;0.04;30/360;0.0;2024-09-24;2028-09-24;0.0;0.0;0.0;EUR;0.0;Current;0.01;0.21;0;N;;0.0;;;;;;;;;;;;;;;;;;OPLEA;B;3105.0;;PC;MB;N;1;;;;51500.0;a124a0f1bxy24a0f1be2z;VIN;RP;NON;a67f0ddd7xy7f0ddd794z;a67f0ddd7xy7f0ddd794z;XY;;0.0;;;249.0;ACE;;a4c344f52xyc344f52abz;910.0;186;;;N;N;Operating lease;N;0.0;;Other;;;;;;;67e291;Benzin;GLA 250 4M;GLA;H247;GLA 250 4MATIC City-SUC;247747;F;TM1;RDR;XYORGF;XYORGF;2024-10-31;2028-09-24;Acquisition;48923.83;2878.65;249.0;;45416.86;F;2024-09-24;X;0.0;53051.86;1;1;89.53333;48;Other;Entry Luxury;Y;;47;37 - 48;249.0;X;;;;PF_F;;0.13619;45059.80437;XY10;45059.80437311988;12.0;0.0716732173346741;0.0740752105542481;0.0217732404488438;0.3593043362868697;0;0;N;;0;No-Default;N;a67f0ddd7xy7f0ddd794z::SYS_XY1000;OPLEA;2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID
XY;50;XY1001;2024-10-31;a5dd7bdadxydd7bdad5bz;SYS;708;0;2019-11-15;2024-02-28;EUR;;2019-11-26;0.82;Y;23447.78;1000.0;0.0;0.0;424.47;0.0;0.0;0.0;;0.0;;1.0;F;;R;4.39;Act/Act;;;;510.78;51.0;0.0;EUR;0.0;Current;0.00118;0.346;0;;2020-04-06;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1;;;;;ace5653c0xye5653c03dz;VIN;RP;NON;a2e210c4axye210c4adez;a2e210c4axye210c4adez;XY;;;;;0.0;;;a586ae5ffxy86ae5ff77z;;;;;N;N;Loan retail;;;;Other;;;;;;;14bd45;Benzin - Plug-In Hybrid;AMG S 63 e 4M+ lang;S-Klasse;W/V223;Mercedes-AMG S 63 e 4MATIC+ lang;223182;F;TM1;RDR;XYORGF;XYORGF;2019-11-30;2024-02-28;Inactive;22447.78;-424.47;0.0;;;F;2019-11-15;X;0.0;0.82;60;90;51.46667;51;AMG;tev & tev +;Y;;0;49 - 60;0.0;X;;;;PF_F;;0.04265;0.0;XY10;;;;;;;0;0;N;;0;No-Default;N;a2e210c4axye210c4adez::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a0ffb30c9xyffb30c9b0z;SYS;708;0;2023-11-22;2028-12-07;EUR;;2023-11-28;23721.56;N;29291.94;2000.0;0.0;0.0;740.21;0.0;0.0;0.0;;0.0;;1.0;F;;R;8.49;Act/Act;;;;561.78;60.0;0.0;EUR;0.0;Current;0.00627;0.39;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1;;;;;a3fff3342xyfff33420ez;VIN;RP;NON;a2f5d388dxyf5d388dc5z;a2f5d388dxyf5d388dc5z;XY;;;;;1.0;;;a20b49906xy0b4990653z;;;;;N;N;Loan retail;;;;Other;;;;;;;1ce338;Benzin;E 300 L;E-Klasse;V213;E 300 lang;213183;F;TM1;RDR;XYORGF;XYORGF;2023-11-30;2028-12-07;Active;27291.94;-740.21;1.0;;28032.15;F;2023-11-22;X;0.0;23721.56;11;41;60.5;61;Other;Core Luxury;Y;;49;61 - 72;1.0;X;;;;PF_F;;0.06828;24118.08226;XY10;24118.082260432155;11.943808497738315;0.0737588380377427;0.076297741132971;-0.0111417493365827;0.4170861936394945;0;0;N;;0;No-Default;N;a2f5d388dxyf5d388dc5z::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a9ba846eexyba846eeb1z;SYS;709;0;2023-06-27;2030-06-27;EUR;;2023-07-17;130173.4;N;365124.29;210185.87;0.0;0.0;1549.38;0.0;0.0;3296.95;0.0;0.0;0.0;1.0;F;1.0;R;0.07;Act/Act;0.0;2023-06-27;2030-06-27;0.0;0.0;0.0;EUR;0.0;Current;0.00368;0.36;0;N;;0.0;;;;;;;;;;;;;;;;;;STFIN;N;3002.0;;PC;MB;N;1;;;;279880.0;a29aedb52xy9aedb52e0z;VIN;RP;NON;aed4e89bbxyd4e89bbadz;aed4e89bbxyd4e89bbadz;XY;;0.0;;;329.0;ACE;;ac84d2f7dxy84d2f7de9z;910.0;D86;;;N;N;Loan retail;N;0.0;;Other;;;;;;;7b428c;Benzin;AMG G 63 USA/CAN;G-Klasse;W463;Mercedes-AMG G 63 Station-Wagen lang USA-Ausführung;463277;F;TM1;RDR;XYORGF;XYORGF;2023-07-31;2030-06-27;Active;154938.42;1747.5699999999997;329.0;;153190.85;F;2023-06-27;X;0.0;130173.4;16;16;84.0;84;AMG;tev & tev +;Y;;68;73 - 84;329.0;X;;;;PF_F;;0.57566;129996.90365;XY10;129996.90364788212;12.008813585379984;0.0769246317299959;0.0796953154829314;0.0035245642671526;0.3136603695390344;0;0;N;;0;No-Default;N;aed4e89bbxyd4e89bbadz::SYS_XY1000;STFIN;2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID
