ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_balance_sheet_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_position_id;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;pgr_id;ifc_id;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_cal_acquisition_period;ctt_cal_financed_amount;ctt_cal_curr_rating_scoring_id;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_curr_rating_scoring_class;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_nbv;ctt_cal_technical_amortization;ctt_cal_max_cashflow_date;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_contract_status_name;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_net_pay_out_amount;ctt_cal_upfront_payments;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_delinquent_amount;ctt_cal_interest_type;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_contract_trade_date;ctt_cal_product_group_alm;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_cal_delinquency_bucket_name;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_effective_payment_frequency;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_drv_alm_flag;ctt_drv_risk_flag;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_rdr;MGT_InsertTime;MGT_UpdateTime;ctt_cal_product_group_reporting
XY;50;XY1001;XY10;2024-10-31;a856885a4xy56885a45fz;SYS;708;0;2020-10-17;2026-11-01;EUR;;2020-10-19;14466.41;N;62392.1;22392.1;0.0;0.0;1052.89;0.0;0.0;1759.58;;0.0;;1.0;F;;R;1.99;Act/Act;;;;590.32;72.0;0.0;EUR;0.0;-490865294;0.0019;0.34;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;12;PC;MB;N;1.0;;;;61095.0;a797996cexy97996ce67z;VIN;RP;NON;a6fa1717axyfa1717a65z;a6fa1717axyfa1717a65z;XY;;;;;0.0;;;a2dc9ebf1xydc9ebf1cfz;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a41eaa9xy3eez;Benzin - Plug-In Hybrid;GLC 300/350 e 4M;GLC;X253;GLC 300/350 e 4MATIC (350 für USA);253953;F;2020-10-31;40000.0;X;0.0;;;14466.41;48;48;14351.65685785125;72.46667;2026-11-01;72;Other;Active;Core Luxury;Y;;24;39293.31;706.6899999999998;61 - 72;0.0;X;;0.0;F;;;2020-10-17;PF_F;0.35889;14351.65686;Current;0.0258294046239312;0.0261368208685847;0.0059294363859642;0.3359991521735751;11.95378341361594;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;ab108a43dxy108a43dcfz;SYS;8205;0;2023-01-17;2027-01-16;EUR;;2023-01-18;39310.24;N;138526.09;68526.09;0.0;0.0;0.0;0.0;875.0;0.0;;0.0;;1.0;F;;A;0.07;30/360;;;;;;0.0;EUR;0.0;14293678;0.0;;0;;;0.0;;;;;;Internal;;;;;;;;;;;;FILEA;N;;;PC;MB;N;;;;2023-01-17;129910.0;a6bb69d9exybb69d9e8bz;VIN;RSB;NON;acfa850edxyfa850edb6z;acfa850edxyfa850edb6z;XY;;0.0;;;653.0;SME;4.0;af3b8f463xy3b8f46319z;;Q3-2022 September [Select&Drive] 5,99% Nieuw;;;N;N;Finance lease;N;;;;;;;;;;2509;30;a4598e1xyb35z;Benzin - Plug-In Hybrid;S 450 e lang;S-Klasse;W/V223;S 450 e lang;223166;T;2023-01-31;70000.0;S;653.0;700.0;4.0;39310.24;21;21;40850.59848096486;47.96666;2027-01-01;47;Other;Active;TEV+;Y;700.0;26;70111.78;-875.0;37 - 48;653.0;S;4.0;0.0;F;;;2023-01-17;PF_F;0.49468;40850.59848;Current;0.0532595655105548;0.0545804415453597;-0.0066257961757156;0.5299776369534687;12.285714285714285;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-30 08:18:19.573592;2025-04-30 08:18:19.573592;FILEA
XY;50;XY1001;XY10;2024-10-31;a117660c4xy17660c4eez;SYS;708;0;2024-06-09;2027-06-09;EUR;;2024-06-10;63168.68;N;65471.12;6220.87;47959.5;0.0;1257.87;0.0;0.0;5177.36;;0.0;;1.0;F;;R;3.61;30/360;;;;474.44;36.0;0.0;EUR;0.0;1953755011;0.00305;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;U;1.0;;;;;a33a24832xy3a2483296z;VIN;RP;NON;a12afdc9cxy2afdc9c49z;a12afdc9cxy2afdc9c49z;XY;;;;;0.0;;;a5afa0376xyafa0376c6z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;ae3be37xy9e8z;Elektro;EQE 500 4M SUV;GLE;X294;EQE 500 4MATIC SUV;294622;T;2024-06-30;59250.25;X;0.0;;;63168.68;5;35;54104.1880899167;134.5;2027-06-09;36;Other;Active;Core Luxury;Y;;31;54856.32;3919.49;25 - 36;0.0;X;;0.0;F;;;2024-06-09;PF_F;0.09502;54104.18809;Current;0.0629748554036916;0.064824703797442;0.0268307835622085;0.3927815706239179;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;afde39ff3xyde39ff331z;SYS;708;0;2024-03-23;2028-03-23;EUR;;2024-03-25;48313.56;N;52955.59;42.71;22292.6;0.0;400.0;0.0;0.0;2130.95;;0.0;;1.0;F;;R;5.15;30/360;;;;799.61;48.0;0.0;EUR;0.0;686808077;0.01413;0.33446;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1.0;;;;48675.0;a2bf99e2exybf99e2efdz;VIN;RP;NON;a8cb382b2xycb382b245z;a8cb382b2xycb382b245z;XY;;;;;1.0;;;acda0ecb9xyda0ecb9e0z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a7040daxy29fz;Benzin;CLA 250 4M;A-Klasse;C118;CLA 250 4MATIC Coupé;118347;F;2024-03-31;52912.88;X;1.0;;;48313.56;7;7;46617.14301757642;82.83334;2028-03-23;48;Other;Active;Entry Luxury;Y;;41;50382.32;1730.9499999999998;37 - 48;1.0;X;;0.0;F;;;2024-03-23;PF_F;0.00081;46617.14302;Current;0.0643853821880492;0.0663197878381832;0.012846604804564;0.3846779835577046;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;aefd82318xyfd8231882z;SYS;708;0;2024-08-15;2026-08-15;EUR;;2024-08-16;60893.54;N;62171.08;9429.32;47526.0;300.0;164.21;795.0;0.0;92.53;;0.0;;1.0;F;;R;5.92;30/360;;;;511.29;24.0;0.0;EUR;0.0;-1951564642;0.00305;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1.0;;;;79210.0;a04a3d3c3xy4a3d3c3a0z;VIN;RP;NON;a9c0e95b1xyc0e95b1f9z;a9c0e95b1xyc0e95b1f9z;XY;;;;;0.0;;;afe97df80xye97df80f8z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a86bc50xya8az;Elektro;EQE 350+ SUV;GLE;X294;EQE 350+ SUV;294621;T;2024-08-31;53041.76;X;0.0;;;60893.54;3;3;51434.73000218608;101.73334;2026-08-15;24;Other;Active;Core Luxury;Y;;22;51807.15;723.3199999999999;13 - 24;0.0;X;;0.0;F;;;2024-08-15;PF_F;0.15167;51434.73;Current;0.0754328540369639;0.078096250626093;0.0078123731967031;0.5671108165053451;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;ab371bec4xy371bec4cez;SYS;708;0;2021-01-13;2027-01-27;EUR;;2021-01-19;17517.45;N;52543.33;10000.0;0.0;895.0;1174.31;0.0;0.0;886.73;;0.0;;1.0;F;;R;3.99;Act/Act;;;;680.53;72.0;0.0;EUR;0.0;1321505369;0.00658;0.416;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;12;PC;MB;U;1.0;;;;;ab27c594axy27c594a1cz;VIN;RP;NON;a181cba81xy81cba81f1z;a181cba81xy81cba81f1z;XY;;;;;1.0;;;a2e7854c0xye7854c091z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a6494bcxyf77z;xx;xx;xx;xx;xx;xx;xx;2021-01-31;43438.33;X;1.0;;;17517.45;46;76;17777.879510953102;72.46667;2027-01-27;72;Other;Active;;Y;;27;43725.91;-287.5799999999999;61 - 72;1.0;X;;0.0;F;;;2021-01-13;PF_F;0.19032;17777.87951;Current;0.0273166842889818;0.0276541707900797;-0.0021489560728674;0.3274954393236037;11.880000343797326;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;a30a969a8xy0a969a827z;SYS;708;0;2020-06-16;2025-08-14;EUR;;2020-06-19;7108.8;N;41345.01;3500.0;0.0;4807.79;300.0;0.0;90.0;5437.47;;0.0;;1.0;F;;R;0.0;Act/Act;;;;710.88;62.0;0.0;EUR;0.0;99985636;0.0175;0.315;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;VA;MB;N;1.0;;;;41345.01;af88dcdc0xy88dcdc06az;VIN;RSB;NON;ae306f319xy306f319c5z;a8927e50dxy927e50db1z;XY;;;;;;;;a99613bc3xy9613bc3e2z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a8efb83xy441z;xx;xx;xx;xx;xx;xx;xx;2020-06-30;42652.8;X;;;;7108.8;53;53;6956.44104621654;61.93333;2025-08-14;62;Other;Active;;Y;;9;37605.33;5047.47;61 - 72;;X;;0.0;F;;;2020-06-16;PF_F;0.08465;6956.44105;Current;0.0475851628602387;0.0486187912026072;0.0475851628516186;0.3885042415899292;11.882696938161128;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;a1382cc0fxy382cc0f53z;SYS;708;0;2024-08-14;2027-08-14;EUR;;2024-08-15;70209.19;N;71821.95;7500.0;45293.5;300.0;1295.67;795.0;0.0;5328.83;;0.0;;1.0;F;;R;5.09;30/360;;;;792.58;36.0;0.0;EUR;0.0;1118133145;0.03616;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;U;1.0;;;;;a805b1ae2xy05b1ae2a9z;VIN;RP;NON;a2e410722xye41072221z;a2e410722xye41072221z;XY;;;;;2.0;;;a84ce3cfaxy4ce3cfaafz;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;ae785d2xy960z;Elektro;EQE 350+ SUV;GLE;X294;EQE 350+ SUV;294621;T;2024-08-31;64621.95;X;2.0;;;70209.19;3;33;58293.3184950385;97.36667;2027-08-14;36;Other;Active;Core Luxury;Y;;33;59001.20999999999;4828.16;25 - 36;2.0;X;;0.0;F;;;2024-08-14;PF_F;0.10442;58293.3185;Current;0.0894793100201356;0.0932417369727875;0.0333926764117148;0.4303202890532404;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;a4830a5aexy830a5ae15z;SYS;709;0;2024-02-28;2028-02-28;EUR;;2024-03-07;67705.42;N;75724.76;8118.64;31927.1;0.0;676.06;0.0;0.0;1432.2;0.0;0.0;0.0;1.0;F;1.0;A;0.06;30/360;0.0;2024-02-28;2028-02-28;0.0;0.0;0.0;EUR;0.0;-1427582517;0.00368;0.21;0;N;;0.0;;;;;;;;;;;;;;;;;;OPLEA;B;3105.0;;PC;MB;N;1.0;;;;67930.0;a8c760c6bxyc760c6b58z;VIN;RP;NON;a7d90d7d5xyd90d7d539z;a7d90d7d5xyd90d7d539z;XY;;0.0;;;306.0;ACE;;ac84d2f7dxy84d2f7de9z;910.0;E51;;;N;N;Operating lease;N;0.0;;Other;;;;;;;2508;31;a905c57xy28cz;Benzin;C 300 4M;C-Klasse;W206;C 300 4MATIC;206047;F;2024-03-31;67606.12;X;306.0;;;67705.42;8;8;60688.48275511959;82.96667;2028-02-28;48;Other;Active;Core Luxury;Y;;40;65815.81999999999;756.1400000000001;37 - 48;306.0;X;;0.0;F;;;2024-02-28;PF_F;0.10721;60688.48276;Current;0.0742045194791137;0.0767808406237775;0.004311352722561;0.3804974611608183;12.006696428571429;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-23 13:46:56.996937;2025-04-23 13:46:56.996937;OPLEA
XY;50;XY1001;XY10;2024-10-31;a72838d1bxy2838d1bd8z;SYS;708;0;2024-01-30;2030-02-14;EUR;;2024-02-09;78174.57;N;97436.73;12213.92;0.0;0.0;2692.28;0.0;0.0;0.0;;0.0;;1.0;F;;R;7.99;Act/Act;;;;1498.79;72.0;0.0;EUR;0.0;2039121532;0.00196;0.338;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;a955f4b4dxy55f4b4d9cz;VIN;RSB;NON;aaeaded3cxyeaded3ce9z;aaeaded3cxyeaded3ce9z;XY;;;;;0.0;;;adbe7190fxybe7190f8cz;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a755398xy265z;Benzin;GLS 450 4M;GLS;X167;GLS 450 4MATIC;167959;F;2024-02-29;85222.81;X;0.0;;;78174.57;9;39;80044.89732857425;72.5;2030-02-14;72;Other;Active;TEV+;Y;;63;87915.09;-2692.28;61 - 72;0.0;X;;0.0;F;;;2024-01-30;PF_F;0.12535;80044.89733;Current;0.0689432723255971;0.0711599765556976;-0.0109565307425916;0.3525828817118118;11.948183964162183;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
