ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_cal_delinquency_bucket_name;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_name_rdr;ctt_cal_acquisition_period;ctt_cal_max_cashflow_date;ctt_cal_contract_status_name;ctt_cal_financed_amount;ctt_cal_upfront_payments;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_net_pay_out_amount;ctt_cal_interest_type;ctt_cal_contract_trade_date;ctt_cal_curr_rating_scoring_id;ctt_cal_delinquent_amount;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_technical_amortization;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_product_group_alm;ctt_cal_curr_rating_scoring_class;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_balance_sheet_entity;ctt_cal_nbv;ctt_cal_effective_payment_frequency;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_position_id;ctt_cal_product_group_reporting;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;XY1001;2024-10-31;a78db9a0axy8db9a0ae8z;SYS;708;0;2022-12-14;2025-12-14;EUR;;2022-12-23;27856.86;N;37379.0;3641.95;22010.0;300.0;500.0;795.0;0.0;0.0;;0.0;;1.0;F;;R;6.51;30/360;;;;509.64;36.0;0.0;EUR;0.0;Current;0.0026;0.30308;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;23A;PC;MB;U;1;;;;;a9322ad26xy322ad26faz;VIN;RP;NON;a56b4818axy6b4818ac5z;a56b4818axy6b4818ac5z;XY;;;;;0.0;;;a9bd02ee4xybd02ee429z;;;;;N;N;Operating lease;;;;Other;;;;;;;b62026;Benzin;A 220 Lim;A-Klasse;V177;A 220 Limousine;177144;F;TM1;RDR;XYORGF;XYORGF;2022-12-31;2025-12-14;Active;34037.05;295.0;0.0;;33232.41;F;2022-12-14;X;0.0;27856.86;23;53;87.56666;36;Other;Entry Luxury;Y;;13;25 - 36;0.0;X;;;;PF_F;;0.09743;26396.45398;XY10;26396.45397868728;12.0;0.0794274904522341;0.0823837459149188;0.0039383182810025;0.4488092134599428;0;0;N;;0;No-Default;N;a56b4818axy6b4818ac5z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;aae4fefb3xye4fefb3aez;SYS;708;0;2024-03-22;2028-03-22;EUR;;2024-03-25;67470.84;N;69283.0;19.81;32935.2;4382.19;3092.42;795.0;0.0;0.0;;0.0;;1.0;F;;R;9.52;30/360;;;;1294.19;48.0;0.0;EUR;0.0;Current;0.01413;0.33446;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1;;;;66315.0;a8c721894xyc72189453z;VIN;RP;NON;a21ad5eafxy1ad5eaf7dz;a21ad5eafxy1ad5eaf7dz;XY;;;;;1.0;;;ae03ef400xy03ef400dcz;;;;;N;N;Operating lease;;;;Other;;;;;;;ba015d;Benzin;CLE 300 4M Cou;C-Klasse;C236;CLE 300 4MATIC Coupé;236347;F;TM1;RDR;XYORGF;XYORGF;2024-03-31;2028-03-22;Active;73645.38;-2297.42;1.0;;74648.61;F;2024-03-22;X;0.0;67470.84;7;7;91.43333;48;Other;Core Luxury;Y;;41;37 - 48;1.0;X;;;;PF_F;;0.00029;69267.78032;XY10;69267.78031683425;12.0;0.0871418381636754;0.0907079245588767;-0.0124224689835865;0.398046713636746;0;0;N;;0;No-Default;N;a21ad5eafxy1ad5eaf7dz::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a8051842cxy051842ca3z;SYS;709;0;2021-02-04;2026-02-04;EUR;;2021-02-08;19904.66;N;40238.98;5000.0;15255.63;0.0;0.0;0.0;0.0;1549.88;0.0;0.0;0.0;1.0;F;1.0;A;0.01;30/360;0.0;2021-02-04;2026-02-04;0.0;0.0;0.0;EUR;0.0;Current;0.01;0.23;0;N;;0.0;;;;;;;;;;;;;;;;;;FILEA;U;3105.0;;VA;MB;N;1;;;;39117.0;a44498461xy4498461b2z;VIN;RSB;NON;a938d3a79xy38d3a798ez;a938d3a79xy38d3a798ez;XY;;0.0;;;251.0;ACE;;abc830411xyc8304113dz;910.0;880;;;N;N;Finance lease;N;0.0;;Other;;;;;;;432b78;Benzin;Vito 121 KA/L Nafta;T0/NCV2/VS20;Vito (VS20);Vito 121 Kastenwagen Lang VS20 Nafta Projekt;447603;F;TM1;RDR;XYORGF;XYORGF;2021-02-28;2026-02-04;Active;35238.98;1549.88;251.0;;33314.25000000001;F;2021-02-04;X;0.0;19904.66;45;45;96.63334;60;Other;Vans;Y;;15;49 - 60;251.0;X;;;;PF_F;;0.12426;20098.09716;XY10;20098.09715629907;12.0;0.033116013911997;0.0336233070983141;0.013217547521467;0.2942420325699406;0;0;N;;0;No-Default;N;a938d3a79xy38d3a798ez::SYS_XY1000;BFLEA;2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID
XY;50;XY1001;2024-10-31;af1832c70xy1832c707az;SYS;708;0;2023-04-08;2027-07-08;EUR;;2023-04-11;49461.81;N;62358.82;456.25;27310.2;0.0;300.0;0.0;0.0;0.0;;0.0;;1.0;F;;R;6.4;30/360;;;;919.15;51.0;0.28;EUR;30.0;Current;0.00253;0.33446;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;24A;PC;MB;N;1;;;;57970.0;aa52c5e5exy52c5e5e7dz;VIN;RP;NON;a8a5ee0ccxya5ee0cc79z;a8a5ee0ccxya5ee0cc79z;XY;;;;;0.0;;;a5bb12c2fxybb12c2f77z;;;;;N;N;Operating lease;;;;Other;;;;;;;9ef43a;Benzin;C 300;C-Klasse;W206;C 300;206046;F;TM1;RDR;XYORGF;XYORGF;2023-04-30;2027-07-08;Active;61902.57;-300.0;0.0;;61283.42;F;2023-04-08;X;0.28;49462.09;19;19;90.66667;51;Other;Core Luxury;Y;;32;49 - 60;0.0;X;;;;PF_F;;0.00732;50108.88732;XY10;50108.607324334414;12.089635854341736;0.0622428615058709;0.0640471781603622;-0.0017534760304712;0.3593819586203459;0;0;N;;0;No-Default;N;a8a5ee0ccxya5ee0cc79z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a43b53f79xy3b53f799fz;SYS;708;0;2023-05-09;2026-05-09;EUR;;2023-05-17;53523.0;N;68280.2;142.64;38012.8;300.0;3619.53;795.0;0.0;0.0;;0.0;;1.0;F;;R;9.62;30/360;;;;1296.2;36.0;0.0;EUR;0.0;Current;0.00253;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1;;;;66080.0;afcce5a9bxycce5a9bdez;VIN;RSB;NON;abb04419dxyb04419d64z;abb04419dxyb04419d64z;XY;;;;;0.0;;;aa426bbb1xy426bbb150z;;;;;N;N;Operating lease;;;;Other;;;;;;;a4e924;Benzin;GLE 350 4M L;GLE;V167;GLE 350 4MATIC lang;167149;F;TM1;RDR;XYORGF;XYORGF;2023-05-31;2026-05-09;Active;68437.56;-2824.53;0.0;;69965.89;F;2023-05-09;X;0.0;53523.0;18;18;81.13333;36;Other;Core Luxury;Y;;18;25 - 36;0.0;X;;;;PF_F;;0.00209;55277.91656;XY10;55277.91656203105;12.0;0.0820698152383798;0.0852283702610845;-0.0198251073961881;0.4815056064004272;0;0;N;;0;No-Default;N;abb04419dxyb04419d64z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a687baf1dxy87baf1d6ez;SYS;708;1;2020-12-15;2026-12-29;EUR;;2021-01-06;0.0;N;49110.0;0.0;0.0;25062.36;1772.57;0.0;866.0;670.57;;0.0;;1.0;F;;R;5.9;Act/Act;;;;1228.46;72.0;42653.85;EUR;131.0;121-150 dpd;0.0062;0.344;5;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;VA;MB;N;1;;;;49110.0;aceaae64exyeaae64e7ez;VIN;RSB;NON;abbd655cdxybd655cd51z;a2cff3a82xycff3a8262z;XY;;;;;;;;a9cca7f37xycca7f377az;;;;;Y;N;Loan retail;;;;Other;;;;;;;9053af;Diesel;419 KA 4X2 3665;Sprinter/NCV3/VS30;VS30 VAN DUS MB;VS30 RWD - KaWa;907643;F;TM1;RDR;XYORGF;XYORGF;2021-01-31;2026-12-29;Inactive;74172.36;-1968.0;;;;F;2020-12-15;X;42653.85;42653.85;47;47;72.43333;72;Other;Vans;Y;;0;61 - 72;;X;;;;PF_F;;0.0;42653.85;XY10;;;;;;;131;131;Y;2024-09-30;31;Default - hostile termination occurred;Y;abbd655cdxybd655cd51z::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a7f1dd83exyf1dd83e41z;SYS;708;0;2024-08-12;2028-08-12;EUR;;2024-08-21;74505.14;N;76365.0;3107.43;36490.3;300.0;2673.53;795.0;0.0;0.0;;0.0;;1.0;F;;R;9.11;30/360;;;;1212.22;48.0;44.16;EUR;30.0;Current;0.01413;0.33446;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1;;;;72170.0;a212fec4axy12fec4a81z;VIN;RP;NON;a45f2d690xy5f2d690e2z;a45f2d690xy5f2d690e2z;XY;;;;;1.0;;;a96bcd6d2xy6bcd6d2ecz;;;;;N;N;Operating lease;;;;Other;;;;;;;da6614;Benzin;E 450 4M;E-Klasse;W214;E 450 4MATIC;214061;F;TM1;RDR;XYORGF;XYORGF;2024-08-31;2028-08-12;Active;73557.57;-1878.53;1.0;;74223.88;F;2024-08-12;X;44.16;74549.3;3;3;91.9;48;Other;Core Luxury;Y;;45;37 - 48;1.0;X;;;;PF_F;;0.04069;72896.41133;XY10;72852.25133182897;12.0;0.0854991978868253;0.0889305294671299;-0.0098593999718244;0.3856429092071373;0;0;N;;0;No-Default;N;a45f2d690xy5f2d690e2z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a6a195e8fxya195e8f2cz;SYS;708;0;2020-08-15;2026-08-29;EUR;;2020-08-17;12963.99;N;42865.82;3000.0;0.0;0.0;967.44;0.0;0.0;2608.5;;0.0;;1.0;F;;R;2.99;Act/Act;;;;606.23;72.0;0.0;EUR;0.0;Current;0.01113;0.34;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;12;PC;MB;N;1;;;;47920.0;a9dfb8e12xydfb8e12f4z;VIN;RP;NON;a2b1b5396xyb1b5396b4z;a2b1b5396xyb1b5396b4z;XY;;;;;1.0;;;a77d2749exy7d2749e16z;;;;;N;N;Loan retail;;;;Other;;;;;;;c5fe2b;xx;xx;xx;xx;xx;xx;xx;TM1;RDR;XYORGF;XYORGF;2020-08-31;2026-08-29;Active;39865.82;1641.06;1.0;;38224.76;F;2020-08-15;X;0.0;12963.99;51;51;72.43333;72;Other;;Y;;22;61 - 72;1.0;X;;;;PF_F;;0.06999;12788.54622;XY10;12788.546218256655;11.956242892422756;0.0441050928783083;0.0450060349726801;0.0142051615591317;0.3429202065601898;0;0;N;;0;No-Default;N;a2b1b5396xyb1b5396b4z::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;ad1bbeff5xy1bbeff525z;SYS;8204;0;2024-07-05;2026-07-04;EUR;;2024-07-17;29125.93;N;30161.92;0.0;24732.77;0.0;0.0;0.0;0.0;0.0;;0.0;;1.0;F;;A;0.08;30/360;;;;;;0.0;EUR;0.0;Current;0.0;;0;;;0.0;;;;;;Internal;;;;;;;;;;;;BFLEA;B;;;VA;MB;N;1;;;2024-07-05;41059.0;a4f51958exyf51958e9az;VIN;CF;NON;ad9c71469xy9c71469aez;a961af22bxy61af22b37z;XY;;5.65;Fleet;;0.0;;;af3ec5b1dxy3ec5b1d80z;;Mabi Mobility pricing;;;N;N;Finance lease;N;;;;;;;;;;7476af;Elektro;Citan KA/ E 4X2 3100;CITAN;VS11 Citan EV Panel Van;Citan Kastenwagen Kompakt;420695;T;TM1;RDR;XYORGF;XYORGF;2024-07-31;2026-07-04;Active;30161.92;0.0;5.65;5.65;29817.52;F;2024-07-05;R;0.0;29125.93;4;4;133.03333;24;Other;Vans;Y;5.65;20;13 - 24;5.65;R;6.0;;;PF_F;6.0;0.0;29158.95214;XY10;29158.952143882343;16.39384615384615;0.0755089534417654;0.0781800212101373;0.0;0.5941161247371124;0;0;N;;0;No-Default;N;ad9c71469xy9c71469aez::SYS_XY1000;BFLEA;2025-05-12 12:35:38.800057;2025-05-12 12:35:38.800057;INVALID
XY;50;XY1001;2024-10-31;ada71883fxya71883fe8z;SYS;708;0;2021-10-18;2025-10-18;EUR;;2021-10-19;28163.03;N;47430.0;2161.59;22046.4;0.0;3635.0;0.0;0.0;1168.57;;0.0;;1.0;F;;R;6.11;30/360;;;;655.44;48.0;0.0;EUR;0.0;Current;0.01188;0.34692;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;24B;PC;MB;N;1;;;;45930.0;a1fe10206xyfe10206edz;VIN;RP;NON;ad2f12823xy2f1282370z;ad2f12823xy2f1282370z;XY;;;;;1.0;;;acd510f61xyd510f6170z;;;;;N;N;Operating lease;;;;Other;;;;;;;1e9762;Benzin;GLB 250;GLB;X247;GLB 250 SUV;247646;F;TM1;RDR;XYORGF;XYORGF;2021-10-31;2025-10-18;Active;45268.41;-2466.4300000000003;1.0;;47079.4;F;2021-10-18;X;0.0;28163.03;36;36;89.66666;48;Other;Entry Luxury;Y;;12;37 - 48;1.0;X;;;;PF_F;;0.04557;28216.54039;XY10;28216.54039035264;12.0;0.0414033336644567;0.0421981319051307;-0.0196906514797071;0.3656179479912119;0;0;N;;0;No-Default;N;ad2f12823xy2f1282370z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
