cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a1e2a233dxye2a233d80z;SYS;Installment;2025-07-24;745.32;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a78e43ce7xy8e43ce767z;SYS;Installment;2030-04-19;750.57;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a988091a5xy88091a5f7z;SYS;Installment;2023-12-01;343.66;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-09-30;a19c3ac92xy9c3ac920az;SYS;Installment;2028-06-04;51464.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a9e881325xye88132579z;SYS;Installment;2026-05-28;932.98;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3491b18fxy491b18f5ez;SYS;Installment;2022-03-01;1959.42;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a97e10071xy7e1007166z;SYS;Installment;2026-01-22;518.33;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;a224fe32dxy24fe32d42z;SYS;Installment;2022-08-18;100291.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a78a8b321xy8a8b321d6z;SYS;Installment;2025-12-14;1255.01;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a6a58abbdxya58abbd04z;SYS;Installment;2023-09-15;1035.34;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4e4ddf81xye4ddf8174z;SYS;Installment;2027-07-07;695.43;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5a98252fxya98252fa8z;SYS;Installment;2022-06-26;285.18;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7729796bxy729796becz;SYS;Installment;2030-01-22;3624.34;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a97168ee6xy7168ee6bdz;SYS;Installment;2024-08-20;421.75;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ab13fb4e9xy13fb4e9d7z;SYS;Installment;2023-01-15;3098.83;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a46233e49xy6233e49f7z;SYS;Interest;2021-10-01;303.39;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a0410acddxy410acdd15z;SYS;Installment;2021-12-13;880.18;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac7e6318axy7e6318a84z;SYS;Installment;2026-11-25;880.83;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-09-30;acd59a436xyd59a436f4z;SYS;Installment;2022-07-04;53042.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a18bff3b7xy8bff3b78fz;SYS;Installment;2027-07-26;382.09;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5903c5edxy903c5ed35z;SYS;Installment;2024-08-28;948.76;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a297c5912xy97c5912fcz;SYS;Installment;2024-09-01;586.15;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3b45095dxyb45095d15z;SYS;Installment;2026-09-09;0.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a51de09a3xy1de09a323z;SYS;Installment;2026-12-27;962.62;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;abe5d70b2xye5d70b279z;SYS;Installment;2029-09-20;2922.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
