cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a51c97578xy1c97578ebz;SYS;Installment;2025-08-08;691.98;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afade47d1xyade47d1b5z;SYS;Installment;2023-01-01;203.69;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;ad6ea62a0xy6ea62a089z;SYS;Installment;2027-01-02;581.04;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae585fd2bxy585fd2b7az;SYS;Redemption;2027-09-01;2178.91;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a2647c275xy647c2753fz;SYS;Installment;2026-10-18;838.8;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a82b26d8bxy2b26d8b2cz;SYS;Installment;2024-06-10;870.65;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab7d0a3a0xy7d0a3a096z;SYS;Installment;2022-09-05;744.13;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af9a58faexy9a58fae94z;SYS;Installment;2023-01-28;1250.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;abb036d3bxyb036d3b1dz;SYS;Installment;2023-05-14;1167.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae1885337xy188533780z;SYS;Installment;2026-07-29;455.87;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7c6bf34bxyc6bf34b00z;SYS;Installment;2023-06-18;742.22;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;aa7de3eecxy7de3eecfbz;SYS;Installment;2024-10-28;1516.14;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;acf55fa24xyf55fa2439z;SYS;Installment;2025-03-13;313.86;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2ef849cexyef849cec3z;SYS;Installment;2022-06-15;686.43;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a6c068a00xyc068a0064z;SYS;Installment;2022-11-19;585.29;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad0a37953xy0a379538fz;SYS;Installment;2025-02-28;1946.75;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa32c559axy32c559a98z;SYS;Installment;2025-06-23;861.83;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aad78a15bxyd78a15b09z;SYS;Installment;2027-09-07;631.38;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af480584axy480584aacz;SYS;Installment;2024-07-01;440.77;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a3f363070xyf363070dez;SYS;Installment;2024-03-31;1582.85;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab047e964xy047e964faz;SYS;Installment;2025-07-06;1234.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a6a439653xya43965392z;SYS;Installment;2024-01-30;2228.94;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a55d84461xy5d8446108z;SYS;Installment;2025-12-06;3545.5;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa13fad6bxy13fad6bc8z;SYS;Installment;2022-05-31;1779.15;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;afbada54exybada54e47z;SYS;Interest;2027-08-01;381.05;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a81013761xy10137619cz;SYS;Installment;2025-11-13;1438.87;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af3a37d7bxy3a37d7b01z;SYS;Installment;2026-06-24;382.2;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1a7ce380xya7ce38014z;SYS;Installment;2022-12-28;1150.03;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
