ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_balance_sheet_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_position_id;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;pgr_id;ifc_id;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_cal_acquisition_period;ctt_cal_financed_amount;ctt_cal_curr_rating_scoring_id;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_curr_rating_scoring_class;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_nbv;ctt_cal_technical_amortization;ctt_cal_max_cashflow_date;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_contract_status_name;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_net_pay_out_amount;ctt_cal_upfront_payments;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_delinquent_amount;ctt_cal_interest_type;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_contract_trade_date;ctt_cal_product_group_alm;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_cal_delinquency_bucket_name;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_effective_payment_frequency;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_drv_alm_flag;ctt_drv_risk_flag;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_rdr;MGT_InsertTime;MGT_UpdateTime;ctt_cal_product_group_reporting
XY;50;XY1001;XY10;2025-04-30;a172de0eaxy72de0eac9z;SYS;2287;0;2021-12-29;2026-12-29;EUR;;2021-12-29;95354.8;N;141904.0;16000.0;61160.0;12476.0;8824.66;490.0;0.0;0.0;;0.0;;;F;;;6.19;30/360;;;;;;1831.15;EUR;28.0;1201048649;;;0;;;0.0;;;;;;;;;;;;;;;;;;BAFIN;U;;;PC;MB;N;1.0;;;2021-07-05;120477.0;a5663b1f8xy663b1f8daz;VIN;RP;NON;a6c4bc712xyc4bc712a5z;a6c4bc712xyc4bc712a5z;XY;;6.0;;;665.0;PI2013;;aa79470c5xy79470c5f6z;;004S0115S0121;;;N;N;Loan retail;N;;;;;;;;;;3370;28;a27fff3xyed9z;Benzin;AMG GLC 43 4M;GLC;X253;Mercedes-AMG GLC 43 4MATIC;253964;F;2021-12-31;138380.0;S;665.0;500.0;6;97185.95;40;40;91788.4153398551;105.46667;2026-12-29;60;AMG;Active;tev & tev +;Y;500.0;20;146714.66;-8334.66;49 - 60;665.0;S;6;1831.15;F;;;2021-12-29;PF_F;0.11275;93619.56534;Current;0.04397865065383682;0.04487602183697352;-0.017917840508318766;0.30575103827049016;12.00222469410456;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 08:36:22.269992;2025-05-15 08:36:22.269992;BAFIN
XY;50;XY1001;XY10;2024-10-31;ac91916e7xy91916e7c8z;SYS;708;0;2023-06-21;2026-06-21;EUR;;2023-06-21;44234.17;N;54445.0;7490.74;31578.1;300.0;2564.93;795.0;0.0;0.0;;0.0;;1.0;F;;R;9.28;30/360;;;;764.11;36.0;0.0;EUR;0.0;174022232;0.00253;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1.0;;;;54445.0;a1c198756xyc19875645z;VIN;RP;NON;a478ec103xy78ec103ebz;a478ec103xy78ec103ebz;XY;;;;;0.0;;;ae870eb01xy870eb01a3z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a78ea8bxy88dz;Benzin;GLC 300 4M;GLC;X254;GLC 300 4MATIC;254647;F;2023-06-30;47254.26;X;0.0;;;44234.17;16;16;41041.09421811378;85.7;2026-06-21;36;Other;Active;Core Luxury;Y;;20;48260.08;-1769.9299999999998;25 - 36;0.0;X;;0.0;F;;;2023-06-21;PF_F;0.13758;41041.09422;Current;0.0835526422800217;0.08682772468662647;-0.016901709108746596;0.4531963917869919;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-09-30;a2896646exy896646e46z;SYS;3250;0;2023-09-18;2028-09-13;EUR;;2023-09-18;5962042.94;N;7300000.0;0.0;0.0;0.0;0.0;4619.0;43305.0;242138.0;;0.0;0.0;;F;;;0.0;30/360;;;;;;0.0;EUR;0.0;-693697358;0.0;0.0;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;N;1.0;;;;7300000.0;ab5c1cfaexy5c1cfae98z;VIN;RSB;NON;a106e2d7fxy06e2d7ff0z;a106e2d7fxy06e2d7ff0z;XY;ARTS_ENTERTAINMENT_AND_RECREATION;;;;403.0;PC;1.0;a3e4d9788xye4d97888az;;14294 ROTF  PC Straight  Aug'23 Campaign;;;N;N;Loan retail;N;;;Other;RE;;IND-FS;;;;2049;28;ac958a8xy392z;Benzin;E 260 L;E-Klasse;V213;E 260 lang;213180;F;2023-09-30;7300000.0;S;403.0;600.0;5;5962042.94;12;12;5930854.044647533;59.83333;2028-09-13;60;Other;Active;Core Luxury;Y;600.0;47;7096548.0;203452.0;49 - 60;403.0;S;5;0.0;F;;;2023-09-18;PF_F;0.0;5930854.04465;Current;0.09754676561969627;0.10203049261983022;0.01217793663799134;0.4364531865800464;12.04;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-14 12:09:29.195521;2025-05-14 12:09:29.195521;STFIN
XY;50;XY1001;XY10;2025-04-30;a62f2592exy2f2592e96z;SYS;2287;0;2021-12-31;2025-12-31;EUR;;2021-12-31;12660.1;N;91480.8;29000.0;0.0;7299.23;2077.76;490.0;0.0;0.0;;0.0;;;F;;;4.99;30/360;;;;;;0.0;EUR;0.0;-1687118641;;;0;;;0.0;;;;;;;;;;;;;;;;;;STFIN;N;;SAA192;PC;MB;N;1.0;;;2021-07-05;75269.0;ac23b5eebxy23b5eeb62z;VIN;RP;NON;a0a7fa6c3xya7fa6c33az;a0a7fa6c3xya7fa6c33az;XY;;1.0;;;888.0;PI2013;;aa79470c5xy79470c5f6z;;003S0115S0121;;;N;N;Loan retail;N;;;;;;;;;;3369;28;a33a4cfxy1c6z;Benzin;GLA 250 4M;GLA;H247;GLA 250 4MATIC City-SUC;247747;F;2021-12-31;69780.03;S;888.0;1000.0;1;12660.1;40;40;12669.69944863502;48.0;2025-12-31;48;Other;Active;Entry Luxury;Y;1000.0;8;71367.79;-1587.7600000000002;37 - 48;888.0;S;1;0.0;F;;;2021-12-31;PF_F;0.31701;12669.69945;Current;0.03851215695064892;0.03919927575566905;-0.01138824830068702;0.5075154381751705;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 08:36:22.269992;2025-05-15 08:36:22.269992;STFIN
XY;50;XY1001;XY10;2024-10-31;aa605eb8bxy605eb8b71z;SYS;1042;0;2023-02-14;2027-02-28;EUR;;2023-02-14;17237.92;N;22375.0;0.0;9355.02;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;V;1;;8.097;30/360;3.0;2024-08-31;2024-11-30;;;0.0;EUR;0.0;1496139315;;;0;;;;;;;;;;;;;;;;;;;;;BFLEA;N;;;PC;MB;U;1.0;;;2020-08-10;35980.83;a6b70e1cbxyb70e1cbd0z;VIN;RP;NON;a22349e9bxy2349e9b9cz;a22349e9bxy2349e9b9cz;XY;;;;;231.0;RP;1.0;a45546e0bxy5546e0b0fz;;Gebrauchtwagen privat Q1 2023;;;N;;Finance lease;;;;;;;;;;;2510;30;afe5f57xy58cz;Diesel;A 180 d;A-Klasse;W177;A 180 d Kompaktlimousine;177003;F;2023-02-28;22375.0;S;231.0;300.0;8;17237.92;21;51;17430.540000004603;83.26667;2027-02-28;48;Other;Active;Entry Luxury;Y;300.0;28;22375.0;0.0;37 - 48;231.0;S;8;0.0;V1;2024-08-31;2024-11-30;2023-02-14;PF_V_RF;0.0;17430.54;Current;0.07921406612823757;0.08216036051249188;0.0;0.34492109088481465;12.195719667177215;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 09:01:23.338997;2025-05-15 09:01:23.338997;BFLEA
XY;50;XY1001;XY10;2024-10-31;aaa7083f2xya7083f226z;SYS;708;0;2023-12-29;2026-12-29;EUR;;2024-01-05;44922.49;N;50388.38;0.0;30841.5;0.0;400.0;0.0;0.0;3331.38;;0.0;;1.0;F;;R;4.37;30/360;;;;690.0;36.0;0.0;EUR;0.0;-976116266;0.01177;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1.0;;;;53175.0;a30bc85dfxy0bc85df5fz;VIN;RP;NON;a4dd6c105xydd6c105a7z;a4dd6c105xydd6c105a7z;XY;;;;;1.0;;;a74156bb0xy4156bb0cez;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;aeb6a1bxyedfz;Benzin;CLA 250 4M;A-Klasse;C118;CLA 250 4MATIC Coupé;118347;F;2024-01-31;50388.38;X;1.0;;;44922.49;10;10;42496.49529564663;92.83333;2026-12-29;36;Other;Active;Entry Luxury;Y;;26;46767.0;2931.38;25 - 36;1.0;X;;0.0;F;;;2023-12-29;PF_F;0.0;42496.4953;Current;0.07032591099953495;0.0726375226129154;0.026665295089355265;0.4441510684268915;12.002224694104559;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2025-04-30;a31865387xy1865387e2z;SYS;2287;0;2023-03-14;2026-03-14;EUR;;2023-03-14;28436.4;N;47623.6;6137.96;22000.0;2389.0;0.0;0.0;0.0;0.0;;0.0;;;F;;;6.4;30/360;;;;;;0.0;EUR;0.0;777803456;;;0;;;0.0;;;;;;;;;;;;;;;;;;BAFIN;U;;;PC;OO;N;1.0;;;2022-12-01;49011.5;a135a3390xy35a3390edz;VIN;CF;NON;afa21fab3xya21fab300z;afa21fab3xya21fab300z;XY;;3.65;;;;;;a028dea43xy28dea4379z;;4;;;N;N;Loan retail;N;;;;;;;;;;3370;28;aa2c019xy84bz;xx;xx;xx;xx;xx;xx;xx;2023-03-31;43874.64;R;3.65;3.65;4;28436.4;26;26;28350.950135635423;66.86666;2026-03-14;36;Other;Active;;Y;3.65;10;43092.04;0.0;25 - 36;3.65;R;4;0.0;F;;;2023-03-14;PF_F;0.12888;28350.95014;Current;0.06399993657141699;0.06591104483479586;0.0;0.4803579437950081;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 08:36:22.269992;2025-05-15 08:36:22.269992;BAFIN
XY;50;XY1001;XY10;2024-10-31;aba5c9061xya5c9061e7z;SYS;708;0;2024-10-11;2028-10-11;EUR;;2024-10-15;45122.53;N;45120.0;934.58;24002.4;300.0;400.0;795.0;0.0;4106.91;;0.0;;1.0;F;;R;2.05;30/360;;;;502.18;48.0;0.0;EUR;0.0;-41414800;0.00305;0.33446;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1.0;;;;50005.0;addfb75b7xydfb75b77dz;VIN;RP;NON;aacc34c0bxycc34c0bbez;aacc34c0bxycc34c0bbez;XY;;;;;0.0;;;ab64752d9xy64752d9dcz;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a81602bxy793z;Benzin;CLA 250 4M;A-Klasse;C118;CLA 250 4MATIC Coupé;118347;F;2024-10-31;44485.42;X;0.0;;;45122.53;1;1;39481.33;102.56666;2028-10-11;48;Other;Acquisition;Entry Luxury;Y;;47;39481.33;4501.91;37 - 48;0.0;X;;0.0;F;;;2024-10-11;PF_F;0.02071;39481.33;Current;0.06347699655028236;0.06535672653564698;0.0369534358556666;0.3486686201900735;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;a54395cb3xy4395cb3b8z;SYS;708;0;2020-05-19;2026-05-19;EUR;;2020-05-26;9637.36;N;34972.0;0.0;0.0;0.0;921.17;0.0;0.0;4170.54;;0.0;;1.0;F;;R;1.99;Act/Act;;;;515.69;72.0;0.0;EUR;0.0;-1320459047;0.00657;0.381;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;12;PC;MB;U;1.0;;;;;aacb0ba12xycb0ba1279z;VIN;RP;NON;aeac72fe4xyac72fe468z;aeac72fe4xyac72fe468z;XY;;;;;1.0;;;afdf4d8b3xydf4d8b352z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a4cd2e1xyd5bz;xx;xx;xx;xx;xx;xx;xx;2020-05-31;34972.0;X;1.0;;;9637.36;53;83;9418.841670407579;72.0;2026-05-19;72;Other;Active;;Y;;19;31722.63;3249.37;61 - 72;1.0;X;;0.0;F;;;2020-05-19;PF_F;0.0;9418.84167;Current;0.04782862738013048;0.04889105455313243;0.03268585846872549;0.34339263454764496;12.012722032503586;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2025-04-30;add33a9e6xyd33a9e688z;SYS;2287;0;2023-12-11;2028-12-11;EUR;;2023-12-21;104532.0;N;108615.0;0.0;47205.0;7689.15;4697.27;490.0;0.0;0.0;;0.0;;;F;;;10.09;30/360;;;;;;0.0;EUR;0.0;-688089819;;;0;;;0.0;;;;;;;;;;;;;;;;;;OPFIN;B;;SAA192;PC;MB;N;1.0;;;2023-02-11;103370.0;aa46d44d3xy46d44d330z;VIN;RSB;NON;a7da72685xyda72685f6z;a7da72685xyda72685f6z;XY;;7.0;;;192.0;SME2021;;a3c21b28axyc21b28a41z;;004S0057S0066S0115S0122S0172V0001;;;N;N;Loan retail;N;;;;;;;;;;3374;28;a089e8exy697z;Benzin;GLC 300 4M;GLC;X254;GLC 300 4MATIC;254647;F;2023-12-31;116304.15;S;192.0;400.0;7;104532.0;17;17;104021.19853206995;106.13333;2028-12-11;60;Other;Active;Core Luxury;Y;400.0;43;120511.42;-4207.27;49 - 60;192.0;S;7;0.0;F;;;2023-12-11;PF_F;0.0;104021.19853;Current;0.08898275156937781;0.09270301817270492;-0.011918619377385004;0.33560876708135096;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 08:36:22.269992;2025-05-15 08:36:22.269992;OPFIN
