wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a24744d2bxy4744d2b20z;SYS;708;;2016-12-06;2016-08-30;;;;;EUR;-1079.87;2016-12-06;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a01f3745exy1f3745e26z;SYS;708;;2023-06-15;2023-06-15;;;;;EUR;;;18176.45;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a19c88805xy9c8880519z;SYS;709;0.0;2021-07-07;2020-06-08;;2020-07-17;38000.0;;EUR;38000.0;2020-07-17;2418.3;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a4b3073a3xyb3073a328z;SYS;3279;0.0;2024-09-13;2024-09-13;;;;;EUR;0.0;;0.15;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a53b2dd25xy3b2dd2512z;SYS;708;;2014-12-15;2014-10-14;;2014-10-17;34795.0;;EUR;34795.0;2014-10-17;654.44;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ad4382910xy438291031z;SYS;708;;2019-07-17;2019-06-12;2019-06-05;2019-07-17;24716.5;;EUR;24725.37;2019-07-17;41770.98;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a97d844b3xy7d844b326z;SYS;708;;2023-10-12;2023-09-19;;;;;EUR;;;64270.26;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9b3d7430xyb3d7430baz;SYS;1042;;2020-03-30;2020-03-30;2018-07-30;2018-09-24;14240.0;TOTAL;EUR;;;12792.4;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;ada0ee922xya0ee92277z;SYS;708;;2019-11-05;2019-11-05;;;;;EUR;;;73.33;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab52dfdb0xy52dfdb021z;SYS;708;;2024-01-02;2019-07-19;;;;;EUR;18681.98;2024-01-02;8921.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
