wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a832d089bxy32d089b82z;SYS;1042;;2024-03-13;2022-12-28;;;;TOTAL;EUR;;;22.64;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-09-30;acf9c71c5xyf9c71c50ez;SYS;3250;;2021-06-30;2021-06-30;2021-01-10;2021-06-30;1642857.142857;HOSTILE;EUR;1642857.14286;2021-06-30;1437982.15;;1437982.15;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;a17b19c6fxy7b19c6feez;SYS;708;;2021-09-21;2021-06-21;;;;;EUR;-595.0;2021-09-21;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae6f7bc6exy6f7bc6e7fz;SYS;708;;2017-04-23;2017-04-01;;;;;EUR;;;1.07;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5f0412a0xyf0412a0b8z;SYS;708;;2024-03-06;2023-12-28;;;;;EUR;;;945.55;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;afe56809axye56809a34z;SYS;708;;2008-07-02;2008-05-01;;2008-07-02;23900.0;;EUR;23900.0;2008-07-02;327.76;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;adc4c6785xyc4c67853ez;SYS;708;;2019-12-08;2019-10-07;;;;;EUR;;;2295.54;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a911a73fdxy11a73fd86z;SYS;708;;2017-06-27;2017-04-12;;;;;EUR;478.22;2017-06-27;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a82e21e96xy2e21e9652z;SYS;708;;2020-12-21;2020-09-11;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;affd5fc9axyfd5fc9a15z;SYS;708;;2023-12-17;2023-10-24;2023-10-18;2023-12-15;22459.0;;EUR;27630.62;2023-12-15;15405.02;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a76d376c6xy6d376c60az;SYS;709;0.0;2010-05-31;2010-05-31;;2010-05-21;36600.0;;EUR;0.0;;1056.74;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a33e771efxy3e771ef7ez;SYS;708;;2015-10-07;2015-09-22;;2015-09-22;40831.0;;EUR;41280.44;2015-10-07;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5516667axy516667a86z;SYS;708;;2019-07-29;2019-01-23;;;;;EUR;;;1282.21;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;affc07febxyfc07feb4ez;SYS;1042;;2020-09-10;2020-09-10;;;;TOTAL;EUR;;;23.7;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a19990f05xy9990f0504z;SYS;708;;2019-04-04;2018-03-09;2018-07-17;2019-04-04;24919.8;;EUR;24932.8;2019-04-04;52024.84;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1630293exy630293ed2z;SYS;1042;;2013-10-08;2007-05-07;;;;TOTAL;EUR;6336.25;2013-10-08;18.96;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a3231ffc8xy231ffc851z;SYS;708;;2017-04-19;2017-04-13;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3e64528fxye64528f5bz;SYS;708;;2018-12-31;2017-05-08;;;;;EUR;-781.4;2018-12-31;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a725ab5e0xy25ab5e07cz;SYS;709;0.0;2010-07-16;2010-07-16;;2010-07-21;17600.0;;EUR;17600.0;2010-07-21;75.0;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;aa837b6afxy837b6af8fz;SYS;1042;;2024-09-03;2022-09-28;;;;TOTAL;EUR;;;25.12;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;af7a7ac1dxy7a7ac1d4dz;SYS;708;;2020-05-12;2017-12-11;;;;;EUR;351.87;2020-04-20;142.02;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab309a949xy309a94979z;SYS;8204;;2018-11-23;2018-11-23;2018-07-16;2018-08-18;29250.0;;EUR;0.0;;6499.11;;6499.11;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;aa14725ccxy14725ccb7z;SYS;708;;2020-08-31;2020-04-28;;;;;EUR;91.0;2020-08-31;207.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;ac10c247fxy10c247fcaz;SYS;2287;;2012-09-19;2012-09-19;;;0.0;TOTAL;EUR;0.0;;87.49;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a83782248xy3782248e7z;SYS;708;;2017-01-09;2016-01-20;;2016-03-17;31482.8;;EUR;31482.8;2016-03-17;4190.09;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a40ec7ed7xy0ec7ed77az;SYS;708;;2019-04-29;2019-02-04;;;;;EUR;9.88;2019-04-29;7822.08;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5fd2db34xyfd2db342fz;SYS;708;;2024-07-14;2021-08-30;;;;;EUR;0.0;;621.21;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8edad059xyedad059d6z;SYS;1042;;2021-03-08;2020-03-05;2019-06-19;2019-09-05;18600.0;TOTAL;EUR;;;4237.2;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-09-30;acf9b3111xyf9b311123z;SYS;3250;;2022-03-25;2018-02-28;;;0.0;EARLY_SETTLEMENT;EUR;8257.0;2022-03-25;11974.71;;11974.71;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;aae203b8exye203b8e76z;SYS;3279;0.0;2023-11-28;2023-11-28;;;;;EUR;0.0;;0.44;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2025-04-30;ac873be78xy873be7871z;SYS;2287;;2010-09-27;2010-09-27;2010-03-11;2010-09-25;18181.82;TOTAL;EUR;23488.65;2025-03-14;22380.09;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a54c3804bxy4c3804ba3z;SYS;708;;2016-11-20;2016-09-20;;;;;EUR;;;0.02;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2a571cdcxya571cdccfz;SYS;708;;2011-02-14;2010-10-21;;;;;EUR;32156.78;2011-02-14;6457.79;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae1354803xy13548038az;SYS;708;;2024-06-04;2024-06-04;;;;;EUR;782.94;2024-10-09;0.0;;-195.74;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9d2d6d45xyd2d6d4559z;SYS;708;;2021-09-16;2020-06-05;;;;;EUR;558.31;2021-09-16;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae16c588cxy16c588c62z;SYS;708;;2017-01-19;2016-11-04;2016-11-03;2016-12-13;24380.0;;EUR;24380.0;2016-12-13;29396.72;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a030feab9xy30feab9a1z;SYS;708;;2023-06-09;2023-06-09;;;;;EUR;;;-342.05;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2c56d148xyc56d148e9z;SYS;708;;2024-01-07;2023-11-06;;;;;EUR;;;21913.99;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a88b0454exy8b0454e4bz;SYS;708;;2018-01-29;2017-09-11;;;;;EUR;;;53.13;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ade9406abxye9406abc5z;SYS;708;;2023-04-09;2023-02-07;;;;;EUR;;;5748.33;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8a05df42xya05df42f9z;SYS;708;;2016-10-10;2015-12-16;;2016-02-02;18500.0;;EUR;19055.38;2016-10-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5fd5b97fxyfd5b97f74z;SYS;708;;2011-03-22;2007-07-10;;;;;EUR;31494.21;2011-03-22;52164.9;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a05dc1c13xy5dc1c1382z;SYS;708;;2019-11-13;2019-09-16;;;;;EUR;;;-8.37;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a318c60b7xy18c60b7a2z;SYS;708;;2024-09-27;2024-09-27;2024-09-26;2024-10-30;28559.0;;EUR;28559.0;2024-10-30;22758.35;;19833.73;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;aaac94a0axyac94a0adez;SYS;2287;;2018-02-13;2018-01-18;2017-10-30;2018-01-18;37000.0;TOTAL;EUR;726.31;2018-02-13;25440.17;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a259c9f33xy59c9f3345z;SYS;708;;2017-03-08;2016-05-05;;;;;EUR;224.08;2017-03-08;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a37b52cbexy7b52cbecez;SYS;2287;;2017-03-10;2017-03-10;;;0.0;TOTAL;EUR;0.0;;54.15;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a3f53e85axyf53e85a9bz;SYS;708;;2024-07-07;2024-05-10;;;;;EUR;;;7897.56;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ad233d80exy233d80e27z;SYS;708;;2020-09-13;2020-06-17;;;;;EUR;507.95;2020-09-13;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac964a187xy964a187b9z;SYS;708;;2023-04-27;2023-01-25;;;;;EUR;6209.02;2023-04-27;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a6346366exy346366e87z;SYS;708;;2019-01-10;2018-06-15;2018-06-14;2018-11-14;11455.0;;EUR;12466.49;2019-01-10;15084.21;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a55b29397xy5b29397eaz;SYS;708;;2018-08-12;2017-06-07;2018-07-25;2018-08-10;6815.0;;EUR;6815.0;2018-08-12;21028.76;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
