wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_rv_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;2024-10-31;a3f57d418xyf57d418daz;SYS;709;0.97;2016-06-08;2016-06-08;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a1451de72xy451de72e9z;SYS;708;0.16;2017-07-13;2017-07-13;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a8eafda9axyeafda9a0dz;SYS;708;0.17;2016-07-18;2016-07-18;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;af8344ffdxy8344ffd27z;SYS;708;13870.42;2015-09-30;2014-04-01;2014-04-01;;;;EUR;53112.0;2015-09-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a1f3ace79xyf3ace795bz;SYS;708;64415.94;2011-08-31;2010-12-01;2010-12-01;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab69f7565xy69f75655fz;SYS;708;0.0;2016-08-09;2016-05-26;;2016-06-06;28570.0;;EUR;28570.0;2016-06-06;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ac8c4dc55xy8c4dc5519z;SYS;708;0.7;2021-03-22;2021-03-22;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aff7bd2e6xyf7bd2e618z;SYS;708;-214.58;2013-12-31;2013-11-01;2013-11-01;;;;EUR;6428.83;2013-12-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ae4cc444fxy4cc444f7dz;SYS;3250;738602.42;2016-03-21;2015-10-31;2015-10-05;2016-03-21;530035.0;EARLY_SETTLEMENT;EUR;530035.0;2016-03-21;;;0.0;2025-05-19 13:38:34.126295;2025-05-19 13:38:34.126295;INVALID
XY;50;2024-10-31;a2ea253dexyea253de53z;SYS;708;1985.09;2016-06-26;2016-06-24;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ae578dc1exy578dc1e27z;SYS;709;48.65;2021-09-02;2021-09-02;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;af67e9a29xy67e9a2991z;SYS;708;-3871.21;2015-06-30;2012-10-01;2012-10-01;;;;EUR;7256.46;2015-06-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;abdb12ce8xydb12ce8c7z;SYS;708;3.06;2016-07-05;2016-07-05;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9a60fc65xya60fc6566z;SYS;708;3.67;2016-05-08;2016-05-06;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a815d94c0xy15d94c0bcz;SYS;708;281014.11;2021-04-27;2009-04-16;2015-07-13;2015-10-20;141308.09;;EUR;347724.18;2020-10-27;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a6fa6f59dxyfa6f59d22z;SYS;709;0.34;2016-06-23;2016-06-23;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;abb1e1268xyb1e126807z;SYS;708;0.48;2018-10-14;2018-09-27;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9462c114xy462c114a3z;SYS;8205;6153.92;2020-02-19;2020-02-19;2019-11-20;2020-01-07;24384.13;;EUR;0.0;;;;6153.92;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;ab35d6bd2xy35d6bd26cz;SYS;3250;1543728.93;2020-11-30;2020-11-30;2020-03-24;2020-11-27;1275000.0;HOSTILE;EUR;0.0;;;;0.0;2025-05-19 13:38:34.126295;2025-05-19 13:38:34.126295;INVALID
XY;50;2024-10-31;a910698f3xy10698f360z;SYS;708;177.87;2019-12-29;2019-11-19;;;;;EUR;300.0;2019-12-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a3180467axy180467af2z;SYS;708;8332.19;2019-08-23;2019-06-05;2019-06-03;2019-08-23;21620.0;;EUR;25033.31;2019-08-23;;;-34.3;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aebc02478xybc02478b8z;SYS;708;25.0;2015-09-22;2015-08-31;;2015-09-21;25465.25;;EUR;25465.25;2015-09-21;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a0bae4cdexybae4cdecez;SYS;708;-3137.05;2013-07-31;2012-09-14;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa15e1c94xy15e1c9401z;SYS;708;0.0;2021-05-06;2021-03-08;2021-03-05;2021-04-01;6577.54;;EUR;2747.3;2021-05-06;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a4fd0d85exyfd0d85e0az;SYS;708;23002.48;2020-03-25;2020-01-15;2020-01-15;2020-03-13;7730.0;;EUR;7730.0;2020-03-13;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2025-04-30;a79858708xy9858708c6z;SYS;2287;68.4;2014-03-31;2014-03-31;;;0.0;TOTAL;EUR;0.0;;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;a7bb26d19xybb26d194bz;SYS;8205;0.0;2021-04-20;2021-04-20;;2017-03-28;42958.43;;EUR;0.0;;;;0.0;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;acc432826xyc432826eez;SYS;708;6415.15;2012-10-31;2012-10-01;2012-08-01;2012-10-26;5610.0;;EUR;5610.0;2012-10-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a296ae860xy96ae860f4z;SYS;708;78739.98;2017-06-12;2016-11-10;2016-11-07;2017-06-12;19796.0;;EUR;19796.0;2017-06-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;abf223694xyf223694d7z;SYS;708;0.0;2016-05-10;2016-04-26;2016-04-26;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad7178ad8xy7178ad85fz;SYS;8205;16110.35;2018-04-11;2018-04-11;;2017-10-31;45397.59;;EUR;0.0;;;;16110.35;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;ad0e525bcxy0e525bcd3z;SYS;708;3926.53;2010-01-26;2009-12-02;;2010-01-26;19281.5;;EUR;19281.5;2010-01-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aba623cdfxya623cdfcbz;SYS;708;0.34;2020-01-21;2019-12-09;;;;;EUR;2427.34;2019-12-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a0c2a2773xyc2a2773a9z;SYS;708;10641.72;2018-04-05;2018-01-03;2018-01-03;2018-03-27;4156.46;;EUR;4493.85;2018-04-05;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad28726a8xy28726a857z;SYS;708;0.0;2019-10-31;2018-10-26;;;;;EUR;380.34;2019-10-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ae4fba01axy4fba01a5bz;SYS;708;4390.65;2008-11-30;2008-09-05;2008-09-05;2008-11-26;9253.04;;EUR;9253.04;2008-11-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a3d5798faxyd5798fa93z;SYS;709;2.29;2016-10-17;2016-10-17;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a146e8d4exy46e8d4e13z;SYS;708;368.84;2021-06-02;2021-06-02;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;adea50fccxyea50fcc15z;SYS;708;11.41;2016-05-09;2016-05-09;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9018c187xy018c1874dz;SYS;708;2526.77;2014-10-31;2012-06-20;;;;;EUR;10000.0;2014-10-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa59a403bxy59a403b42z;SYS;1042;18.0;2020-03-05;2020-03-05;;;;TOTAL;EUR;;;;;0.0;2025-05-15 07:27:58.931103;2025-05-15 07:27:58.931103;INVALID
XY;50;2024-10-31;a34f57d66xy4f57d6641z;SYS;709;0.03;2016-07-01;2016-07-01;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2025-04-30;a5eebc932xyeebc9327cz;SYS;2287;30102.75;2012-06-26;2012-06-26;2012-05-24;2012-06-21;62500.0;TOTAL;EUR;0.0;;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;aa81e981bxy81e981b37z;SYS;709;69.5;2016-05-04;2016-05-04;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a5b2370c4xyb2370c428z;SYS;708;-206.19;2017-07-04;2015-01-01;2015-01-01;;;;EUR;2486.52;2015-12-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a36851913xy685191336z;SYS;708;916.94;2016-12-13;2016-07-29;;2016-09-19;27673.0;;EUR;32566.05;2016-12-13;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a1c6c319axyc6c319aebz;SYS;8205;0.0;2019-03-13;2019-03-13;;;;;EUR;0.0;;;;0.0;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;ad90ce7aexy90ce7ae25z;SYS;708;36.72;2024-09-22;2021-01-29;;;;;EUR;1754.89;2024-09-22;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a4a11e935xya11e935cdz;SYS;708;5365.1;2015-08-31;2015-02-01;2015-02-01;;;;EUR;6760.19;2015-08-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a04e40758xy4e40758a5z;SYS;708;5780.0;2007-09-30;2007-05-22;2007-05-22;2007-09-10;32693.31;;EUR;32693.31;2007-09-10;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a62699dc9xy2699dc990z;SYS;708;9733.93;2010-06-30;2010-01-12;2010-01-12;2010-06-18;14479.0;;EUR;14479.0;2010-06-18;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;abe7a99f7xye7a99f730z;SYS;708;48468.09;2008-02-29;2007-11-05;2007-11-05;2008-02-05;72623.0;;EUR;72623.0;2008-02-05;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a70eb2d74xy0eb2d7429z;SYS;708;30605.76;2024-09-10;2019-11-21;2019-11-21;2020-02-06;34416.3;;EUR;34416.3;2020-02-06;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a6f4fed6fxyf4fed6f5dz;SYS;708;0.0;2017-03-09;2017-02-08;;;;;EUR;246.84;2017-03-09;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a8460b937xy460b937bez;SYS;708;9333.31;2021-08-24;2020-11-17;2021-06-12;2021-08-24;7048.0;;EUR;7048.0;2021-08-24;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9c7dcfadxyc7dcfadffz;SYS;708;21913.82;2011-01-31;2010-11-19;2010-11-19;2011-01-26;58350.0;;EUR;58350.0;2011-01-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2c6a241cxyc6a241c64z;SYS;708;0.0;2016-07-28;2016-07-11;;;;;EUR;0.0;2016-07-28;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a5de19036xyde1903690z;SYS;708;13999.74;2016-01-31;2015-09-12;2015-09-12;2015-12-02;81255.0;;EUR;91255.0;2016-01-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a25962fddxy5962fdd61z;SYS;708;-658.85;2014-03-31;2014-03-08;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9e41a31exye41a31ec4z;SYS;708;0.0;2017-01-08;2016-07-14;;;;;EUR;507.84;2017-01-08;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2d98a9faxyd98a9faefz;SYS;708;0.0;2020-07-07;2020-05-15;;;;;EUR;2919.43;2020-07-07;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;adcf39f86xycf39f86f9z;SYS;708;12.59;2016-05-09;2016-05-09;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2f604f2exyf604f2ee1z;SYS;708;0.77;2018-02-18;2018-02-16;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a730bb735xy30bb735c7z;SYS;708;0.0;2024-05-31;2020-03-02;;;;;EUR;914.62;2024-05-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2d514a68xyd514a68c5z;SYS;708;0.06;2016-10-03;2016-10-03;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
