MGT_InsertTime;MGT_UpdateTime;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_alm_flag;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_drv_risk_flag;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag;ifc_id;pgr_id
2025-05-15 09:01:23.338997;2025-05-15 09:01:23.338997;;2022-05-18;;;;0.0;XY;2022-05-02;CV;XY10;2474.54;1042;XY;NON;CF;;MB;;;no campaign;a39f20f96xy9f20f961bz;6.875;;150.0;;EUR;;a61d70b4dxy1d70b4d8ez;a61d70b4dxy1d70b4d8ez;;30/360;ae9e0f416xy9e0f416a3z;;0.0;EUR;0.0;50;0.0;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2027-05-31;;;0.0;BAFIN;V;3.0;XY1001;N;;0.0;Loan retail;;;;;;;;;;;2024-08-31;;236626.0;;;;79268.37;N;2024-11-30;;;;;;1.0;;;;;689833686;;G1AAAT;1.0;3.97;CRC;;1.0;2024-10-31;;N;N;142800.0;739.0;0.0;SYS;2022-05-18;0;0.0;;;;0;1.0;1.0;a33ae831dxy3ae831d46z;VIN;;28;2512
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2024-02-08;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a6525fc48xy525fc483cz;6.89;;1052.03;;EUR;;a92747c93xy2747c9322z;a92747c93xy2747c9322z;;Act/Act;a86afaf69xy6afaf693fz;;0.0;EUR;0.0;50;;10000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2030-02-14;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1452.3;72.0;;;;;;;0.39;;N;;;72818.45;U;;;;;R;0.00131;1.0;;;;;-131731334;;;;;;;;2024-10-31;;N;N;95203.97;0.0;0.0;SYS;2024-01-30;0;0.0;;;;0;1.0;;afff5a3e6xyff5a3e633z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2024-10-07;;;;300.0;XY;;PC;XY10;73681.4;708;XY;NON;RP;;MB;Other;;;ab4f53fffxy4f53fff6dz;7.66;;2388.79;;EUR;;a16f8b64exy6f8b64e69z;a16f8b64exy6f8b64e69z;;30/360;afe97df80xye97df80f8z;;0.0;EUR;0.0;50;;5803.57;N;XYORGF;XYORGF;RDR;TM1;N;;2027-10-05;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;2276.24;36.0;;;;;;;0.29561;141695.0;N;;;135553.74;N;;;;;R;0.00305;1.0;;;;;-374598140;;;;;;;;2024-10-31;;N;B;136780.0;0.0;0.0;SYS;2024-10-05;0;0.0;;;;0;1.0;;afbb9ed43xybb9ed4349z;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2022-03-09;;;;895.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;aba9d54c8xya9d54c80dz;6.49;;1526.56;;EUR;;abcbe0b7bxycbe0b7bcbz;abcbe0b7bxycbe0b7bcbz;;Act/Act;aebabfeb1xybabfeb1bbz;;0.0;EUR;0.0;50;;10000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-03-20;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;646.82;72.0;;;;;;;0.414;;N;;;23017.33;U;;;;;R;0.01556;1.0;;;;;1023838115;;;;;;;;2024-10-31;;N;N;47490.54;2.0;0.0;SYS;2022-03-05;0;0.0;;;;0;1.0;;aa90d5d29xy90d5d29cfz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2024-09-16;;;;300.0;XY;;PC;XY10;64608.55;708;XY;NON;RP;;MB;Other;;;a5c728a86xyc728a86e2z;1.81;;1856.46;;EUR;;a25f575cfxy5f575cfa2z;a25f575cfxy5f575cfa2z;;30/360;ab6cb8164xy6cb8164a3z;;0.0;EUR;0.0;50;;12028.44;N;XYORGF;XYORGF;RDR;TM1;N;;2027-09-14;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;1050.26;36.0;;;;;;;0.29561;137465.0;N;;;107316.85;N;;;;;R;0.01413;1.0;;;;;-509271655;;;;;;;;2024-10-31;;N;B;108960.0;1.0;0.0;SYS;2024-09-14;0;12803.84;;;;0;1.0;;a12acf2d6xy2acf2d6f5z;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2022-10-10;;;;1600.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;aef3beb1cxyf3beb1c3ez;8.39;;2828.4;;EUR;;a9de1d798xyde1d79898z;a9de1d798xyde1d79898z;;Act/Act;a76df78f3xy6df78f3f9z;;0.0;EUR;0.0;50;;1500.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-10-21;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;879.96;72.0;;;;;;;0.414;;N;;;35870.2;U;;;;;R;0.00661;1.0;;;;;89746625;;;;;;;;2024-10-31;;N;N;49374.71;1.0;0.0;SYS;2022-10-06;0;0.0;;;;0;1.0;;a8b47643bxyb47643bf6z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2020-02-10;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;ad0949a7cxy0949a7c16z;2.99;;815.91;;EUR;;a5ac1f009xyac1f0098ez;a5ac1f009xyac1f0098ez;;Act/Act;a4128d136xy128d136fdz;;0.0;EUR;0.0;50;;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2025-08-13;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1179.14;66.0;;;;;;;0.381;;N;;;11633.6;U;;;;;R;0.00119;1.0;;;;;-1749713661;;;;;;;;2024-10-31;;N;N;71591.13;0.0;0.0;SYS;2020-01-29;0;1290.43;;;;0;1.0;;a6574743axy574743a25z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;L7F;2021-12-22;;;;300.0;XY;;PC;XY10;22176.6;708;XY;NON;RP;;MB;Other;;;ae2eeb4b6xy2eeb4b609z;5.11;;2084.9;;EUR;;a01ca5690xy1ca56900fz;a01ca5690xy1ca56900fz;;30/360;a83e86da1xy3e86da128z;;0.0;EUR;0.0;50;;2786.39;N;XYORGF;XYORGF;RDR;TM1;N;;2025-12-10;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;658.61;48.0;;;;;;;0.34692;48210.0;N;;;29535.48;N;;;;;R;0.01188;1.0;;;;;2022469704;;;;;;;;2024-10-31;;N;B;48435.0;1.0;0.0;SYS;2021-12-10;0;771.1;;;;0;1.0;;aee7a930cxye7a930cd1z;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;L7F;2022-04-18;;;;0.0;XY;;PC;XY10;42972.2;708;XY;NON;RP;;MB;Other;;;a1651310axy651310a25z;4.58;;300.0;;EUR;;aa964948exy964948e58z;aa964948exy964948e58z;;30/360;a2e7854c0xye7854c091z;;0.0;EUR;0.0;50;;8376.08;N;XYORGF;XYORGF;RDR;TM1;N;;2025-04-16;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;675.88;36.0;;;;;;;0.30308;73120.0;N;;;46890.58;N;;;;;R;0.0026;1.0;;;;;-841783562;;;;;;;;2024-10-31;;N;B;68620.0;0.0;0.0;SYS;2022-04-16;0;0.0;;;;0;1.0;;af073070bxy073070bcfz;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;12;2020-08-24;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a8f03e353xyf03e353cbz;3.99;;1014.21;;EUR;;a99fdc919xy9fdc91923z;a99fdc919xy9fdc91923z;;Act/Act;acc4d696axyc4d696a39z;;0.0;EUR;0.0;50;;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2026-02-01;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;520.75;66.0;;;;;;;0.381;;N;;;8128.19;U;;;;;R;0.00657;1.0;;;;;5329075;;;;;;;;2024-10-31;;N;N;30813.63;1.0;0.0;SYS;2020-08-01;0;692.3;;;;0;1.0;;a7b552d14xyb552d149az;VIN;;28;2511
