wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;aa4d2960exy4d2960e16z;SYS;708;;2020-02-29;2019-08-19;;;;;EUR;;;404.55;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af02b84f1xy02b84f1d1z;SYS;708;;2023-07-11;2022-12-30;;;;;EUR;;;404.63;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af7d63673xy7d636730az;SYS;708;;2024-09-11;2024-04-18;2024-05-20;2024-09-11;36233.0;;EUR;1880.59;2024-09-11;-814.76;;-15434.5;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a6d6989f7xyd6989f7f5z;SYS;708;;2016-02-11;2015-11-16;;2015-12-15;25566.8;;EUR;25720.78;2016-02-11;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a29957ba1xy9957ba125z;SYS;708;;2016-02-23;2015-01-12;;2015-03-03;8295.0;;EUR;8446.59;2016-02-23;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a81565bc6xy1565bc65ez;SYS;708;;2020-05-21;2020-02-21;2020-02-20;2020-05-18;22989.4;;EUR;28164.5;2020-05-18;18014.33;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a421f4a06xy21f4a06cez;SYS;8204;;2022-06-07;2022-06-07;;2016-03-01;4624.0;;EUR;0.0;;0.0;;0.0;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a86c27dfbxy6c27dfb41z;SYS;708;;2019-12-30;2019-07-12;;;;;EUR;;;120.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a1bef97e7xybef97e762z;SYS;2287;;2022-07-19;2022-07-19;;;0.0;TOTAL;EUR;0.0;;119.53;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a3ea88d8cxyea88d8c7bz;SYS;708;;2018-07-31;2017-12-07;;;;;EUR;228.74;2018-07-31;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a0eb8cbf0xyeb8cbf092z;SYS;708;;2018-08-06;2017-12-18;;;;;EUR;;;115.4;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a784e92dcxy84e92dc21z;SYS;708;;2024-09-30;2024-09-20;2024-09-19;;;;EUR;;;2849.35;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a1b29b845xyb29b845a2z;SYS;2287;;2020-09-02;2020-09-02;;;0.0;TOTAL;EUR;0.0;;1.86;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a4798ede9xy798ede9c1z;SYS;708;;2009-06-30;2009-06-15;2009-03-17;2009-06-15;23353.0;;EUR;23353.0;2009-06-15;17823.6;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a173f868bxy73f868b4az;SYS;708;;2016-11-07;2016-01-05;;2016-02-08;43500.0;;EUR;43822.32;2016-11-07;160.93;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a83d3fb97xy3d3fb972cz;SYS;708;;2016-12-12;2016-10-03;;;;;EUR;705.51;2016-12-12;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a502456ecxy02456ecb0z;SYS;708;;2019-06-27;2019-02-07;;;;;EUR;858.47;2019-06-27;63.26;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;adc8f80d8xyc8f80d841z;SYS;708;;2020-09-27;2020-07-27;;;;;EUR;;;2694.2;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a85236a36xy5236a36a4z;SYS;708;;2008-10-31;2008-03-17;;2008-06-09;12154.54;;EUR;13296.58;2008-10-31;370.94;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3fbbab0exyfbbab0ee1z;SYS;709;0.0;2017-01-31;2017-01-31;;;;;EUR;0.0;;-112.83;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;ab22beee6xy22beee631z;SYS;709;0.0;2015-04-20;2015-04-20;;;;;EUR;0.0;;-358.08;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a081bd360xy81bd360c8z;SYS;708;;2022-11-10;2022-10-04;;;;;EUR;;;109.22;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a54272808xy4272808fcz;SYS;708;;2019-11-25;2019-06-25;;;;;EUR;;;120.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a49cef90cxy9cef90c21z;SYS;3279;0.0;2015-03-12;2015-03-10;;2015-05-07;25500.0;;EUR;26122.33;2015-05-07;0.0;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a0156c4f8xy156c4f889z;SYS;708;;2020-03-11;2020-01-17;;;;;EUR;;;20425.93;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a07515f22xy7515f22f5z;SYS;3279;0.0;2024-10-24;2024-10-24;;;;;EUR;0.0;;0.11;;0.11;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a476ebb6axy76ebb6a09z;SYS;708;;2024-06-20;2024-05-28;;;;;EUR;;;160141.4;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a13fd84a9xy3fd84a908z;SYS;8204;;2017-06-30;2017-06-30;;2014-04-29;25399.48;;EUR;0.0;;-3979.95;;-3979.95;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a1b468f0fxyb468f0faez;SYS;708;;2006-02-28;2006-02-17;2006-01-05;2006-02-17;68426.06;;EUR;68426.06;2006-02-17;17986.89;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af964c84cxy964c84cf6z;SYS;709;0.0;2009-12-31;2009-12-31;;;;;EUR;0.0;;-139.09;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;aad7167c9xyd7167c9fez;SYS;708;;2024-05-16;2024-04-08;2024-04-06;;;;EUR;0.0;2024-05-16;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3231686bxy231686b2az;SYS;708;;2017-08-30;2017-06-19;;;;;EUR;533.08;2017-08-30;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a897a6f85xy97a6f85f4z;SYS;708;;2023-05-29;2023-04-21;;;;;EUR;;;1409.66;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7e04b637xye04b6377bz;SYS;708;;2023-06-27;2021-10-29;;;;;EUR;;;629.67;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;adda07e83xyda07e83f2z;SYS;3279;0.0;2023-09-25;2023-09-25;;;;;EUR;0.0;;0.52;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a856cae6axy56cae6aa4z;SYS;708;;2018-09-10;2017-09-21;;;;;EUR;90.55;2018-09-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a0349933fxy349933f84z;SYS;708;;2019-03-28;2017-07-20;2018-10-29;2019-03-28;4700.0;;EUR;8359.56;2019-03-28;-1174.62;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a6296514bxy296514bbez;SYS;708;;2018-12-17;2018-05-08;;;;;EUR;140.12;2018-12-17;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a85c8ee85xy5c8ee852cz;SYS;708;;2022-07-27;2021-11-30;;;;;EUR;;;293.96;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a15e9bda6xy5e9bda610z;SYS;708;;2019-06-27;2019-04-09;;;;;EUR;180.53;2019-06-27;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7181b639xy181b639dez;SYS;708;;2023-08-20;2023-03-08;;;;;EUR;;;171.87;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a0c549fb7xyc549fb70bz;SYS;708;;2015-09-14;2009-07-27;;2009-10-02;23450.0;;EUR;28064.02;2015-09-14;2754.79;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af037999fxy037999fe9z;SYS;708;;2017-01-09;2015-12-29;;2016-01-12;32905.0;;EUR;34100.82;2017-01-09;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a466dab16xy66dab16fdz;SYS;708;;2023-12-18;2023-05-19;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a0a441b78xya441b78fdz;SYS;708;;2024-09-17;2024-08-08;;;;;EUR;;;1227.18;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aa2c5f5fcxy2c5f5fca0z;SYS;708;;2013-12-31;2011-11-01;2011-11-01;;;;EUR;8989.01;2013-12-31;20665.48;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af63fb8e9xy63fb8e97dz;SYS;708;;2021-11-18;2021-09-03;;;;;EUR;349.71;2021-11-18;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a19e30c52xy9e30c5210z;SYS;709;0.0;2013-12-05;2013-11-21;;2014-03-20;37750.0;;EUR;39946.37;2014-03-20;-2.27373675443232e-13;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a3b185925xyb18592570z;SYS;708;;2020-09-21;2020-09-03;;;;;EUR;8627.41;2020-09-21;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a792b8d14xy92b8d145fz;SYS;708;;2019-12-11;2019-01-14;;;;;EUR;356.25;2019-12-11;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5f907952xyf907952d4z;SYS;708;;2019-10-31;2019-07-26;;;;;EUR;1695.0;2019-10-31;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
