cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;aa81562a3xy81562a386z;SYS;Installment;2025-01-01;870.19;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a988091a5xy88091a5f7z;SYS;Interest;2025-06-01;85.87;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a84d637d5xy4d637d5eaz;SYS;Installment;2022-09-13;667.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a6e6b2cacxye6b2cac8cz;SYS;Installment;2024-12-05;1000.49;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a2f089b54xyf089b54e1z;SYS;Installment;2029-05-01;998.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afba9e000xyba9e000c5z;SYS;Installment;2024-08-18;558.8;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5a98252fxya98252fa8z;SYS;Installment;2023-10-26;285.18;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;a8756814cxy756814cf0z;SYS;Installment;2027-01-04;125684.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a1e97f700xye97f700adz;SYS;Installment;2026-04-15;799.47;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a25bc7315xy5bc731508z;SYS;Installment;2022-09-05;1322.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a31664fefxy1664fefb9z;SYS;Installment;2022-01-18;888.6;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a15e18019xy5e18019c4z;SYS;Installment;2023-04-01;523.26;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a079b2a4exy79b2a4eb8z;SYS;Installment;2024-12-03;1917.24;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
