MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag
2025-05-15 07:35:41.759406;2025-05-15 07:35:41.759406;INVALID;;2023-11-17;;;;1243.2;XY;2023-09-01;PC;XY10;17000.0;2287;XY;NON;CF;;OO;;;5;aeeeb4f4bxyeeb4f4bb5z;6.95;;0.0;;EUR;N;aa02fff7bxy02fff7bb8z;a7c0296baxyc0296bab3z;;30/360;a028dea43xy28dea4379z;;0.0;EUR;0.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2025-11-15;;;0.0;FILEA;F;;XY1001;N;;0.0;Finance lease;;;;;;;;;;;;;30948.2;N;;;19851.2;N;;;0.0;;;;;;;;;a7c0296baxyc0296bab3z::SYS_XY1000;;;;2.82;;;;2025-04-30;;N;U;26796.0;;0.0;SYS;2023-11-15;0;0.0;;;;0;1;;a6019e86axy019e86a88z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;24B;2023-04-26;;;;0.0;XY;;PC;XY10;29316.25;708;XY;NON;RP;;MB;Other;;;a9ae3f084xyae3f0848bz;4.8;;500.0;;EUR;;a8560327cxy560327c0bz;a8560327cxy560327c0bz;;30/360;a74156bb0xy4156bb0cez;;0.0;EUR;0.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2027-04-22;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;760.17;48.0;;;;;;;0.33446;60975.0;N;;;46737.98;N;;;;;R;0.00152;1.0;;;;;a8560327cxy560327c0bz::SYS_XY1000;;;;;;;;2024-10-31;;N;B;57472.58;0.0;9000.0;SYS;2023-04-22;0;0.0;;;;0;1;;a3fda0f04xyfda0f0420z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;L7F;2020-11-25;;;;300.0;XY;;PC;XY10;27859.2;708;XY;NON;RP;;MB;Other;;;ad14f2f0dxy14f2f0df4z;4.47;;900.02;;EUR;;af8de8ebbxy8de8ebb48z;af8de8ebbxy8de8ebb48z;;30/360;a76df78f3xy6df78f3f9z;;0.0;EUR;0.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2024-11-24;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;778.84;48.0;;;;;;;0.3256;56400.0;N;;;28321.76;N;;;;;R;0.00359;1.0;;;;;af8de8ebbxy8de8ebb48z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;56517.63;0.0;0.0;SYS;2020-11-24;0;0.0;;;;0;1;;a71c82276xy1c822762dz;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2024-08-30;;;;300.0;XY;;PC;XY10;94995.9;708;XY;NON;RP;;MB;Other;;;a63943b47xy3943b47bbz;0.48;;400.0;;EUR;;aa6e3e362xy6e3e362afz;aa6e3e362xy6e3e362afz;;30/360;ac172315axy172315a7fz;;0.0;EUR;0.0;50;;7284.74;XYORGF;XYORGF;RDR;TM1;;2026-08-27;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;813.91;24.0;;;;;;;0.29561;161010.0;N;;;117794.54;N;;;;;R;0.00848;1.0;;;;;aa6e3e362xy6e3e362afz::SYS_XY1000;;;;;;;;2024-10-31;;N;B;119718.8;1.0;10000.0;SYS;2024-08-27;0;9993.74;;;;0;1;;a50d3605cxy0d3605c50z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2023-04-19;;;;895.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;acd9d1e35xyd9d1e3550z;8.99;;1188.19;;EUR;;a36401da2xy6401da267z;a36401da2xy6401da267z;;Act/Act;a5bb12c2fxybb12c2f77z;;0.0;EUR;0.0;50;;5000.0;XYORGF;XYORGF;RDR;TM1;;2029-04-28;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;596.62;72.0;;;;;;;0.39;;N;;;26431.16;U;;;;;R;0.01465;1.0;;;;;a36401da2xy6401da267z::SYS_XY1000;;;;;;;;2024-10-31;;N;N;37105.46;2.0;0.0;SYS;2023-04-15;0;0.0;;;;0;1;;abf880c55xyf880c555ez;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;L7F;2023-07-20;;;;300.0;XY;;PC;XY10;46807.6;708;XY;NON;RP;;MB;Other;;;ad07a35e9xy07a35e90bz;6.39;;400.0;;EUR;;a4fa6c51fxyfa6c51f09z;a4fa6c51fxyfa6c51f09z;;30/360;aacbd6263xycbd626379z;;0.0;EUR;0.0;50;;13902.38;XYORGF;XYORGF;RDR;TM1;;2026-07-17;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;575.03;36.0;;;;;;;0.29561;83585.0;N;;;60412.35;N;;;;;R;0.00253;1.0;;;;;a4fa6c51fxyfa6c51f09z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;70360.1;0.0;0.0;SYS;2023-07-17;0;0.0;;;;0;1;;a651135dexy51135de20z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2020-03-09;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;af100fb41xy100fb4194z;3.99;;392.99;;EUR;;af3b74963xy3b7496308z;af3b74963xy3b7496308z;2020-04-08;Act/Act;a7882f939xy882f93950z;;0.0;EUR;0.0;50;;7000.0;XYORGF;XYORGF;RDR;TM1;;2026-06-22;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;459.01;75.0;;;;;;;0.381;;N;;;9190.27;U;;;;;R;0.01592;1.0;;;;;af3b74963xy3b7496308z::SYS_XY1000;;;;;;;;2024-10-31;;Y;N;36299.4;2.0;0.0;SYS;2020-03-08;0;815.56;;;;0;1;;a1cdd0401xycdd0401cfz;VIN;
2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID;;2024-01-11;;;;0.0;XY;;PC;XY10;37688.0;709;XY;NON;RP;910.0;MB;Other;;E51;a3959af2fxy959af2fc4z;0.03;;676.86;N;EUR;N;a94152ac2xy4152ac201z;a94152ac2xy4152ac201z;;30/360;aa6f85b22xy6f85b2212z;;0.0;EUR;0.0;50;0.0;5000.0;XYORGF;XYORGF;RDR;TM1;;2026-12-30;;;0.0;OPLEA;F;0.0;XY1001;N;;0.0;Operating lease;;;;0.0;0.0;;;;;;2023-12-30;0.21;67300.0;N;0.0;;59368.25;N;2026-12-30;;0.0;;A;0.00368;1.0;;;;;a94152ac2xy4152ac201z::SYS_XY1000;3105.0;ACE;;0.0;;;;2024-10-31;;N;B;72685.72;325.0;0.0;SYS;2023-12-30;0;5617.3;0.0;;;0;1;1.0;add6042a2xyd6042a284z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;L7F;2023-03-20;;;;300.0;XY;;PC;XY10;69833.8;708;XY;NON;RP;;MB;Other;;;a8f9c2ed8xyf9c2ed893z;3.45;;400.0;;EUR;;ae06d37f6xy06d37f684z;ae06d37f6xy06d37f684z;;30/360;a225d29dexy25d29deccz;;0.0;EUR;0.0;50;;3729.39;XYORGF;XYORGF;RDR;TM1;;2026-05-28;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;1316.48;39.0;;;;;;;0.29561;;N;;;91284.17;U;;;;;R;0.01727;1.0;;;;;ae06d37f6xy06d37f684z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;113721.0;1.0;0.0;SYS;2023-02-28;0;8256.3;;;;0;1;;a21611c91xy1611c91fdz;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2024-08-16;;;;300.0;XY;;PC;XY10;83058.95;708;XY;NON;RP;;MB;Other;;;a0471a61dxy471a61da2z;9.26;;6635.35;;EUR;;a8d64d0c7xyd64d0c782z;a8d64d0c7xyd64d0c782z;;30/360;a64d37840xy4d378406fz;;0.0;EUR;0.0;50;;326.51;XYORGF;XYORGF;RDR;TM1;;2027-08-15;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;2923.98;36.0;;;;;;;0.29561;158415.0;N;;;149769.23;N;;;;;R;0.00305;1.0;;;;;a8d64d0c7xyd64d0c782z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;154519.0;0.0;0.0;SYS;2024-08-15;0;0.0;;;;0;1;;ae9f1b5a6xy9f1b5a60fz;VIN;
