wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_rv_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;2024-10-31;ab1d3ab7dxy1d3ab7d52z;SYS;708;16341.89;2018-02-21;2017-12-12;2017-12-07;2018-02-21;20114.25;;EUR;20114.25;2018-02-21;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a4f0a2a58xyf0a2a5896z;SYS;708;-545.74;2015-10-31;2015-04-01;2015-04-01;;;;EUR;15300.0;2015-10-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab3d7857cxy3d7857c3ez;SYS;709;956.42;2004-12-31;2004-12-31;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a517eb638xy17eb638afz;SYS;708;10.0;2016-11-27;2016-11-25;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab4eabebbxy4eabebb40z;SYS;708;17031.71;2021-07-29;2009-09-01;2009-07-01;2009-09-22;13689.87;;EUR;13689.87;2009-09-22;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a1f7645d7xyf7645d77fz;SYS;3250;182500.0;2022-03-10;2020-03-31;;;0.0;EARLY_SETTLEMENT;EUR;425000.0;2022-03-10;;;0.0;2025-05-19 13:38:34.126295;2025-05-19 13:38:34.126295;INVALID
XY;50;2024-10-31;ae9cfb424xy9cfb424e7z;SYS;709;93913.57;2018-05-22;2017-08-16;2017-08-16;2017-09-21;28750.0;;EUR;27797.57;2017-09-21;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a725a0950xy25a09506dz;SYS;708;2930.19;2014-09-30;2014-09-01;2014-06-01;2014-09-11;14150.75;;EUR;14150.75;2014-09-11;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;af3022467xy3022467cdz;SYS;708;27286.74;2016-12-29;2016-03-23;2016-06-29;2016-07-20;832686.0;;EUR;98900.0;2016-07-20;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a71ab9141xy1ab914120z;SYS;708;0.0;2017-02-23;2016-07-14;;2016-12-02;19563.0;;EUR;28988.63;2017-02-23;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a4d81f479xyd81f479c2z;SYS;8205;0.0;2022-12-27;2019-05-15;;;;;EUR;2610.42;2022-12-27;;;0.0;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;a65fbcb20xy5fbcb20b2z;SYS;708;29209.69;2011-02-28;2010-07-30;2010-07-30;2010-09-22;53222.25;;EUR;53522.25;2011-02-28;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a42f165aaxy2f165aa97z;SYS;709;27116.71;2015-09-30;2015-09-30;2015-09-04;2015-09-04;89250.0;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a63d8d2d3xy3d8d2d345z;SYS;708;0.0;2016-07-21;2016-03-31;2016-03-31;2016-05-27;30316.5;;EUR;752.01;2016-07-21;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a941db620xy41db620c8z;SYS;708;124.24;2020-07-26;2019-02-05;;;;;EUR;230.72;2020-07-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a88edfa61xy8edfa6176z;SYS;708;-36.6;2018-06-20;2016-07-07;2016-09-19;;;;EUR;6165.44;2017-10-18;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a6f12fc52xyf12fc5280z;SYS;708;42755.12;2011-01-31;2010-09-27;2010-08-26;2011-01-19;27050.0;;EUR;27050.0;2011-01-19;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a6dc76dfdxydc76dfdc5z;SYS;708;0.0;2017-04-20;2016-06-27;;2016-12-21;29587.8;;EUR;29587.8;2017-04-20;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2025-04-30;a75799949xy579994957z;SYS;2287;50.0;2012-06-18;2012-06-18;;;0.0;TOTAL;EUR;0.0;;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;ac745d9bexy745d9bea2z;SYS;708;4487.12;2014-05-31;2014-05-01;2014-03-01;2014-05-29;18215.0;;EUR;18215.0;2014-05-29;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a099b928axy99b928ac7z;SYS;8205;-926.66;2018-05-24;2018-05-24;;2015-12-31;16459.86;;EUR;0.0;;;;-926.66;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;ab9cd30b2xy9cd30b2e7z;SYS;708;856.07;2016-05-26;2016-05-16;2016-05-16;2016-05-26;28846.84;;EUR;28846.84;2016-05-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa4ffea57xy4ffea5788z;SYS;708;303.22;2016-12-12;2016-06-02;;2016-10-19;14042.16;;EUR;29349.83;2016-12-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab1fea68bxy1fea68b98z;SYS;708;8061.22;2007-08-31;2007-06-25;2007-06-25;2007-08-16;9465.0;;EUR;9465.0;2007-08-16;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a935f49eaxy35f49ea8cz;SYS;708;15687.11;2009-06-30;2009-04-16;2009-04-16;2009-06-05;14144.0;;EUR;14144.0;2009-06-05;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a1d2e6318xyd2e6318e6z;SYS;708;109.02;2017-04-11;2016-06-01;;2016-07-05;30636.88;;EUR;32344.05;2017-04-11;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;af4b40b91xy4b40b9154z;SYS;3250;86.42;2020-02-29;2020-02-29;;;0.0;EARLY_SETTLEMENT;EUR;0.0;;;;0.0;2025-05-19 13:38:34.126295;2025-05-19 13:38:34.126295;INVALID
XY;50;2024-10-31;a66c9c4cdxy6c9c4cdafz;SYS;708;3790.05;2017-02-27;2016-06-24;2016-07-19;2016-10-18;10274.0;;EUR;10203.3;2017-02-27;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a38bff8a6xy8bff8a60fz;SYS;1042;3574.97;2014-09-17;2014-09-17;;;;TOTAL;EUR;;;;;0.0;2025-05-15 07:27:58.931103;2025-05-15 07:27:58.931103;INVALID
XY;50;2024-10-31;afa9bfb37xya9bfb3747z;SYS;1042;15.4;2020-03-05;2020-03-05;;;;TOTAL;EUR;;;;;0.0;2025-05-15 07:27:58.931103;2025-05-15 07:27:58.931103;INVALID
XY;50;2024-10-31;ae0dc11aexy0dc11ae3cz;SYS;708;2607.34;2009-05-31;2009-01-08;2009-01-08;2009-05-27;5750.0;;EUR;5750.0;2009-05-27;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;af7e84770xy7e8477081z;SYS;708;-1089.91;2014-01-31;2014-01-24;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aef679502xyf67950256z;SYS;709;-116.34;2006-06-30;2005-11-30;;;;;EUR;15860.72;2006-06-30;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;af0c08c68xy0c08c6832z;SYS;709;0.0;2018-03-16;2018-02-08;;;;;EUR;0.0;2018-03-16;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a9d90bc50xyd90bc5039z;SYS;708;47318.37;2009-07-31;2009-04-13;2009-04-13;2009-07-02;41416.0;;EUR;41416.0;2009-07-02;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a52dc6f7axy2dc6f7a0ez;SYS;708;9158.52;2010-08-06;2010-08-06;2010-06-02;2010-08-06;15445.01;;EUR;15445.01;2010-08-06;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ade3a9afbxye3a9afbaez;SYS;709;19132.0;2014-02-28;2014-02-28;2013-12-18;2014-02-27;38850.0;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2025-04-30;aa7a862a7xy7a862a7a4z;SYS;2287;10532.62;2009-09-09;2009-07-30;2008-12-05;2009-05-21;50909.09;TOTAL;EUR;68250.0;2009-09-09;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;afd88f9dexyd88f9dee9z;SYS;708;1.72;2016-07-12;2016-07-12;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
