wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_rv_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;2024-10-31;a8382a1d7xy382a1d7f3z;SYS;709;10675.87;2017-10-19;2016-08-26;2016-08-26;2017-03-14;16750.0;;EUR;16926.82;2017-03-14;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;aea821b33xya821b33e5z;SYS;708;9264.64;2024-07-02;2020-08-19;2020-09-01;2020-12-08;6184.0;;EUR;6446.54;2020-12-08;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a69ae8134xy9ae81343dz;SYS;708;0.0;2016-01-21;2015-11-12;;2015-12-15;31706.9;;EUR;36969.18;2016-01-21;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;acf96569fxyf96569fc7z;SYS;708;659.19;2010-03-31;2009-09-29;2009-09-29;2009-12-31;22395.0;;EUR;25125.0;2010-03-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a09c44d70xy9c44d709ez;SYS;708;23.85;2019-08-19;2019-08-19;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aebe3efa6xybe3efa635z;SYS;708;2.31;2018-04-02;2018-04-02;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2eed1dcexyeed1dcea3z;SYS;3279;0.0;2020-01-17;2020-01-10;;2019-12-10;22500.0;;EUR;0.01;2020-01-17;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;afcc16793xycc16793a7z;SYS;708;0.0;2017-04-27;2016-04-18;;;;;EUR;562.09;2017-04-27;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ae7800c61xy7800c6130z;SYS;708;3859.13;2016-07-18;2016-01-04;;2016-03-08;17171.98;;EUR;17171.98;2016-03-08;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a193c9d19xy93c9d195cz;SYS;708;45.83;2017-07-05;2017-07-05;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a5ea58b78xyea58b78fdz;SYS;708;-65893.93;2014-05-31;2013-04-22;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;adbddf8a5xybddf8a55bz;SYS;708;1.77;2014-04-30;2014-03-31;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2dfe4224xydfe422421z;SYS;708;0.07;2014-05-31;2014-05-02;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad8838c6cxy8838c6cf3z;SYS;708;0.0;2015-03-03;2015-02-13;;2015-02-13;38917.29;;EUR;39917.29;2015-03-03;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9b81a57cxyb81a57cc4z;SYS;708;65230.13;2011-07-31;2011-03-09;2011-03-03;2011-06-30;90461.0;;EUR;90461.0;2011-06-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
