ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_cal_delinquency_bucket_name;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_name_rdr;ctt_cal_acquisition_period;ctt_cal_max_cashflow_date;ctt_cal_contract_status_name;ctt_cal_financed_amount;ctt_cal_upfront_payments;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_net_pay_out_amount;ctt_cal_interest_type;ctt_cal_contract_trade_date;ctt_cal_curr_rating_scoring_id;ctt_cal_delinquent_amount;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_technical_amortization;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_product_group_alm;ctt_cal_curr_rating_scoring_class;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_balance_sheet_entity;ctt_cal_nbv;ctt_cal_effective_payment_frequency;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_position_id;ctt_cal_product_group_reporting;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;XY1001;2025-04-30;aeeeb4f4bxyeeb4f4bb5z;SYS;2287;0;2023-11-15;2025-11-15;EUR;;2023-11-17;19851.2;N;26796.0;0.0;17000.0;1243.2;0.0;0.0;0.0;0.0;;0.0;;;F;;;6.95;30/360;;;;;;0.0;EUR;0.0;Current;;;0;;;0.0;;;;;;;;;;;;;;;;;;FILEA;U;;;PC;OO;N;1;;;2023-09-01;30948.2;a6019e86axy019e86a88z;VIN;CF;NON;a7c0296baxyc0296bab3z;aa02fff7bxy02fff7bb8z;XY;;2.82;;;;;;a028dea43xy28dea4379z;;5;;;N;N;Finance lease;N;;;;;;;;;;198f19;Benzin;AMG GT 53 4M+ Cou;AMG GT;X290;Mercedes-AMG GT 53 4MATIC+ Coupé;290661;F;TM1;RDR;XYORGF;XYORGF;2023-11-30;2025-11-15;Active;28039.2;0.0;2.82;2.82;27450.15;F;2023-11-15;R;0.0;19851.2;18;18;65.70000;24;AMG;tev & tev +;Y;2.82;7;13 - 24;2.82;R;3;;;PF_F;3;0.0;19790.23401;XY10;19790.234007113217;12.0;0.06949998991071316;0.07175715585707683;0.0;0.6617005220815569;0;0;N;;0;No-Default;N;a7c0296baxyc0296bab3z::SYS_XY1000;BFLEA;2025-05-15 07:35:41.759406;2025-05-15 07:35:41.759406;INVALID
XY;50;XY1001;2024-10-31;a9ae3f084xyae3f0848bz;SYS;708;0;2023-04-22;2027-04-22;EUR;;2023-04-26;46737.98;N;57472.58;0.0;29316.25;0.0;500.0;0.0;0.0;0.0;;9000.0;;1.0;F;;R;4.8;30/360;;;;760.17;48.0;0.0;EUR;0.0;Current;0.00152;0.33446;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;24B;PC;MB;N;1;;;;60975.0;a3fda0f04xyfda0f0420z;VIN;RP;NON;a8560327cxy560327c0bz;a8560327cxy560327c0bz;XY;;;;;0.0;;;a74156bb0xy4156bb0cez;;;;;N;N;Operating lease;;;;Other;;;;;;;e6c089;Benzin;GLC 300 4M;GLC;X254;GLC 300 4MATIC;254647;F;TM1;RDR;XYORGF;XYORGF;2023-04-30;2027-04-22;Active;57472.58;-500.0;0.0;;57212.41;F;2023-04-22;X;0.0;46737.98;18;18;97.96667;48;Other;Core Luxury;Y;;30;37 - 48;0.0;X;;;;PF_F;;0.0;47063.37192;XY10;47063.37192133623;12.0;0.04489658268635771;0.045832065964404624;-0.0031234336756479422;0.35768283133762246;0;0;N;;0;No-Default;N;a8560327cxy560327c0bz::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;ad14f2f0dxy14f2f0df4z;SYS;708;0;2020-11-24;2024-11-24;EUR;;2020-11-25;28321.76;N;56517.63;0.0;27859.2;300.0;900.02;795.0;0.0;0.0;;0.0;;1.0;F;;R;4.47;30/360;;;;778.84;48.0;0.0;EUR;0.0;Current;0.00359;0.3256;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1;;;;56400.0;a71c82276xy1c822762dz;VIN;RP;NON;af8de8ebbxy8de8ebb48z;af8de8ebbxy8de8ebb48z;XY;;;;;0.0;;;a76df78f3xy6df78f3f9z;;;;;N;N;Operating lease;;;;Other;;;;;;;144c2e;Benzin;GLE 350 L;GLE;V167;GLE 350 lang;167148;F;TM1;RDR;XYORGF;XYORGF;2020-11-30;2024-11-24;Active;56817.63;-105.01999999999998;0.0;;56143.81;F;2020-11-24;X;0.0;28321.76;47;47;94.66667;48;Other;Core Luxury;Y;;1;37 - 48;0.0;X;;;;PF_F;;0.0;27745.73216;XY10;27745.73215593258;12.0;0.049074722577447515;0.05019372622378039;-0.0006766933284221566;0.36363061722266693;0;0;N;;0;No-Default;N;af8de8ebbxy8de8ebb48z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a63943b47xy3943b47bbz;SYS;708;0;2024-08-27;2026-08-27;EUR;;2024-08-30;117794.54;N;119718.8;7284.74;94995.9;300.0;400.0;795.0;0.0;9993.74;;10000.0;;1.0;F;;R;0.48;30/360;;;;813.91;24.0;0.0;EUR;0.0;Current;0.00848;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1;;;;161010.0;a50d3605cxy0d3605c50z;VIN;RP;NON;aa6e3e362xy6e3e362afz;aa6e3e362xy6e3e362afz;XY;;;;;1.0;;;ac172315axy172315a7fz;;;;;N;N;Operating lease;;;;Other;;;;;;;64e687;Elektro;AMG EQS 53 4M+ Lim;S-Klasse;V297;Mercedes-AMG EQS 53 4MATIC+ Limousine;297155;T;TM1;RDR;XYORGF;XYORGF;2024-08-31;2026-08-27;Active;112734.06;10388.74;1.0;;101531.40999999999;F;2024-08-27;X;0.0;117794.54;2;2;116.13334;24;AMG;tev & tev +;Y;;22;13 - 24;1.0;X;;;;PF_F;;0.06085;100953.13677;XY10;100953.1367664211;12.0;0.06211119032108031;0.0639102130903954;0.05343189784949825;0.5543615862318024;0;0;N;;0;No-Default;N;aa6e3e362xy6e3e362afz::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;acd9d1e35xyd9d1e3550z;SYS;708;0;2023-04-15;2029-04-28;EUR;;2023-04-19;26431.16;N;37105.46;5000.0;0.0;895.0;1188.19;0.0;0.0;0.0;;0.0;;1.0;F;;R;8.99;Act/Act;;;;596.62;72.0;0.0;EUR;0.0;Current;0.01465;0.39;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1;;;;;abf880c55xyf880c555ez;VIN;RP;NON;a36401da2xy6401da267z;a36401da2xy6401da267z;XY;;;;;2.0;;;a5bb12c2fxybb12c2f77z;;;;;N;N;Loan retail;;;;Other;;;;;;;7f0ae2;Benzin;GLC 300 4M Cou;GLC;C253;GLC 300 4MATIC Coupé;253384;F;TM1;RDR;XYORGF;XYORGF;2023-04-30;2029-04-28;Active;33000.46;-1188.19;2.0;;34188.65;F;2023-04-15;X;0.0;26431.16;19;49;72.43333;72;Other;Core Luxury;Y;;54;61 - 72;2.0;X;;;;PF_F;;0.13475;27140.47584;XY10;27140.47583747711;11.957504439218608;0.07731271986811306;0.08010703023769787;-0.012587139815540452;0.35583274971522777;0;0;N;;0;No-Default;N;a36401da2xy6401da267z::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;ad07a35e9xy07a35e90bz;SYS;708;0;2023-07-17;2026-07-17;EUR;;2023-07-20;60412.35;N;70360.1;13902.38;46807.6;300.0;400.0;795.0;0.0;0.0;;0.0;;1.0;F;;R;6.39;30/360;;;;575.03;36.0;0.0;EUR;0.0;Current;0.00253;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1;;;;83585.0;a651135dexy51135de20z;VIN;RP;NON;a4fa6c51fxyfa6c51f09z;a4fa6c51fxyfa6c51f09z;XY;;;;;0.0;;;aacbd6263xycbd626379z;;;;;N;N;Operating lease;;;;Other;;;;;;;1ce06c;Elektro;EQE 350 4M Lim;E-Klasse;V295;EQE 350 4MATIC Limousine;295112;T;TM1;RDR;XYORGF;XYORGF;2023-07-31;2026-07-17;Active;56757.72;395.0;0.0;;55787.69;F;2023-07-17;X;0.0;60412.35;15;15;107.53333;36;Other;Core Luxury;Y;;21;25 - 36;0.0;X;;;;PF_F;;0.19759;52056.10602;XY10;52056.1060198252;12.0;0.07240221364445139;0.07485381708539193;0.002841165378103333;0.405253141134701;0;0;N;;0;No-Default;N;a4fa6c51fxyfa6c51f09z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;af100fb41xy100fb4194z;SYS;708;0;2020-03-08;2026-06-22;EUR;;2020-03-09;9190.27;Y;36299.4;7000.0;0.0;0.0;392.99;0.0;0.0;815.56;;0.0;;1.0;F;;R;3.99;Act/Act;;;;459.01;75.0;0.0;EUR;0.0;Current;0.01592;0.381;0;;2020-04-08;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1;;;;;a1cdd0401xycdd0401cfz;VIN;RP;NON;af3b74963xy3b7496308z;af3b74963xy3b7496308z;XY;;;;;2.0;;;a7882f939xy882f93950z;;;;;N;N;Loan retail;;;;Other;;;;;;;713b56;xx;xx;xx;xx;xx;xx;xx;TM1;RDR;XYORGF;XYORGF;2020-03-31;2026-06-22;Active;29299.4;422.56999999999994;2.0;;28876.83;F;2020-03-08;X;0.0;9190.27;56;86;75.46667;75;Other;;Y;;20;73 - 84;2.0;X;;;;PF_F;;0.19284;9174.11213;XY10;9174.112130505373;11.880163767605838;0.04441319971218788;0.0452946887427794;0.00451322923847533;0.31349786615820496;0;0;N;;0;No-Default;N;af3b74963xy3b7496308z::SYS_XY1000;STFIN;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a3959af2fxy959af2fc4z;SYS;709;0;2023-12-30;2026-12-30;EUR;;2024-01-11;59368.25;N;72685.72;5000.0;37688.0;0.0;676.86;0.0;0.0;5617.3;0.0;0.0;0.0;1.0;F;1;A;0.03;30/360;0.0;2023-12-30;2026-12-30;0.0;0.0;0.0;EUR;0.0;Current;0.00368;0.21;0;N;;0.0;;;;;;;;;;;;;;;;;;OPLEA;B;3105;;PC;MB;N;1;;;;67300.0;add6042a2xyd6042a284z;VIN;RP;NON;a94152ac2xy4152ac201z;a94152ac2xy4152ac201z;XY;;0.0;;;325.0;ACE;;aa6f85b22xy6f85b2212z;910;E51;;;N;N;Operating lease;N;0.0;;Other;;;;;;;eaf1c0;Benzin;C 300 4M;C-Klasse;W206;C 300 4MATIC;206047;F;TM1;RDR;XYORGF;XYORGF;2024-01-31;2026-12-30;Active;67685.72;4940.4400000000005;325.0;;61737.8;F;2023-12-30;X;0.0;59368.25;10;10;74.83333;36;Other;Core Luxury;Y;;26;25 - 36;325.0;X;;;;PF_F;;0.06879;56010.71766;XY10;56010.717658175294;12.00297619047619;0.07461617476810033;0.07722123662160293;0.034765802884368306;0.4584630563207709;0;0;N;;0;No-Default;N;a94152ac2xy4152ac201z::SYS_XY1000;OPLEA;2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID
XY;50;XY1001;2024-10-31;a8f9c2ed8xyf9c2ed893z;SYS;708;0;2023-02-28;2026-05-28;EUR;;2023-03-20;91284.17;N;113721.0;3729.39;69833.8;300.0;400.0;795.0;0.0;8256.3;;0.0;;1.0;F;;R;3.45;30/360;;;;1316.48;39.0;0.0;EUR;0.0;Current;0.01727;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;U;1;;;;;a21611c91xy1611c91fdz;VIN;RP;NON;ae06d37f6xy06d37f684z;ae06d37f6xy06d37f684z;XY;;;;;1.0;;;a225d29dexy25d29deccz;;;;;N;N;Operating lease;;;;Other;;;;;;;a30cfc;Benzin;S 500 4M lang;S-Klasse;W/V223;S 500 4MATIC lang;223163;F;TM1;RDR;XYORGF;XYORGF;2023-03-31;2026-05-28;Active;110291.61;8651.3;1.0;;100323.83;F;2023-02-28;X;0.0;91284.17;20;50;100.86667;39;Other;TEV+;Y;;19;37 - 48;1.0;X;;;;PF_F;;0.03279;84899.92854;XY10;84899.9285447606;12.027472527472527;0.07051529077787103;0.0728399100617896;0.033086001294464096;0.40579370753453803;0;0;N;;0;No-Default;N;ae06d37f6xy06d37f684z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
XY;50;XY1001;2024-10-31;a0471a61dxy471a61da2z;SYS;708;0;2024-08-15;2027-08-15;EUR;;2024-08-16;149769.23;N;154519.0;326.51;83058.95;300.0;6635.35;795.0;0.0;0.0;;0.0;;1.0;F;;R;9.26;30/360;;;;2923.98;36.0;0.0;EUR;0.0;Current;0.00305;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1;;;;158415.0;ae9f1b5a6xy9f1b5a60fz;VIN;RP;NON;a8d64d0c7xyd64d0c782z;a8d64d0c7xyd64d0c782z;XY;;;;;0.0;;;a64d37840xy4d378406fz;;;;;N;N;Operating lease;;;;Other;;;;;;;bff55b;Benzin;AMG GT 55 4M+ Coupé;AMG GT;C192;Mercedes-AMG GT 55 4MATIC+ Coupé;192380;F;TM1;RDR;XYORGF;XYORGF;2024-08-31;2027-08-15;Active;154492.49;-5840.35;0.0;;157408.86;F;2024-08-15;X;0.0;149769.23;3;3;77.73334;36;AMG;tev & tev +;Y;;34;25 - 36;0.0;X;;;;PF_F;;0.00211;153566.08636;XY10;153566.08636279774;12.0;0.07690011637109959;0.07966927010940861;-0.018234765934385805;0.4829030353528746;0;0;N;;0;No-Default;N;a8d64d0c7xyd64d0c782z::SYS_XY1000;OPLEA;2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID
