wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a75f915f7xy5f915f76bz;SYS;708;;2017-10-11;2016-12-14;;;;;EUR;65.65;2017-10-11;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a108a12caxy08a12ca68z;SYS;708;;2021-04-12;2019-06-25;;;;;EUR;2441.5;2021-04-12;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7d8ffc9axyd8ffc9acfz;SYS;708;;2010-09-27;2010-04-05;;2010-04-09;27266.0;;EUR;27266.0;2010-04-09;7945.44;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;aff8b6591xyf8b6591dcz;SYS;2287;;2024-10-31;2024-10-31;2024-03-01;2024-10-29;59500.0;TOTAL;EUR;0.0;;36419.59;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a8c4e218dxyc4e218dbbz;SYS;708;;2008-06-30;2008-06-16;;2008-06-23;16510.0;;EUR;16510.0;2008-06-23;3087.8;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab04e10aexy04e10ae98z;SYS;708;;2023-10-15;2023-08-17;;;;;EUR;;;1639.86;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8830a853xy830a853f4z;SYS;708;;2016-01-22;2015-11-23;;2015-11-25;23666.0;;EUR;23666.0;2015-11-25;5852.47;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae7888650xy7888650bez;SYS;708;;2018-02-13;2017-12-26;;;;;EUR;;;-0.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a6d6989f7xyd6989f7f5z;SYS;708;;2016-02-11;2015-11-16;;2015-12-15;25566.8;;EUR;25720.78;2016-02-11;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9fb67ac5xyfb67ac5b6z;SYS;708;;2022-06-01;2021-05-13;;;;;EUR;;;89.25;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
