ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_balance_sheet_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_position_id;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;pgr_id;ifc_id;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_cal_acquisition_period;ctt_cal_financed_amount;ctt_cal_curr_rating_scoring_id;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_curr_rating_scoring_class;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_nbv;ctt_cal_technical_amortization;ctt_cal_max_cashflow_date;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_contract_status_name;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_net_pay_out_amount;ctt_cal_upfront_payments;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_delinquent_amount;ctt_cal_interest_type;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_contract_trade_date;ctt_cal_product_group_alm;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_cal_delinquency_bucket_name;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_effective_payment_frequency;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_drv_alm_flag;ctt_drv_risk_flag;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_rdr;MGT_InsertTime;MGT_UpdateTime;ctt_cal_product_group_reporting
XY;50;XY1001;XY10;2024-10-31;ad7d3ee94xy7d3ee946fz;SYS;708;0;2022-12-14;2028-12-28;EUR;;2023-01-10;17274.89;N;28411.5;5000.0;0.0;0.0;234.11;0.0;0.0;0.0;;0.0;;1.0;F;;R;6.69;Act/Act;;;;396.76;72.0;0.0;EUR;0.0;1165279757;0.00114;0.414;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;24;PC;MB;U;1.0;;;;;a120b5da6xy20b5da625z;VIN;RP;NON;a329081fdxy29081fdd8z;a329081fdxy29081fdd8z;XY;;;;;0.0;;;a2e7854c0xye7854c091z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a397dcaxyc4ez;xx;xx;xx;xx;xx;xx;xx;2023-01-31;23411.5;X;0.0;;;17274.89;23;53;17386.964100091398;72.46667;2028-12-28;72;Other;Active;;Y;;50;23645.61;-234.11;61 - 72;0.0;X;;0.0;F;;;2022-12-14;PF_F;0.17599;17386.9641;Current;0.06343166721441063;0.06530505649363914;-0.003468578278410739;0.350358147927686;11.957672468304303;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;a8e189136xye18913627z;SYS;708;0;2018-12-28;2025-05-12;EUR;;2019-01-03;9573.91;Y;65097.68;9601.71;0.0;996.75;3080.49;0.0;0.0;2707.77;;0.0;;1.0;F;;R;7.99;Act/Act;;;;993.52;76.0;1040.86;EUR;19.0;2137004045;0.02777;0.339;0;;2021-01-13;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;N;1.0;;;;55010.0;a38c9bba9xy8c9bba9e3z;VIN;RP;NON;a1863cad4xy863cad490z;a1863cad4xy863cad490z;XY;;;;;2.0;;;a806e6159xy06e615988z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;ad7a9f0xya98z;xx;xx;xx;xx;xx;xx;xx;2019-01-31;56492.72;X;2.0;;;10614.77;70;70;8453.103991626278;76.46666;2025-05-12;76;Other;Active;;Y;;6;56865.44;-372.7199999999998;73 - 84;2.0;X;;1040.86;F;;;2018-12-28;PF_F;0.1475;9493.96399;1-30 dpd;0.07778503064867656;0.08056095100028783;-0.0021150298968457965;0.3234676533710665;11.693884171424065;N;;0;No-Default;N;19;19;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;a8f8bc8f8xyf8bc8f891z;SYS;708;0;2024-10-19;2027-10-19;EUR;;2024-10-22;87803.78;N;88170.0;13595.13;55210.0;0.0;400.0;0.0;0.0;4105.19;;0.0;;1.0;F;;R;3.04;30/360;;;;701.43;36.0;0.0;EUR;0.0;-1642475240;0.00305;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1.0;;;;110420.0;ab24cad63xy24cad634ez;VIN;RP;NON;a327fc1f7xy27fc1f7c3z;a327fc1f7xy27fc1f7c3z;XY;;;;;0.0;;;a6633f21cxy633f21c9az;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;ae84304xy87az;Elektro;EQS 450 4M SUV;GLS;X296;EQS 450 4MATIC SUV;296624;T;2024-10-31;74574.87;X;0.0;;;87803.78;0;0;70168.25;96.23333;2027-10-19;36;Other;Acquisition;TEV+;Y;;36;70168.25;3705.1899999999996;25 - 36;0.0;X;;0.0;F;;;2024-10-19;PF_F;0.15419;70168.25;Current;0.05094863067231048;0.052155354766602186;0.02057710541224597;0.40377275903809295;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;aabd6a824xybd6a8240ez;SYS;708;0;2021-12-06;2024-12-06;EUR;;2021-12-07;26529.11;N;44756.0;12143.63;25918.7;0.0;300.0;0.0;0.0;0.0;;0.0;;1.0;F;;R;3.45;30/360;;;;269.64;36.0;0.0;EUR;0.0;1391631543;0.0026;0.30072;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;23A;PC;MB;N;1.0;;;;43930.0;a44a742a2xy4a742a2ebz;VIN;RP;NON;acb209942xyb209942f1z;acb209942xyb209942f1z;XY;;;;;0.0;;;a2e7854c0xye7854c091z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a3ac2bcxybc0z;Benzin;GLB 250 4M;GLB;X247;GLB 250 4MATIC SUV;247647;F;2021-12-31;32612.37;X;0.0;;;26529.11;35;35;26054.800151403448;85.53334;2024-12-06;36;Other;Active;Entry Luxury;Y;;1;32642.73;-300.0;25 - 36;0.0;X;;0.0;F;;;2021-12-06;PF_F;0.27133;26054.80015;Current;0.030872107145074445;0.0313127065465406;-0.003590359044629437;0.3908442333473008;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;a9c534678xyc5346786dz;SYS;708;0;2022-08-30;2025-08-30;EUR;;2022-09-01;40796.78;N;56882.0;3626.47;34638.7;0.0;300.0;0.0;0.0;0.0;;0.0;;1.0;F;;R;5.51;30/360;;;;719.29;36.0;0.0;EUR;0.0;777564482;0.0026;0.30308;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;U;1.0;;;;;a4f8b701bxyf8b701ba1z;VIN;RP;NON;a4fe4e02dxyfe4e02dd9z;a4fe4e02dxyfe4e02dd9z;XY;;;;;0.0;;;a5bb12c2fxybb12c2f77z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;ad6a04cxy5d6z;Benzin;GLE 350 L;GLE;V167;GLE 350 lang;167148;F;2022-09-30;53255.53;X;0.0;;;40796.78;26;56;40084.176867773414;92.1;2025-08-30;36;Other;Active;Core Luxury;Y;;10;52836.24;-300.0;25 - 36;0.0;X;;0.0;F;;;2022-08-30;PF_F;0.06375;40084.17687;Current;0.05268848525301878;0.05397806000154656;-0.0024487456966388738;0.4323990455072868;12.103551561831408;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;a5d65340cxyd65340c58z;SYS;708;0;2021-07-10;2027-11-25;EUR;;2021-07-12;20060.1;Y;39214.95;4973.04;0.0;1022.55;881.33;0.0;0.0;1401.43;;0.0;;1.0;F;;R;4.49;Act/Act;;;;560.65;76.0;924.64;EUR;6.0;197874195;0.01564;0.416;0;;2024-07-17;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;ac94f8d9dxy94f8d9d76z;VIN;RP;NON;a97233c76xy7233c76fbz;a97233c76xy7233c76fbz;XY;;;;;2.0;;;a4d173460xyd17346032z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;acf10cbxy95fz;xx;xx;xx;xx;xx;xx;xx;2021-07-31;35264.46;X;2.0;;;20984.739999999998;40;70;19502.936066315793;76.5;2027-11-25;77;Other;Active;;Y;;37;34744.36;520.1;73 - 84;2.0;X;;924.64;F;;;2021-07-10;PF_F;0.12681;20427.57607;1-30 dpd;0.049085339183628104;0.05018274006949177;0.004733177702851928;0.32170775599615065;11.732528248694532;N;;0;No-Default;N;6;6;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;a6d953855xyd95385523z;SYS;708;0;2024-08-16;2030-08-30;EUR;;2024-08-23;87607.0;N;89118.36;0.0;0.0;0.0;6413.96;0.0;0.0;0.0;;0.0;;1.0;F;;R;9.39;Act/Act;;;;1629.64;72.0;0.0;EUR;0.0;1705570786;0.00753;0.39;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;a65fcfea3xy5fcfea3d7z;VIN;RP;NON;a6089ca47xy089ca47e0z;a6089ca47xy089ca47e0z;XY;;;;;1.0;;;a04ba3e17xy4ba3e1714z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;acf57d5xy364z;Benzin;E 450 Cab USA;E-Klasse;A238;E 450 Cabrio (USA);238458;F;2024-08-31;89118.36;X;1.0;;;87607.0;3;33;93624.58554819215;72.43333;2030-08-30;72;Other;Active;Core Luxury;Y;;70;95532.32;-6413.96;61 - 72;1.0;X;;0.0;F;;;2024-08-16;PF_F;0.0;93624.58555;Current;0.06927657872201615;0.07151487351543563;-0.02467546531505957;0.35264206849756896;11.955851584934832;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;acdef6ce1xydef6ce1fez;SYS;1042;0;2024-01-18;2029-01-31;EUR;;2024-01-18;76708.41;N;88600.0;0.0;1687.25;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;V;1;;6.125;30/360;3.0;2024-08-31;2024-11-30;;;0.0;EUR;0.0;-1121236751;;;0;;;;;;;;;;;;;;;;;;;;;BFLEA;N;;;CV;OO;N;1.0;;;2024-01-17;88600.0;a9935fab1xy935fab167z;VIN;CF;NON;ac6416777xy6416777daz;aa91058e6xy91058e648z;XY;;4.93;CRC;1.0;;;;ab4aa7ed1xy4aa7ed1fcz;;no campaign;;;N;;Finance lease;;;;;;;;;;;2510;30;afd4017xye48z;Benzin - Plug-In Hybrid;GLA 250 e;GLA;H247;GLA 250 e City-SUC;247786;T;2024-01-31;88600.0;R;4.93;4.93;5;76708.41;9;9;77280.02000035481;61.63333;2029-01-31;60;Other;Active;Entry Luxury;Y;4.68;51;88600.0;0.0;49 - 60;4.68;R;5;0.0;V1;2024-08-31;2024-11-30;2024-01-18;PF_V_RF;0.0;77280.02;Current;0.05995640314714578;0.06163518246987208;0.0;0.37704447171144456;12.264034439274688;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 09:01:23.338997;2025-05-15 09:01:23.338997;BFLEA
XY;50;XY1001;XY10;2024-10-31;abdd78437xydd78437caz;SYS;708;0;2021-04-16;2025-04-16;EUR;;2021-04-20;26597.4;N;58154.92;8717.75;22513.5;0.0;400.0;0.0;0.0;270.53;;0.0;;1.0;F;;R;2.34;30/360;;;;630.7;48.0;0.0;EUR;0.0;1900863355;0.0026;0.34692;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;23A;PC;MB;N;1.0;;;;48750.0;a357c10adxy57c10ad8fz;VIN;RP;NON;a36f2ff7exy6f2ff7e53z;a36f2ff7exy6f2ff7e53z;XY;;;;;0.0;;;a6865be88xy865be8857z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a8a04d6xy953z;Benzin;C 300 Cou;C-Klasse;C205;C 300 Coupé;205383;F;2021-04-30;49437.17;X;0.0;;;26597.4;43;43;25398.53776692579;78.3;2025-04-16;48;Other;Active;Core Luxury;Y;;6;48935.94;-129.47000000000003;37 - 48;0.0;X;;0.0;F;;;2021-04-16;PF_F;0.14991;25398.53777;Current;0.022430884630481047;0.022662935499060087;-0.0009399542607844251;0.3569198523118291;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-09-30;af0ea5451xy0ea5451bbz;SYS;3250;0;2023-10-21;2028-10-18;EUR;;2023-10-21;2562808.16;N;4840000.0;1812250.0;0.0;0.0;0.0;12712.0;33356.75;18644.0;;0.0;0.0;;F;;;0.0;30/360;;;;;;0.0;EUR;;417655194;0.0;0.0;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;N;1.0;;;;4840000.0;a562f36a7xy62f36a7d3z;VIN;RSB;NON;a80c403a9xy0c403a945z;a80c403a9xy0c403a945z;XY;NDA;;;;538.0;PC;1.0;af96b7be8xy96b7be8b8z;;14294 ROTF PC Straight Self Subsidised Campaign - 2023;;;N;N;Loan retail;N;;;Other;RE;;IND-FS;;;;2049;28;aa9da53xy58dz;Benzin;GLA 200;GLA;H247;GLA 200 City-SUC;247787;F;2023-10-31;3027750.0;S;538.0;700.0;4;2562808.16;11;11;2563465.0057345554;59.9;2028-10-18;60;Other;Active;Entry Luxury;Y;700.0;49;3029750.75;-2000.75;49 - 60;538.0;S;4;0.0;F;;;2023-10-21;PF_F;0.37443;2563465.00573;Current;0.08440656117958338;0.08775074623658405;-0.0002820693040310601;0.4299694592925188;12.022222222222222;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-14 12:09:29.195521;2025-05-14 12:09:29.195521;STFIN
