ctt_analysis_entity;ctt_delivering_entity;ctt_funding_entity;ctt_balance_sheet_entity;ctt_reporting_date;ctt_cms_contract_number;ctt_source_system;ctt_bevis_id;ctt_status;ctt_start_date;ctt_end_date;ctt_contract_currency;ctt_trade_date;ctt_acquisition_date;ctt_nbv_local_cms;ctt_restructuring_flag;ctt_sales_price;ctt_down_payment;ctt_balloon_rv;ctt_additional_financed_amount;ctt_commission;ctt_fee;ctt_idc;ctt_subsidy;ctt_subsidy_percent;ctt_security_deposit;ctt_deposit_rate;ctt_period_in_month;ctt_fix_variable;ctt_variable_type;ctt_payment_mode;ctt_cmsir;ctt_day_conv;ctt_fixing_period;ctt_last_fixing;ctt_next_fixing;ctt_installment;ctt_installment_count;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_position_id;ctt_pd;ctt_lgd;ctt_triggering_event_flag;ctt_continuation_deal;ctt_date_of_last_restructuring;ctt_number_restructurings;ctt_opex;ctt_nib_ratio;ctt_co_r_v_r;ctt_reserves_segment_contract;ctt_economic_capital_ratio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio;ctt_written_off_flag;ctt_additional_collateral_type;ctt_additional_collateral_amount;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_tax_rate;ctt_financial_product_group;ctt_rv_guarantee_flag;ctt_product_sap;ctt_abs_code;ctt_asset_type_segment;ctt_brand;ctt_new_used;ctt_units;ctt_model_sap;ctt_additional_asset_information;ctt_asset_model_date;ctt_list_price;ctt_vin;ctt_vin_type;ctt_borrower_type;ctt_borrower_sub_type;ctt_customer_number;ctt_customer_group_number;ctt_borrower_country;ctt_industry_segmentation;ctt_rating;ctt_rating_name;ctt_rating_version;ctt_scoring;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_dealer;ctt_branch;ctt_campaign;ctt_fda_1;ctt_fda_2;ctt_hostile_termination_flag;ctt_loan_commitment_flag;ctt_ifrs9_classification;ctt_credit_impaired;ctt_loan_limit;ctt_impaired_information;ctt_business_division;ctt_business_line;ctt_rating_scoring_flag;ctt_portfolio_tm1;ctt_icrsa_flag;ctt_delinquency_reason_code;ctt_ifrs9_country_region;pgr_id;ifc_id;ctt_cal_baumuster;ctt_cal_engine_style_text;ctt_cal_product_txt;ctt_cal_class_txt;ctt_cal_typclass_text;ctt_cal_product_comment;ctt_cal_product_bmst;ctt_cal_taxonomy_aligned;ctt_cal_acquisition_period;ctt_cal_financed_amount;ctt_cal_curr_rating_scoring_id;ctt_cal_curr_rating_scoring_value;ctt_cal_curr_rating_scoring_scaled;ctt_cal_curr_rating_scoring_class;ctt_cal_cms_gross_exposure;ctt_cal_contract_age;ctt_cal_vehicle_age;ctt_cal_nbv;ctt_cal_technical_amortization;ctt_cal_max_cashflow_date;ctt_cal_contract_term;ctt_cal_amg_maybach_classification;ctt_cal_contract_status_name;ctt_cal_luxury_segment;ctt_cal_ifrs9_relevant;ctt_cal_initial_rating_scoring_scaled;ctt_cal_residual_term_in_months;ctt_cal_net_pay_out_amount;ctt_cal_upfront_payments;ctt_cal_contract_term_bucket;ctt_cal_initial_rating_scoring_value;ctt_cal_initial_rating_scoring_id;ctt_cal_initial_rating_scoring_class;ctt_cal_delinquent_amount;ctt_cal_interest_type;ctt_cal_contract_last_fixing;ctt_cal_contract_next_fixing;ctt_cal_contract_trade_date;ctt_cal_product_group_alm;ctt_cal_downpayment_ratio;ctt_cal_gross_exposure;ctt_cal_delinquency_bucket_name;ctt_cal_nominal_deal_irr;ctt_cal_effective_deal_irr;ctt_cal_nominal_upfront_margin;ctt_cal_upfront_margin_sensitivity;ctt_cal_effective_payment_frequency;ctt_cal_default_indicator;ctt_cal_date_of_default;ctt_cal_time_since_default;ctt_cal_default_status;ctt_cal_impairment_indicator;ctt_cal_delinquent_days_contract;ctt_cal_delinquent_days;ctt_drv_alm_flag;ctt_drv_risk_flag;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_name_rdr;MGT_InsertTime;MGT_UpdateTime;ctt_cal_product_group_reporting
XY;50;XY1001;XY10;2024-10-31;a39f20f96xy9f20f961bz;SYS;1042;0;2022-05-18;2027-05-31;EUR;;2022-05-18;79268.37;N;142800.0;0.0;2474.54;0.0;150.0;0.0;0.0;0.0;;0.0;0.0;1.0;V;1;;6.875;30/360;3.0;2024-08-31;2024-11-30;;;0.0;EUR;0.0;689833686;;;0;;;;;;;;;;;;;;;;;;;;;BAFIN;N;;;CV;MB;N;1.0;;;2022-05-02;236626.0;a33ae831dxy3ae831d46z;VIN;CF;NON;a61d70b4dxy1d70b4d8ez;a61d70b4dxy1d70b4d8ez;XY;;3.97;CRC;1.0;739.0;G1AAAT;1.0;ae9e0f416xy9e0f416a3z;;no campaign;;;N;;Loan retail;;;;;;;;;;;2512;28;a0fdb03xy748z;xx;xx;xx;xx;xx;xx;xx;2022-05-31;142800.0;R;3.97;3.97;4;79268.37;29;29;79809.26544183677;61.46666;2027-05-31;60;Other;Active;;Y;3.97;31;142950.0;-150.0;49 - 60;3.97;R;4;0.0;V1;2024-08-31;2024-11-30;2022-05-18;PF_V_RF;0.0;79809.26544;Current;0.06640245423564162;0.06846537087605863;-0.00039685567785113123;0.380495627677266;12.264034439274688;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-05-15 09:01:23.338997;2025-05-15 09:01:23.338997;BAFIN
XY;50;XY1001;XY10;2024-10-31;a6525fc48xy525fc483cz;SYS;708;0;2024-01-30;2030-02-14;EUR;;2024-02-08;72818.45;N;95203.97;10000.0;0.0;0.0;1052.03;0.0;0.0;0.0;;0.0;;1.0;F;;R;6.89;Act/Act;;;;1452.3;72.0;0.0;EUR;0.0;-131731334;0.00131;0.39;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;afff5a3e6xyff5a3e633z;VIN;RP;NON;a92747c93xy2747c9322z;a92747c93xy2747c9322z;XY;;;;;0.0;;;a86afaf69xy6afaf693fz;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;acae1fcxyfa0z;Benzin;S 500 4M lang;S-Klasse;W/V223;S 500 4MATIC lang;223163;F;2024-02-29;85203.97;X;0.0;;;72818.45;9;39;78423.71833326353;72.5;2030-02-14;72;Other;Active;TEV+;Y;;63;86256.0;-1052.03;61 - 72;0.0;X;;0.0;F;;;2024-01-30;PF_F;0.10504;78423.71833;Current;0.0646139670472276;0.06655868485876913;-0.00428590446748689;0.3508606545472706;11.948183964162185;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;ab4f53fffxy4f53fff6dz;SYS;708;0;2024-10-05;2027-10-05;EUR;;2024-10-07;135553.74;N;136780.0;5803.57;73681.4;300.0;2388.79;795.0;0.0;0.0;;0.0;;1.0;F;;R;7.66;30/360;;;;2276.24;36.0;0.0;EUR;0.0;-374598140;0.00305;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1.0;;;;141695.0;afbb9ed43xybb9ed4349z;VIN;RP;NON;a16f8b64exy6f8b64e69z;a16f8b64exy6f8b64e69z;XY;;;;;0.0;;;afe97df80xye97df80f8z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a3ff0fexy6fdz;Benzin;AMG GLE 63 S 4M Cou;GLE;C167;Mercedes-AMG GLE 63 S 4MATIC Coupé;167389;F;2024-10-31;131276.43;X;0.0;;;135553.74;1;1;130593.97999999998;78.0;2027-10-05;36;AMG;Acquisition;tev & tev +;Y;;35;130593.97999999998;-1593.79;25 - 36;0.0;X;;0.0;F;;;2024-10-05;PF_F;0.04243;130593.98;Current;0.07370978295202675;0.07625166653562616;-0.00575420771428406;0.4708386584678953;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;aba9d54c8xya9d54c80dz;SYS;708;0;2022-03-05;2028-03-20;EUR;;2022-03-09;23017.33;N;47490.54;10000.0;0.0;895.0;1526.56;0.0;0.0;0.0;;0.0;;1.0;F;;R;6.49;Act/Act;;;;646.82;72.0;0.0;EUR;0.0;1023838115;0.01556;0.414;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;aa90d5d29xy90d5d29cfz;VIN;RP;NON;abcbe0b7bxycbe0b7bcbz;abcbe0b7bxycbe0b7bcbz;XY;;;;;2.0;;;aebabfeb1xybabfeb1bbz;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;ae4b572xy85dz;Benzin;C 180 L;C-Klasse;V205;C 180 lang;205176;F;2022-03-31;38385.54;X;2.0;;;23017.33;32;62;24279.581245901958;72.5;2028-03-20;73;Other;Active;Core Luxury;Y;;41;39912.1;-1526.56;73 - 84;2.0;X;;0.0;F;;;2022-03-05;PF_F;0.21057;24279.58125;Current;0.05144367551573226;0.05267146917928675;-0.013456459656925893;0.3448793610390258;11.951015325387901;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;a5c728a86xyc728a86e2z;SYS;708;0;2024-09-14;2027-09-14;EUR;;2024-09-16;107316.85;N;108960.0;12028.44;64608.55;300.0;1856.46;795.0;0.0;12803.84;;0.0;;1.0;F;;R;1.81;30/360;;;;1050.26;36.0;0.0;EUR;0.0;-509271655;0.01413;0.29561;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;;PC;MB;N;1.0;;;;137465.0;a12acf2d6xy2acf2d6f5z;VIN;RP;NON;a25f575cfxy5f575cfa2z;a25f575cfxy5f575cfa2z;XY;;;;;1.0;;;ab6cb8164xy6cb8164a3z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a8a90efxy8acz;Elektro;EQS 580 4M Lim;S-Klasse;V297;EQS 580 4MATIC Limousine;297144;T;2024-09-30;97231.56;X;1.0;;;107316.85;2;2;83920.34377476116;88.4;2027-09-14;36;Other;Active;TEV+;Y;;34;84438.92;11742.380000000001;25 - 36;1.0;X;;0.0;F;;;2024-09-14;PF_F;0.11039;83920.34377;Current;0.07556000594434203;0.0782324841908388;0.054083834463297786;0.422701363679992;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;aef3beb1cxyf3beb1c3ez;SYS;708;0;2022-10-06;2028-10-21;EUR;;2022-10-10;35870.2;N;49374.71;1500.0;0.0;1600.0;2828.4;0.0;0.0;0.0;;0.0;;1.0;F;;R;8.39;Act/Act;;;;879.96;72.0;0.0;EUR;0.0;89746625;0.00661;0.414;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;a8b47643bxyb47643bf6z;VIN;RP;NON;a9de1d798xyde1d79898z;a9de1d798xyde1d79898z;XY;;;;;1.0;;;a76df78f3xy6df78f3f9z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a4b114cxy904z;xx;xx;xx;xx;xx;xx;xx;2022-10-31;49474.71;X;1.0;;;35870.2;25;55;37150.548716802776;72.5;2028-10-21;73;Other;Active;;Y;;48;52303.11;-2828.4;73 - 84;1.0;X;;0.0;F;;;2022-10-06;PF_F;0.03038;37150.54872;Current;0.06435139269943024;0.06627962768010486;-0.01954847937729713;0.3502584719473692;11.95421081975765;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;ad0949a7cxy0949a7c16z;SYS;708;0;2020-01-29;2025-08-13;EUR;;2020-02-10;11633.6;N;71591.13;0.0;0.0;0.0;815.91;0.0;0.0;1290.43;;0.0;;1.0;F;;R;2.99;Act/Act;;;;1179.14;66.0;0.0;EUR;0.0;-1749713661;0.00119;0.381;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;;PC;MB;U;1.0;;;;;a6574743axy574743a25z;VIN;RSB;NON;a5ac1f009xyac1f0098ez;a5ac1f009xyac1f0098ez;XY;;;;;0.0;;;a4128d136xy128d136fdz;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a4cd370xy0ddz;xx;xx;xx;xx;xx;xx;xx;2020-02-29;71591.13;X;0.0;;;11633.6;57;87;11642.894897198828;66.5;2025-08-13;66;Other;Active;;Y;;9;71116.61;474.5200000000001;61 - 72;0.0;X;;0.0;F;;;2020-01-29;PF_F;0.0;11642.8949;Current;0.02472835672790512;0.025007791758351345;0.0023594110939547247;0.3575758258162986;11.901469940687015;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
XY;50;XY1001;XY10;2024-10-31;ae2eeb4b6xy2eeb4b609z;SYS;708;0;2021-12-10;2025-12-10;EUR;;2021-12-22;29535.48;N;48435.0;2786.39;22176.6;300.0;2084.9;795.0;0.0;771.1;;0.0;;1.0;F;;R;5.11;30/360;;;;658.61;48.0;0.0;EUR;0.0;2022469704;0.01188;0.34692;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1.0;;;;48210.0;aee7a930cxye7a930cd1z;VIN;RP;NON;a01ca5690xy1ca56900fz;a01ca5690xy1ca56900fz;XY;;;;;1.0;;;a83e86da1xy3e86da128z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;a956561xyf62z;Benzin;GLC 300;GLC;X253;GLC 300;253983;F;2021-12-31;45948.61;X;1.0;;;29535.48;35;35;29144.03286811066;88.53334;2025-12-10;48;Other;Active;Core Luxury;Y;;13;45808.8;-518.8000000000002;37 - 48;1.0;X;;0.0;F;;;2021-12-10;PF_F;0.05753;29144.03287;Current;0.05329849797377962;0.05461996950485386;-0.0041797245056251695;0.36874614813775725;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;a1651310axy651310a25z;SYS;708;0;2022-04-16;2025-04-16;EUR;;2022-04-18;46890.58;N;68620.0;8376.08;42972.2;0.0;300.0;0.0;0.0;0.0;;0.0;;1.0;F;;R;4.58;30/360;;;;675.88;36.0;0.0;EUR;0.0;-841783562;0.0026;0.30308;0;;;;;;;;;;;;;;;;;;;;;OPLEA;B;;L7F;PC;MB;N;1.0;;;;73120.0;af073070bxy073070bcfz;VIN;RP;NON;aa964948exy964948e58z;aa964948exy964948e58z;XY;;;;;0.0;;;a2e7854c0xye7854c091z;;;;;N;N;Operating lease;;;;Other;;;;;;;2508;31;ab7ad2exy173z;Benzin;E 450 4M;E-Klasse;W213;E 450 4MATIC;213059;F;2022-04-30;60243.92;X;0.0;;;46890.58;31;31;45387.05955918587;96.33334;2025-04-16;36;Other;Active;Core Luxury;Y;;6;59868.04;-300.0;25 - 36;0.0;X;;0.0;F;;;2022-04-16;PF_F;0.12206;45387.05956;Current;0.04373865165971818;0.04462621620469959;-0.002073158631271818;0.4149383875934255;12.0;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;OPLEA
XY;50;XY1001;XY10;2024-10-31;a8f03e353xyf03e353cbz;SYS;708;0;2020-08-01;2026-02-01;EUR;;2020-08-24;8128.19;N;30813.63;0.0;0.0;0.0;1014.21;0.0;0.0;692.3;;0.0;;1.0;F;;R;3.99;Act/Act;;;;520.75;66.0;0.0;EUR;0.0;5329075;0.00657;0.381;0;;;;;;;;;;;;;;;;;;;;;STFIN;N;;12;PC;MB;U;1.0;;;;;a7b552d14xyb552d149az;VIN;RP;NON;a99fdc919xy9fdc91923z;a99fdc919xy9fdc91923z;XY;;;;;1.0;;;acc4d696axyc4d696a39z;;;;;N;N;Loan retail;;;;Other;;;;;;;2511;28;a258b7dxybb7z;xx;xx;xx;xx;xx;xx;xx;2020-08-31;30813.63;X;1.0;;;8128.19;51;81;8122.238406553757;66.0;2026-02-01;66;Other;Active;;Y;;15;31135.54;-321.9100000000001;61 - 72;1.0;X;;0.0;F;;;2020-08-01;PF_F;0.0;8122.23841;Current;0.03603239041308723;0.03663342378882013;-0.0038675539334748973;0.37398655390863744;12.00220141886623;N;;0;No-Default;N;0;0;N;N;XYORGF;TM1;RDR;XYORGF;2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;STFIN
