MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;23;2022-05-26;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;ad88445abxy88445ab28z;4.99;;1181.69;;EUR;;ab51b0456xy51b04566dz;ab51b0456xy51b04566dz;;Act/Act;aaf0922a3xyf0922a336z;;0.0;EUR;0.0;50;;2000.0;XYORGF;XYORGF;RDR;TM1;;2028-06-06;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1007.34;72.0;;;;;;;0.414;;N;;;39564.41;U;;;;;R;0.00114;1.0;;;;;ab51b0456xy51b04566dz::SYS_XY1000;;;;;;;;2024-10-31;;N;N;64453.87;0.0;0.0;SYS;2022-05-24;0;0.0;;;;0;1;;a71c52859xy1c528597ez;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;23;2022-08-26;;;;995.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a4a4df4f8xya4df4f859z;5.54;;386.89;;EUR;;a3990df7axy990df7ad8z;a3990df7axy990df7ad8z;;Act/Act;ae03ef400xy03ef400dcz;;414.48;EUR;30.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2027-12-04;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;710.8;63.0;;;;;;;0.414;;N;;;24551.73;U;;;;;R;0.00661;1.0;;;;;a3990df7axy990df7ad8z::SYS_XY1000;;;;;;;;2024-10-31;;N;N;37694.9;1.0;0.0;SYS;2022-08-20;0;0.0;;;;0;1;;a97d1cd6cxy7d1cd6c50z;VIN;
2025-05-12 12:35:38.800057;2025-05-12 12:35:38.800057;INVALID;;2022-03-15;;;;0.0;XY;2022-03-03;VA;XY10;0.0;8205;XY;NON;CF;;MB;;;Q3 2021 - Van 4,99 % New;a161c2eb6xy61c2eb6c5z;0.07;;0.0;;EUR;N;abbd91f09xybd91f09bez;a3f859f14xyf859f1466z;;30/360;acb9fc06axyb9fc06aaaz;;0.0;EUR;0.0;50;;9117.06;XYORGF;XYORGF;RDR;TM1;;2025-03-02;;;0.0;FILEA;F;;XY1001;N;;543.35;Finance lease;;;;;;;;;;;;;50709.0;N;;;3960.83;N;;;0.0;;A;0.0;1.0;;Internal;;;a3f859f14xyf859f1466z::SYS_XY1000;;RSB;4.0;5.3;Fleet;;;2024-10-31;;N;N;52584.7;517.0;0.0;SYS;2022-03-03;0;0.0;;;;0;1;;ad25173b3xy25173b33bz;VIN;
2025-05-15 07:35:41.759406;2025-05-15 07:35:41.759406;INVALID;SAA241;2023-06-30;;;;1480.0;XY;2014-04-01;PC;XY10;0.0;2287;XY;NON;RSB;;MB;;;004S0115S0122S0167;aca1a8addxya1a8add87z;9.99;;326.7;;EUR;N;abaee0226xyaee022664z;abaee0226xyaee022664z;;30/360;a653898d2xy53898d29dz;;0.0;EUR;0.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2025-06-28;;;490.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;;;;;;;;;;64900.0;N;;;1072.63;U;;;0.0;;;;;;;;;abaee0226xyaee022664z::SYS_XY1000;;PI2013;;8.0;;;;2025-04-30;;N;N;10300.1;487.0;0.0;SYS;2023-06-28;0;0.0;;;;0;1;;a26b0a847xy6b0a84721z;VIN;
2025-05-12 12:35:38.800057;2025-05-12 12:35:38.800057;INVALID;;2023-12-11;;;;0.0;XY;2019-01-14;PC;XY10;20000.0;8205;XY;NON;RSB;;MB;;;Q4-2023- 6,99% Used;a8f6457b2xyf6457b26az;0.07;;0.0;;EUR;N;aa627a79exy627a79e24z;a6ca15a72xyca15a7207z;;30/360;a7971f91bxy971f91b2bz;;0.0;EUR;0.0;50;;16091.2;XYORGF;XYORGF;RDR;TM1;;2026-06-10;;;0.0;BFLEA;F;;XY1001;N;;478.06;Finance lease;;;;;;;;;;;;;94290.0;N;;;31524.43;U;;;0.0;;A;0.0;1.0;;Internal;;;a6ca15a72xyca15a7207z::SYS_XY1000;;SME;4.0;0.0;;;;2024-10-31;;N;N;54336.2;483.0;0.0;SYS;2023-12-11;0;0.0;;;;0;1;;ac532e2d1xy532e2d1fdz;VIN;
2025-05-12 12:35:38.800057;2025-05-12 12:35:38.800057;INVALID;;2022-10-18;;;;0.0;XY;2018-09-13;VA;XY10;0.0;8205;XY;NON;RSB;;MB;;; Q4-2022 - Van 7,99% Used ;a92b8722fxy2b8722f26z;0.08;;0.0;;EUR;N;a6a99216exya99216eb5z;a6a99216exya99216eb5z;;30/360;a06c53172xy6c53172b6z;;0.0;EUR;0.0;50;;10000.0;XYORGF;XYORGF;RDR;TM1;;2025-10-16;;;0.0;FILEA;F;;XY1001;N;;279.65;Finance lease;;;;;;;;;;;;;37865.0;N;;;7107.07;U;;;0.0;;A;0.0;1.0;;Internal;;;a6a99216exya99216eb5z::SYS_XY1000;;SME;4.0;0.0;;;;2024-10-31;;N;N;32372.2;522.0;0.0;SYS;2022-10-17;0;0.0;;;;0;1;;ac012475cxy012475ca3z;VIN;
2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID;ABS;2021-06-14;;;;0.0;XY;;PC;XY10;0.0;3279;XY;NON;RP;910.0;MB;Other;;869;aa164a4ffxy164a4ff6cz;0.04;;0.0;N;EUR;N;a56fafa73xy6fafa7382z;a56fafa73xy6fafa7382z;;Act/Act;ac364b951xy364b951e5z;;0.0;EUR;0.0;50;0.0;6500.0;XYORGF;XYORGF;RDR;TM1;;2027-06-12;;;0.0;STFIN;F;0.0;XY1001;N;;0.0;Loan retail;;;;0.0;0.0;;;;;;2021-06-12;0.35;26500.0;N;0.0;;16256.68;U;2027-06-12;;0.0;;R;0.0036;1.0;;;;;a56fafa73xy6fafa7382z::SYS_XY1000;3002.0;ACE;;0.0;;;;2024-10-31;;N;N;40326.85;281.0;0.0;SYS;2021-06-12;0;290.57;0.0;;;0;1;1.0;abd2015ddxyd2015dd1fz;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2021-11-30;;;;2499.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a5efd8b07xyefd8b0727z;7.29;;1978.91;;EUR;;a9fdaa902xyfdaa9022fz;a9fdaa902xyfdaa9022fz;2024-10-04;Act/Act;ad498b4f7xy498b4f7f6z;;0.0;EUR;0.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2028-01-15;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;654.69;73.0;;;;;;;0.416;;N;;;20511.48;U;;;;;R;0.01564;1.0;;;;;a9fdaa902xyfdaa9022fz::SYS_XY1000;;;;;;;;2024-10-31;;Y;N;35474.36;2.0;0.0;SYS;2021-11-30;0;0.0;;;;0;1;;a2b7140dfxyb7140dfd7z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2024-01-17;;;;112.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;aa77f9753xy77f97535dz;10.39;;1954.49;;EUR;;a2499e719xy499e71926z;a2499e719xy499e71926z;;Act/Act;a0dc093c9xydc093c965z;;0.0;EUR;0.0;50;;2500.0;XYORGF;XYORGF;RDR;TM1;;2030-01-25;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;600.28;72.0;;;;;;;0.39;;N;;;29102.31;U;;;;;R;0.01759;1.0;;;;;a2499e719xy499e71926z::SYS_XY1000;;;;;;;;2024-10-31;;N;N;34312.62;2.0;0.0;SYS;2024-01-10;0;0.0;;;;0;1;;aff3d9d20xyf3d9d2093z;VIN;
2025-05-12 12:35:38.800057;2025-05-12 12:35:38.800057;INVALID;;2024-04-17;;;;0.0;XY;2022-11-10;PC;XY10;9861.0;8205;XY;NON;RP;;MB;;;Q2-2024- 7,99% Used;a20358053xy03580530az;0.07;;0.0;;EUR;N;a9286fe2cxy286fe2cdaz;a9286fe2cxy286fe2cdaz;;30/360;a75456c3cxy5456c3c9ez;;0.0;EUR;0.0;50;;13250.0;XYORGF;XYORGF;RDR;TM1;;2029-04-14;;;0.0;BFLEA;F;;XY1001;N;;0.0;Loan retail;;;;;;;;;;;;;42028.0;N;;;24010.24;U;;;0.0;;R;0.0;1.0;;Internal;;;a9286fe2cxy286fe2cdaz::SYS_XY1000;;RP;2.0;0.0;;;;2024-10-31;;N;N;38583.0;260.0;0.0;SYS;2024-04-15;0;0.0;;;;0;1;;a6a183c79xya183c79e4z;VIN;
