wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;afda0b661xyda0b661e6z;SYS;708;;2015-03-23;2014-06-18;;2014-08-11;31804.4;;EUR;31804.4;2014-08-11;75.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a82a109c8xy2a109c8aaz;SYS;708;;2015-04-24;2015-02-23;;2015-02-28;22085.0;;EUR;22085.0;2015-02-28;1678.98;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a01bf6301xy1bf63010bz;SYS;709;0.0;2013-12-17;2012-02-06;2011-12-19;2012-02-06;23750.0;;EUR;23791.48;2013-12-17;5086.33;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a8d6ca021xyd6ca0219bz;SYS;709;0.0;2017-06-30;2017-05-26;2017-05-26;2017-06-30;19500.0;;EUR;19500.0;2017-06-30;8297.98;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a4279f2d6xy279f2d610z;SYS;708;;2019-10-28;2018-11-30;;;;;EUR;;;90.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a08ed405fxy8ed405f6dz;SYS;708;;2022-03-06;2021-08-13;;;;;EUR;;;468.14;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5e4c0ad3xye4c0ad344z;SYS;1042;;2019-07-24;2019-07-24;;;;TOTAL;EUR;;;133.65;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a77d7ce75xy7d7ce7506z;SYS;708;;2010-11-24;2009-02-19;;2009-02-19;24561.0;;EUR;24814.12;2010-11-24;50.63;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a539d1f59xy39d1f59c9z;SYS;708;;2019-05-27;2019-04-01;;;;;EUR;;;0.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ad42cb38axy42cb38aa9z;SYS;708;;2018-04-29;2017-08-18;;;;;EUR;;;151.03;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a34ab4230xy4ab4230ebz;SYS;708;;2019-02-11;2017-01-13;;;;;EUR;361.93;2019-02-11;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;add517b0axyd517b0a15z;SYS;709;0.0;2006-04-30;2006-04-30;;2006-07-07;22000.0;;EUR;22000.0;2006-07-07;50.0;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a930694dexy30694dea1z;SYS;708;;2024-09-09;2024-05-10;2024-05-03;2024-09-30;23722.0;;EUR;26025.34;2024-09-09;9723.36;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a826acf1dxy26acf1dfbz;SYS;2287;;2011-11-09;2011-11-09;;;0.0;TOTAL;EUR;0.0;;50.0;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2025-04-30;af6ae68f0xy6ae68f0abz;SYS;2287;;2022-10-10;2022-10-10;;;0.0;TOTAL;EUR;0.0;;50.0;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2025-04-30;a7056220bxy056220b62z;SYS;2287;;2017-10-04;2017-10-04;;;0.0;TOTAL;EUR;0.0;;50.0;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;acd35a3e8xyd35a3e83fz;SYS;708;;2021-06-27;2021-03-01;;;;;EUR;3.7;2021-06-27;385.62;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;afd0c243axyd0c243aa6z;SYS;3279;0.0;2023-11-17;2023-11-17;;;;;EUR;0.0;;0.05;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
