cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a8e77a8cbxye77a8cb0bz;SYS;Installment;2022-01-11;469.43;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a12da2c29xy2da2c29aaz;SYS;Installment;2028-06-21;3037.01;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3049ba3bxy049ba3b70z;SYS;Installment;2024-04-30;1990.06;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa3cff9c0xy3cff9c06dz;SYS;Installment;2024-09-29;888.42;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;ae725ece7xy725ece7dcz;SYS;Installment;2024-10-20;1175.36;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;ad50615d1xy50615d12ez;SYS;Installment;2024-11-05;737.59;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0535f5b9xy535f5b956z;SYS;Installment;2026-05-14;747.03;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;ac381f432xy381f432cdz;SYS;Installment;2023-12-18;1277.29;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;afb077524xyb07752415z;SYS;Installment;2022-03-27;431.93;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a587ce557xy87ce55756z;SYS;Installment;2024-04-05;524.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8c0a62aexyc0a62ae55z;SYS;Installment;2025-07-11;3082.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1e6a3f98xye6a3f9821z;SYS;Installment;2021-05-14;434.18;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1920066bxy920066bd0z;SYS;Installment;2026-07-24;418.92;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae7c289adxy7c289ad4dz;SYS;Installment;2021-01-01;477.46;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ad9fb7eb3xy9fb7eb335z;SYS;Installment;2022-08-28;2181.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;ac2c8f490xy2c8f4901cz;SYS;Installment;2025-02-13;1891.81;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a5a822ac9xya822ac9daz;SYS;Installment;2025-08-27;2420.28;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a6b89e931xyb89e931cfz;SYS;Installment;2022-02-19;1170.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa395c2f3xy395c2f340z;SYS;Installment;2023-01-26;470.66;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac7e6318axy7e6318a84z;SYS;Installment;2024-12-25;880.83;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a3e6a1fe2xye6a1fe2e9z;SYS;Installment;2025-01-25;1990.65;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa332435axy332435ab2z;SYS;Installment;2026-03-18;1650.4;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5220b198xy220b19896z;SYS;Installment;2022-11-19;1102.21;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a748b2f31xy48b2f3119z;SYS;Installment;2023-02-14;989.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a412e0a55xy12e0a55e5z;SYS;Installment;2022-08-21;1146.48;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a993dd273xy93dd273e0z;SYS;Installment;2024-12-01;391.82;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a5e5507fexye5507fe61z;SYS;Installment;2025-02-25;1250.39;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afb077524xyb07752415z;SYS;Installment;2022-06-27;431.93;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8440a794xy440a7946bz;SYS;Installment;2019-05-06;627.09;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1c9a7a1dxyc9a7a1d51z;SYS;Installment;2024-02-14;774.63;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;aa96c9b57xy96c9b57bbz;SYS;Installment;2026-10-27;1586.52;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;adf9948e4xyf9948e41fz;SYS;Installment;2023-10-03;748.3;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac39e5e90xy39e5e90b7z;SYS;Installment;2021-02-14;446.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
