MGT_InsertTime;MGT_UpdateTime;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_alm_flag;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_drv_risk_flag;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag;ifc_id;pgr_id
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;2D;2022-12-27;;;;895.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a56248b39xy6248b397bz;2.99;;655.6;;EUR;;a0d41c274xyd41c27439z;a0d41c274xyd41c27439z;;Act/Act;abfad38f9xyfad38f984z;;0.0;EUR;0.0;50;;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2026-01-07;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1328.15;36.0;;;;;;;0.414;;N;;;19562.47;U;;;;;R;0.00114;1.0;;;;;-1621259422;;;;;;;;2024-10-31;;N;N;44725.73;0.0;0.0;SYS;2022-12-23;0;3047.2;;;;0;1.0;;a5a540048xya5400483fz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;L7F;2023-08-03;;;;300.0;XY;;PC;XY10;40944.2;708;XY;NON;RP;;MB;Other;;;a2b774145xyb77414540z;7.75;;2791.53;;EUR;;a4525d063xy525d0631az;a4525d063xy525d0631az;;30/360;a186ec2b4xy86ec2b406z;;0.0;EUR;0.0;50;;11205.55;N;XYORGF;XYORGF;RDR;TM1;N;;2027-07-14;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;1761.35;48.0;;;;;;;0.33446;110660.0;N;;;89929.2;N;;;;;R;0.00253;1.0;;;;;714797233;;;;;;;;2024-10-31;;N;B;113140.0;0.0;0.0;SYS;2023-07-14;0;0.0;;;;0;1.0;;a0ef9d1fcxyef9d1fc01z;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2023-12-05;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;a864a8b52xy64a8b52d2z;10.89;;3992.87;;EUR;;aebc10a9exybc10a9e5fz;aebc10a9exybc10a9e5fz;;Act/Act;a119c0b04xy19c0b041ez;;0.0;EUR;0.0;50;;43838.5;N;XYORGF;XYORGF;RDR;TM1;N;;2029-11-22;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1328.45;72.0;;;;;;;0.338;94115.0;N;;;62195.17;N;;;;;R;0.02424;1.0;;;;;84923157;;;;;;;;2024-10-31;;N;N;113838.5;2.0;0.0;SYS;2023-11-22;0;0.0;;;;0;1.0;;a208c6bf9xy08c6bf932z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2022-11-15;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a6c6369a4xyc6369a448z;12.19;;1480.95;;EUR;;a40d76635xy0d76635a3z;a40d76635xy0d76635a3z;2024-06-11;Act/Act;a2e7854c0xye7854c091z;;2150.78;EUR;45.0;50;;4000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-12-16;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1029.96;73.0;;;;;;;0.414;;N;;;43051.07;U;;;;;R;0.02547;1.0;;;;;-770233471;;;;;;;;2024-10-31;;Y;N;56153.04;3.0;0.0;SYS;2022-11-01;0;0.0;;;;0;1.0;;a27b1f605xy7b1f6053dz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;23;2021-10-21;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a2623e69dxy623e69d36z;3.79;;2666.57;;EUR;;ab001bd63xy001bd6366z;ab001bd63xy001bd6366z;;Act/Act;ae0d78e92xy0d78e920bz;;0.0;EUR;0.0;50;;21037.36;N;XYORGF;XYORGF;RDR;TM1;N;;2027-11-04;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1168.16;72.0;;;;;;;0.345;91105.0;N;;;40843.68;N;;;;;R;0.0018;1.0;;;;;1195193770;;;;;;;;2024-10-31;;N;N;96043.43;0.0;0.0;SYS;2021-10-20;0;0.0;;;;0;1.0;;a810a20acxy10a20acb8z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;12;2020-12-24;;;;857.85;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;aa9d8748cxy9d8748cfcz;3.99;;867.79;;EUR;;a5e9ecee8xye9ecee8d7z;a5e9ecee8xye9ecee8d7z;;Act/Act;abb569efaxyb569efa5cz;;0.0;EUR;0.0;50;;17500.0;N;XYORGF;XYORGF;RDR;TM1;N;;2026-12-30;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;486.31;72.0;;;;;;;0.381;;N;;;12093.58;U;;;;;R;0.00119;1.0;;;;;-1214961890;;;;;;;;2024-10-31;;N;N;47686.93;0.0;0.0;SYS;2020-12-16;0;0.0;;;;0;1.0;;aafb4abdfxyfb4abdf8fz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2019-09-24;;;;995.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a514c7318xy14c731819z;3.99;;1166.91;;EUR;;aba99c1e0xya99c1e012z;aba99c1e0xya99c1e012z;2024-06-07;Act/Act;a0e2421fdxye2421fd8bz;;487.34;EUR;30.0;50;;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2026-05-05;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;611.83;79.0;;;;;;;0.346;;N;;;12358.15;U;;;;;R;0.0064;1.0;;;;;161493432;;;;;;;;2024-10-31;;Y;N;38059.0;1.0;0.0;SYS;2019-09-20;0;1059.34;;;;0;1.0;;aa65beeddxy65beedddez;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2024-03-11;;;;0.0;XY;;VA;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;a0619c658xy619c658dfz;6.9;;300.0;;EUR;;ab4cd4d98xy4cd4d9847z;a6b414a6fxyb414a6fbaz;;Act/Act;a1e04d717xye04d7174cz;;0.0;EUR;0.0;50;;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2030-03-20;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1005.76;72.0;;;;;;;0.338;56488.0;N;;;54543.44;N;;;;;R;0.01182;1.0;;;;;-1706816421;;;;;;;;2024-10-31;;N;N;59011.5;1.0;0.0;SYS;2024-03-07;0;976.13;;;;0;1.0;;ac202acecxy202acec8cz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;23;2022-09-09;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a75b6b7cexy5b6b7ce33z;10.89;;1678.52;;EUR;;abd773276xyd773276cbz;abd773276xyd773276cbz;;Act/Act;a7bf5e33bxybf5e33bc4z;;0.0;EUR;0.0;50;;13358.0;N;XYORGF;XYORGF;RDR;TM1;N;;2027-09-04;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;888.69;60.0;;;;;;;0.414;;N;;;26746.78;U;;;;;R;0.02547;1.0;;;;;2072510142;;;;;;;;2024-10-31;;N;N;54149.54;3.0;0.0;SYS;2022-08-20;0;0.0;;;;0;1.0;;afcd966c5xycd966c558z;VIN;;28;2511
2025-05-15 09:01:23.338997;2025-05-15 09:01:23.338997;;2021-07-12;;;;0.0;XY;2021-06-09;VA;XY10;4500.0;1042;XY;NON;RSB;;MB;;;no campaign;a47d15449xy7d1544902z;9.0;;0.0;;EUR;;acf48c390xyf48c39036z;acf48c390xyf48c39036z;;30/360;afdbbae90xydbbae9033z;;0.0;EUR;0.0;50;0.0;4440.0;N;XYORGF;XYORGF;RDR;TM1;N;;2026-06-30;;;0.0;BFLEA;V;3.0;XY1001;N;;0.0;Finance lease;;;;;;;;;;;2024-08-31;;19264.0;;;;6581.88;N;2024-11-30;;;;;;1.0;;;;;-2008273092;;;;;;;;2024-10-31;;N;N;14800.0;;0.0;SYS;2021-07-01;0;0.0;;;;0;1.0;1.0;a80cd2ca6xy0cd2ca69bz;VIN;;30;2510
