MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;23A;2022-12-23;;;;300.0;XY;;PC;XY10;22010.0;708;XY;NON;RP;;MB;Other;;;a78db9a0axy8db9a0ae8z;6.51;;500.0;;EUR;;a56b4818axy6b4818ac5z;a56b4818axy6b4818ac5z;;30/360;a9bd02ee4xybd02ee429z;;0.0;EUR;0.0;50;;3641.95;XYORGF;XYORGF;RDR;TM1;;2025-12-14;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;509.64;36.0;;;;;;;0.30308;;N;;;27856.86;U;;;;;R;0.0026;1.0;;;;;a56b4818axy6b4818ac5z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;37379.0;0.0;0.0;SYS;2022-12-14;0;0.0;;;;0;1;;a9322ad26xy322ad26faz;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;L7F;2024-03-25;;;;4382.19;XY;;PC;XY10;32935.2;708;XY;NON;RP;;MB;Other;;;aae4fefb3xye4fefb3aez;9.52;;3092.42;;EUR;;a21ad5eafxy1ad5eaf7dz;a21ad5eafxy1ad5eaf7dz;;30/360;ae03ef400xy03ef400dcz;;0.0;EUR;0.0;50;;19.81;XYORGF;XYORGF;RDR;TM1;;2028-03-22;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;1294.19;48.0;;;;;;;0.33446;66315.0;N;;;67470.84;N;;;;;R;0.01413;1.0;;;;;a21ad5eafxy1ad5eaf7dz::SYS_XY1000;;;;;;;;2024-10-31;;N;B;69283.0;1.0;0.0;SYS;2024-03-22;0;0.0;;;;0;1;;a8c721894xyc72189453z;VIN;
2025-04-23 12:59:37.304075;2025-04-23 12:59:37.304075;INVALID;;2021-02-08;;;;0.0;XY;;VA;XY10;15255.63;709;XY;NON;RSB;910.0;MB;Other;;880;a8051842cxy051842ca3z;0.01;;0.0;N;EUR;N;a938d3a79xy38d3a798ez;a938d3a79xy38d3a798ez;;30/360;abc830411xyc8304113dz;;0.0;EUR;0.0;50;0.0;5000.0;XYORGF;XYORGF;RDR;TM1;;2026-02-04;;;0.0;FILEA;F;0.0;XY1001;N;;0.0;Finance lease;;;;0.0;0.0;;;;;;2021-02-04;0.23;39117.0;N;0.0;;19904.66;N;2026-02-04;;0.0;;A;0.01;1.0;;;;;a938d3a79xy38d3a798ez::SYS_XY1000;3105.0;ACE;;0.0;;;;2024-10-31;;N;U;40238.98;251.0;0.0;SYS;2021-02-04;0;1549.88;0.0;;;0;1;1.0;a44498461xy4498461b2z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;24A;2023-04-11;;;;0.0;XY;;PC;XY10;27310.2;708;XY;NON;RP;;MB;Other;;;af1832c70xy1832c707az;6.4;;300.0;;EUR;;a8a5ee0ccxya5ee0cc79z;a8a5ee0ccxya5ee0cc79z;;30/360;a5bb12c2fxybb12c2f77z;;0.28;EUR;30.0;50;;456.25;XYORGF;XYORGF;RDR;TM1;;2027-07-08;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;919.15;51.0;;;;;;;0.33446;57970.0;N;;;49461.81;N;;;;;R;0.00253;1.0;;;;;a8a5ee0ccxya5ee0cc79z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;62358.82;0.0;0.0;SYS;2023-04-08;0;0.0;;;;0;1;;aa52c5e5exy52c5e5e7dz;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;L7F;2023-05-17;;;;300.0;XY;;PC;XY10;38012.8;708;XY;NON;RSB;;MB;Other;;;a43b53f79xy3b53f799fz;9.62;;3619.53;;EUR;;abb04419dxyb04419d64z;abb04419dxyb04419d64z;;30/360;aa426bbb1xy426bbb150z;;0.0;EUR;0.0;50;;142.64;XYORGF;XYORGF;RDR;TM1;;2026-05-09;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;1296.2;36.0;;;;;;;0.29561;66080.0;N;;;53523.0;N;;;;;R;0.00253;1.0;;;;;abb04419dxyb04419d64z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;68280.2;0.0;0.0;SYS;2023-05-09;0;0.0;;;;0;1;;afcce5a9bxycce5a9bdez;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2021-01-06;;;;25062.36;XY;;VA;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;a687baf1dxy87baf1d6ez;5.9;;1772.57;;EUR;;a2cff3a82xycff3a8262z;abbd655cdxybd655cd51z;;Act/Act;a9cca7f37xycca7f377az;;42653.85;EUR;131.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2026-12-29;;;0.0;STFIN;F;;XY1001;Y;;866.0;Loan retail;;;;1228.46;72.0;;;;;;;0.344;49110.0;N;;;0.0;N;;;;;R;0.0062;1.0;;;;;abbd655cdxybd655cd51z::SYS_XY1000;;;;;;;;2024-10-31;;N;N;49110.0;;0.0;SYS;2020-12-15;1;670.57;;;;5;1;;aceaae64exyeaae64e7ez;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;;2024-08-21;;;;300.0;XY;;PC;XY10;36490.3;708;XY;NON;RP;;MB;Other;;;a7f1dd83exyf1dd83e41z;9.11;;2673.53;;EUR;;a45f2d690xy5f2d690e2z;a45f2d690xy5f2d690e2z;;30/360;a96bcd6d2xy6bcd6d2ecz;;44.16;EUR;30.0;50;;3107.43;XYORGF;XYORGF;RDR;TM1;;2028-08-12;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;1212.22;48.0;;;;;;;0.33446;72170.0;N;;;74505.14;N;;;;;R;0.01413;1.0;;;;;a45f2d690xy5f2d690e2z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;76365.0;1.0;0.0;SYS;2024-08-12;0;0.0;;;;0;1;;a212fec4axy12fec4a81z;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;12;2020-08-17;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a6a195e8fxya195e8f2cz;2.99;;967.44;;EUR;;a2b1b5396xyb1b5396b4z;a2b1b5396xyb1b5396b4z;;Act/Act;a77d2749exy7d2749e16z;;0.0;EUR;0.0;50;;3000.0;XYORGF;XYORGF;RDR;TM1;;2026-08-29;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;606.23;72.0;;;;;;;0.34;47920.0;N;;;12963.99;N;;;;;R;0.01113;1.0;;;;;a2b1b5396xyb1b5396b4z::SYS_XY1000;;;;;;;;2024-10-31;;N;N;42865.82;1.0;0.0;SYS;2020-08-15;0;2608.5;;;;0;1;;a9dfb8e12xydfb8e12f4z;VIN;
2025-05-12 12:35:38.800057;2025-05-12 12:35:38.800057;INVALID;;2024-07-17;;;;0.0;XY;2024-07-05;VA;XY10;24732.77;8204;XY;NON;CF;;MB;;;Mabi Mobility pricing;ad1bbeff5xy1bbeff525z;0.08;;0.0;;EUR;N;a961af22bxy61af22b37z;ad9c71469xy9c71469aez;;30/360;af3ec5b1dxy3ec5b1d80z;;0.0;EUR;0.0;50;;0.0;XYORGF;XYORGF;RDR;TM1;;2026-07-04;;;0.0;BFLEA;F;;XY1001;N;;0.0;Finance lease;;;;;;;;;;;;;41059.0;N;;;29125.93;N;;;0.0;;A;0.0;1.0;;Internal;;;ad9c71469xy9c71469aez::SYS_XY1000;;;;5.65;Fleet;;;2024-10-31;;N;B;30161.92;0.0;0.0;SYS;2024-07-05;0;0.0;;;;0;1;;a4f51958exyf51958e9az;VIN;
2025-04-24 16:00:03.672142;2025-04-24 16:00:03.672142;INVALID;24B;2021-10-19;;;;0.0;XY;;PC;XY10;22046.4;708;XY;NON;RP;;MB;Other;;;ada71883fxya71883fe8z;6.11;;3635.0;;EUR;;ad2f12823xy2f1282370z;ad2f12823xy2f1282370z;;30/360;acd510f61xyd510f6170z;;0.0;EUR;0.0;50;;2161.59;XYORGF;XYORGF;RDR;TM1;;2025-10-18;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;655.44;48.0;;;;;;;0.34692;45930.0;N;;;28163.03;N;;;;;R;0.01188;1.0;;;;;ad2f12823xy2f1282370z::SYS_XY1000;;;;;;;;2024-10-31;;N;B;47430.0;1.0;0.0;SYS;2021-10-18;0;1168.57;;;;0;1;;a1fe10206xyfe10206edz;VIN;
