MGT_InsertTime;MGT_UpdateTime;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_alm_flag;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_drv_risk_flag;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag;ifc_id;pgr_id
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2022-03-03;;;;1495.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a3f4b273dxyf4b273d7fz;6.19;;5097.11;;EUR;;a16e0d393xy6e0d3937dz;a16e0d393xy6e0d3937dz;;Act/Act;a775a0e14xy75a0e1426z;;0.0;EUR;0.0;50;;15000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-03-15;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1785.47;72.0;;;;;;;0.414;;N;;;65933.24;U;;;;;R;0.00661;1.0;;;;;-1459107906;;;;;;;;2024-10-31;;N;N;120387.05;1.0;0.0;SYS;2022-02-28;0;0.0;;;;0;1.0;;a1d047d10xyd047d1053z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2024-07-30;;;;0.0;XY;;VA;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a33cae133xy3cae133d1z;6.9;;1307.39;;EUR;;a57a8af01xy7a8af0111z;a17930d74xy7930d7489z;;Act/Act;a6865be88xy865be8857z;;0.0;EUR;0.0;50;;3876.81;N;XYORGF;XYORGF;RDR;TM1;N;;2030-08-09;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;853.87;72.0;;;;;;;0.338;53393.0;N;;;49301.25;N;;;;;R;0.01182;1.0;;;;;940572810;;;;;;;;2024-10-31;;N;N;53957.5;1.0;0.0;SYS;2024-07-25;0;2118.48;;;;0;1.0;;a4ef1be68xyef1be684bz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;23;2021-10-19;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;ac245c622xy245c6226ez;3.99;;696.73;;EUR;;a03b1f672xy3b1f67200z;a03b1f672xy3b1f67200z;;Act/Act;a058b0832xy58b083235z;;0.0;EUR;0.0;50;;20000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2027-11-03;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;377.6;72.0;;;;;;;0.416;;N;;;13162.74;U;;;;;R;0.01564;1.0;;;;;-113674240;;;;;;;;2024-10-31;;N;N;44102.76;2.0;0.0;SYS;2021-10-19;0;1102.59;;;;0;1.0;;a543a9072xy43a9072eez;VIN;;28;2511
2025-04-23 13:46:56.996937;2025-04-23 13:46:56.996937;;2024-07-08;;;;0.0;XY;;PC;XY10;45307.2;709;XY;NON;RP;910.0;MB;Other;;794;a94a0559cxy4a0559c21z;0.02;;150.0;N;EUR;N;a1bd073cfxybd073cfdbz;a1bd073cfxybd073cfdbz;;30/360;ab5df18bfxy5df18bf6az;;0.0;EUR;0.0;50;0.0;15000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-06-29;;;0.0;OPLEA;F;0.0;XY1001;N;;0.0;Operating lease;;;;0.0;0.0;;;;;;2024-06-29;0.21;94390.0;N;0.0;;98201.09;N;2028-06-29;;0.0;;A;0.01;1.0;;;;;1644857612;3105.0;ACE;;0.0;;;;2024-10-31;;N;B;113360.22;269.0;1350.0;SYS;2024-06-29;0;10413.02;0.0;;;0;1.0;1.0;a2ba65db9xyba65db91az;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;L7F;2023-10-16;;;;300.0;XY;;PC;XY10;31923.0;708;XY;NON;RP;;MB;Other;;;aa13da69bxy13da69bd2z;7.35;;940.5;;EUR;;a19b90547xy9b9054720z;a19b90547xy9b9054720z;;30/360;abb569efaxyb569efa5cz;;0.0;EUR;0.0;50;;2933.42;N;XYORGF;XYORGF;RDR;TM1;N;;2026-10-14;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;625.63;36.0;;;;;;;0.29561;53205.0;N;;;42413.61;N;;;;;R;0.01177;1.0;;;;;1338270555;;;;;;;;2024-10-31;;N;B;47739.33;1.0;0.0;SYS;2023-10-14;0;387.73;;;;0;1.0;;a74ee8d9fxy4ee8d9f74z;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;2D;2021-12-06;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a5fcbf241xyfcbf241ccz;2.99;;1480.39;;EUR;;a05413291xy541329172z;a05413291xy541329172z;;Act/Act;aaececd12xyececd1238z;;0.0;EUR;0.0;50;;13000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2027-12-11;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;865.02;72.0;;;;;;;0.345;51755.0;N;;;31374.47;N;;;;;R;0.01079;1.0;;;;;1291411222;;;;;;;;2024-10-31;;N;N;69883.45;1.0;0.0;SYS;2021-11-27;0;3617.15;;;;0;1.0;;a9bfcfc8dxybfcfc8d4dz;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2023-10-23;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;a02984403xy2984403c3z;9.09;;956.07;;EUR;;a3af40a83xyaf40a83f8z;a3af40a83xyaf40a83f8z;;Act/Act;a61168fb3xy1168fb3acz;;0.0;EUR;0.0;50;;20000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-11-05;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;453.48;60.0;;;;;;;0.39;;N;;;17706.3;U;;;;;R;0.00108;1.0;;;;;-1358732972;;;;;;;;2024-10-31;;N;N;41717.36;0.0;0.0;SYS;2023-10-21;0;0.0;;;;0;1.0;;aaa67012bxya67012b95z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;24B;2023-04-28;;;;14282.29;XY;;PC;XY10;47862.9;708;XY;NON;RP;;MB;Other;;;ae2715f12xy2715f12f8z;6.38;;500.0;;EUR;;a33eadb12xy3eadb12c2z;a33eadb12xy3eadb12c2z;;30/360;a3aa3c73dxyaa3c73de8z;;0.0;EUR;0.0;50;;5131.21;N;XYORGF;XYORGF;RDR;TM1;N;;2028-04-26;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;2720.68;60.0;;;;;;;0.33446;123595.0;N;;;140083.3;N;;;;;R;0.00253;1.0;;;;;-1619349124;;;;;;;;2024-10-31;;N;B;165848.88;0.0;0.0;SYS;2023-04-26;0;0.0;;;;0;1.0;;a4861ff8cxy861ff8c34z;VIN;;31;2508
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2023-10-25;;;;0.0;XY;;PC;XY10;0.0;708;XY;NON;RP;;MB;Other;;;aa096556bxy096556b07z;9.59;;1938.63;;EUR;;af20d3c9fxy20d3c9f52z;af20d3c9fxy20d3c9f52z;;Act/Act;ab56f249exy56f249effz;;0.0;EUR;0.0;50;;7500.0;N;XYORGF;XYORGF;RDR;TM1;N;;2029-10-22;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;890.93;72.0;;;;;;;0.39;;N;;;42446.73;U;;;;;R;0.02444;1.0;;;;;540217216;;;;;;;;2024-10-31;;N;N;56144.99;;0.0;SYS;2023-10-23;0;0.0;;;;0;1.0;;a677545daxy77545daf0z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2021-06-21;;;;4753.51;XY;;VA;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;ab3294072xy329407222z;5.9;;1101.24;;EUR;;af4f9ce32xy4f9ce32f7z;a361a04bfxy61a04bf44z;;Act/Act;acd200b72xyd200b7241z;;0.0;EUR;0.0;50;;5000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2027-06-27;;;0.0;STFIN;F;;XY1001;N;;27.2;Loan retail;;;;762.1;72.0;;;;;;;0.344;46249.0;N;;;15967.34;N;;;;;R;0.0062;1.0;;;;;1455808081;;;;;;;;2024-10-31;;N;N;46249.0;;0.0;SYS;2021-06-12;0;118.45;;;;0;1.0;;a69720254xy972025444z;VIN;;28;2511
