MGT_InsertTime;MGT_UpdateTime;ctt_abs_code;ctt_acquisition_date;ctt_additional_asset_information;ctt_additional_collateral_amount;ctt_additional_collateral_type;ctt_additional_financed_amount;ctt_analysis_entity;ctt_asset_model_date;ctt_asset_type_segment;ctt_balance_sheet_entity;ctt_balloon_rv;ctt_bevis_id;ctt_borrower_country;ctt_borrower_sub_type;ctt_borrower_type;ctt_branch;ctt_brand;ctt_business_division;ctt_business_line;ctt_campaign;ctt_cms_contract_number;ctt_cmsir;ctt_co_r_v_r;ctt_commission;ctt_continuation_deal;ctt_contract_currency;ctt_credit_impaired;ctt_customer_group_number;ctt_customer_number;ctt_date_of_last_restructuring;ctt_day_conv;ctt_dealer;ctt_delinquency_reason_code;ctt_delinquent_amount;ctt_delinquent_amount_ccy;ctt_delinquent_days_contract;ctt_delivering_entity;ctt_deposit_rate;ctt_down_payment;ctt_drv_alm_flag;ctt_drv_portfolio_name_rdr;ctt_drv_portfolio_name_tm1;ctt_drv_portfolio_type_rdr;ctt_drv_portfolio_type_tm1;ctt_drv_risk_flag;ctt_economic_capital_ratio;ctt_end_date;ctt_fda_1;ctt_fda_2;ctt_fee;ctt_financial_product_group;ctt_fix_variable;ctt_fixing_period;ctt_funding_entity;ctt_hostile_termination_flag;ctt_icrsa_flag;ctt_idc;ctt_ifrs9_classification;ctt_ifrs9_country_region;ctt_impaired_information;ctt_industry_segmentation;ctt_installment;ctt_installment_count;ctt_insurance_ancillary;ctt_insurance_gap;ctt_insurance_motor;ctt_insurance_ppi;ctt_insurance_warranty;ctt_last_fixing;ctt_lgd;ctt_list_price;ctt_loan_commitment_flag;ctt_loan_limit;ctt_model_sap;ctt_nbv_local_cms;ctt_new_used;ctt_next_fixing;ctt_nib_ratio;ctt_number_restructurings;ctt_opex;ctt_payment_mode;ctt_pd;ctt_period_in_month;ctt_portfolio;ctt_portfolio_cr;ctt_portfolio_pp;ctt_portfolio_tm1;ctt_position_id;ctt_product_sap;ctt_r_model_score_card;ctt_r_model_score_card_version;ctt_rating;ctt_rating_name;ctt_rating_scoring_flag;ctt_rating_version;ctt_reporting_date;ctt_reserves_segment_contract;ctt_restructuring_flag;ctt_rv_guarantee_flag;ctt_sales_price;ctt_scoring;ctt_security_deposit;ctt_source_system;ctt_start_date;ctt_status;ctt_subsidy;ctt_subsidy_percent;ctt_tax_rate;ctt_trade_date;ctt_triggering_event_flag;ctt_units;ctt_variable_type;ctt_vin;ctt_vin_type;ctt_written_off_flag;ifc_id;pgr_id
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2024-01-05;;;;1695.0;XY;;VA;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;a5eb0e5b6xyeb0e5b6f7z;8.94;;2646.54;;EUR;;a34500668xy450066823z;a3edef541xyedef541c0z;;Act/Act;ae25100efxy25100ef80z;;1592.3;EUR;6.0;50;;10000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2029-12-25;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1326.9;72.0;;;;;;;0.338;79972.0;N;;;67436.9;N;;;;;R;0.00985;1.0;;;;;-114723503;;;;;;;;2024-10-31;;N;N;81783.29;1.0;0.0;SYS;2023-12-11;0;0.0;;;;0;1.0;;a6f94d534xyf94d53427z;VIN;;28;2511
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2022-10-28;;;;2835.48;XY;;PC;XY10;18628.05;708;XY;NON;RP;;MB;Other;;;a3fea5986xyfea598610z;10.67;;725.34;;EUR;;abcfc6780xycfc678074z;abcfc6780xycfc678074z;;30/360;aae1634ddxye1634ddbez;;0.0;EUR;0.0;50;;898.63;N;XYORGF;XYORGF;RDR;TM1;N;;2026-10-28;;;795.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;724.48;48.0;;;;;;;0.34893;;N;;;29635.74;U;;;;;R;0.07505;1.0;;;;;1868546398;;;;;;;;2024-10-31;;N;B;37900.0;3.0;0.0;SYS;2022-10-28;0;0.0;;;;0;1.0;;a6f5ea103xyf5ea10373z;VIN;;31;2508
2025-05-14 12:09:29.195521;2025-05-14 12:09:29.195521;;2023-06-30;;;;0.0;XY;;PC;XY10;3045000.0;3250;XY;NON;CF;;MB;Other;RE;14073 ROTF  Agility 20K  Apr'23 Campaign;a9217c26axy217c26acbz;0.0;;0.0;;EUR;N;ac7732092xy77320922ez;ac7732092xy77320922ez;;30/360;a6657d572xy657d57286z;BANK_ACCOUNT_REJECTION;280095.63;EUR;58.0;50;0.0;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-07-04;;;12712.0;OPFIN;F;;XY1001;N;;46494.24;Loan retail;;;NDA;;;;;;;;;0.0;7250000.0;N;;;7050987.66;N;;;;;;0.0;;;;;IND-FS;-128827992;;;;2.66;Rating;;;2024-09-30;;N;T;7837463.0;;128195.0;SYS;2023-06-30;0;206252.0;;;;0;1.0;;a757957c2xy57957c2b6z;VIN;;28;2054
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;;2022-10-31;;;;1500.0;XY;;VA;XY10;0.0;708;XY;NON;RSB;;MB;Other;;;a15993022xy599302266z;8.99;;3964.11;;EUR;;ad46ee0a5xy46ee0a565z;ad46ee0a5xy46ee0a565z;;Act/Act;a1b3d7f23xyb3d7f239fz;;173.58;EUR;30.0;50;;8000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2028-11-15;;;0.0;STFIN;F;;XY1001;N;;0.0;Loan retail;;;;1335.74;73.0;;;;;;;0.345;59821.0;N;;;55224.76;N;;;;;R;0.01074;1.0;;;;;-92337438;;;;;;;;2024-10-31;;N;N;80350.73;1.0;0.0;SYS;2022-10-21;0;0.0;;;;0;1.0;;a69af4bc2xy9af4bc2d4z;VIN;;28;2511
2025-04-23 13:46:56.996937;2025-04-23 13:46:56.996937;;2021-01-14;;;;0.0;XY;;VA;XY10;0.0;709;XY;NON;RSB;910.0;MB;Other;;887;aa1921065xy1921065e9z;0.02;;0.0;N;EUR;N;a9e069485xye0694857bz;a9e069485xye0694857bz;;Act/Act;ac364b951xy364b951e5z;;0.0;EUR;0.0;50;0.0;10000.0;N;XYORGF;XYORGF;RDR;TM1;N;;2026-01-14;;;0.0;STFIN;F;0.0;XY1001;N;;0.0;Loan retail;;;;0.0;0.0;;;;;;2021-01-14;0.37;65331.0;N;0.0;;16384.56;N;2026-01-14;;0.0;;R;0.0036;1.0;;;;;1423451252;3002.0;ACE;;0.0;;;;2024-10-31;;N;N;72393.82;291.0;0.0;SYS;2021-01-14;0;1844.34;0.0;;;0;1.0;1.0;a588737cbxy88737cb67z;VIN;;28;2511
2025-04-30 08:18:19.573592;2025-04-30 08:18:19.573592;;2020-10-08;;;;0.0;XY;2020-08-26;VA;XY10;6830.0;8204;XY;NON;RSB;;MB;;;BMS 2020 Sprinter 0%;a6b2e4d45xyb2e4d4553z;0.04;;0.0;;EUR;N;ade990e6cxye990e6ceez;ade990e6cxye990e6ceez;;30/360;aab869f20xyb869f20a6z;;-1065.85;EUR;20.0;50;;10000.0;Y;XYORGF;XYORGF;RDR;TM1;Y;;2024-10-05;;;0.0;OLOPT;F;;XY1001;N;;150.0;Operating lease;;;;;;;;;;;;;34150.0;N;;;0.0;N;;;0.0;;A;0.0;1.0;;Internal;;;-1346527141;;RSB;5.0;0.0;;;;2024-10-31;;N;B;34150.0;729.0;0.0;SYS;2020-10-06;1;0.0;;;;0;;;ae0b5de47xy0b5de47e4z;VIN;;31;2517
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;L7F;2024-04-02;;;;0.0;XY;;PC;XY10;36772.2;708;XY;NON;RP;;MB;Other;;;ae70b4c5cxy70b4c5c09z;3.84;;300.0;;EUR;;a2be8039fxybe8039f6fz;a2be8039fxybe8039f6fz;;30/360;a5bb12c2fxybb12c2f77z;;0.0;EUR;0.0;50;;1103.76;N;XYORGF;XYORGF;RDR;TM1;N;;2027-03-30;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;706.19;36.0;;;;;;;0.29561;58050.0;N;;;53779.52;N;;;;;R;0.01413;1.0;;;;;881980899;;;;;;;;2024-10-31;;N;B;57909.0;1.0;0.0;SYS;2024-03-30;0;3757.86;;;;0;1.0;;a8307fa9bxy307fa9b25z;VIN;;31;2508
2025-05-15 08:36:22.269992;2025-05-15 08:36:22.269992;;2024-12-28;;;;7666.85;XY;2024-09-25;PC;XY10;45360.0;2287;XY;NON;RSB;;MB;;;004S0066S0122S0171V0001C0275;a106ed8b3xy06ed8b3cbz;6.99;;150.0;;EUR;N;a4dce5cc6xydce5cc6f4z;a4dce5cc6xydce5cc6f4z;;30/360;a8c715cedxyc715ceddbz;;0.0;EUR;0.0;50;;0.0;N;XYORGF;XYORGF;RDR;TM1;N;;2029-12-27;;;590.0;OPFIN;F;;XY1001;N;;0.0;Loan retail;;;;;;;;;;;;;94500.0;N;;;98177.8;N;;;0.0;;;;;;;;;-1032618038;;PI2013;;8.0;;;;2025-04-30;;N;B;94013.1;526.0;0.0;SYS;2024-12-27;0;0.0;;;;0;1.0;;a52bcdbb2xy2bcdbb2f4z;VIN;;28;3374
2025-04-24 17:16:33.029457;2025-04-24 17:16:33.029457;L7F;2021-05-20;;;;0.0;XY;;PC;XY10;24124.8;708;XY;NON;RP;;MB;Other;;;a35da8a4dxy5da8a4db5z;1.4;;400.0;;EUR;;ab9b2431bxy9b2431b1dz;ab9b2431bxy9b2431b1dz;;30/360;a1e408d80xye408d805dz;;0.0;EUR;0.0;50;;22.43;N;XYORGF;XYORGF;RDR;TM1;N;;2025-05-19;;;0.0;OPLEA;F;;XY1001;N;;0.0;Operating lease;;;;614.3;48.0;;;;;;;0.34692;48500.0;N;;;27892.74;N;;;;;R;0.01188;1.0;;;;;458977654;;;;;;;;2024-10-31;;N;B;51528.0;1.0;0.0;SYS;2021-05-19;0;2728.49;;;;0;1.0;;a4d26ddd4xyd26ddd43az;VIN;;31;2508
2025-04-30 08:18:19.573592;2025-04-30 08:18:19.573592;;2021-01-08;;;;0.0;XY;2021-01-08;VA;XY10;7500.0;8205;XY;NON;RSB;;MB;;;Q3-2020 - Van 5,99 % New;ab81ece5fxy81ece5f56z;0.06;;0.0;;EUR;N;a089e55fdxy89e55fd48z;a089e55fdxy89e55fd48z;;30/360;a06c53172xy6c53172b6z;;0.0;EUR;0.0;50;;14835.45;N;XYORGF;XYORGF;RDR;TM1;N;;2027-01-07;;;0.0;BFLEA;F;;XY1001;N;;883.06;Finance lease;;;;;;;;;;;;;69615.0;N;;;28204.03;N;;;0.0;;A;0.0;1.0;;Internal;;;-868400969;;RSB;4.0;0.0;;;;2024-10-31;;N;N;85480.45;489.0;0.0;SYS;2021-01-08;0;0.0;;;;0;;;a561f98dbxy61f98dba3z;VIN;;30;2510
